Job_Name,Organization,Location,Skillset
Senior Principal / Lead Data Scientist,"NUMERIFY, INC.",Bengaluru,"['customer service', ' crm', ' tools', ' data mining', ' coding', ' open source...', 'customer service', ' crm', ' tools', ' data mining', ' coding', ' open source...']"
Principal Scientist / Senior Manager - Data Science Labs (Data Science,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['sas', ' analytics', ' captive', ' data science', ' financial services...', 'sas', ' analytics', ' captive', ' data science', ' financial services...']"
Data Analytics Scientist,Rinalytics Advisors Pvt. Ltd,"Bengaluru, Mumbai","['data analytics', ' sql', ' instrumentation', ' pharma', ' tools', ' product engineering...', 'data analytics', ' sql', ' instrumentation', ' pharma', ' tools', ' product engineering...']"
Data Scientist (Architect) - Advanced Analytics,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['advanced analytics', ' stores', ' data modeling', ' sas', ' data management...', 'advanced analytics', ' stores', ' data modeling', ' sas', ' data management...']"
Senior Data Scientist,Microsoft India (R and D) Pvt Ltd,Bengaluru,"['c', ' python', ' six sigma', ' pmp', ' .net', ' html', ' javascript', ' sql', ' oracle...', 'c', ' python', ' six sigma', ' pmp', ' .net', ' html', ' javascript', ' sql', ' oracle...']"
Data Scientist,QUAERO,Bengaluru,"['sql server', ' mysql', ' software development', ' python', ' sas', ' product development...', 'sql server', ' mysql', ' software development', ' python', ' sas', ' product development...']"
Data Scientist,Mahajan Imaging,"Hyderabad, Bengaluru, Delhi","['clinical research', ' radiology', ' ultrasound', ' imaging', ' sql', ' mammography...', 'clinical research', ' radiology', ' ultrasound', ' imaging', ' sql', ' mammography...']"
Data Scientist (3-7 Years) - Zyoin,Zyoin Web Pvt.Ltd,Bengaluru,"['analytical', ' data mining', ' manager quality assurance', ' sql', ' data collection...', 'analytical', ' data mining', ' manager quality assurance', ' sql', ' data collection...']"
Senior Data/NLP Scientist,SmartAssist,Bengaluru,"['python', ' algorithms', ' customer service', ' customer support', ' machine learning...', 'python', ' algorithms', ' customer service', ' customer support', ' machine learning...']"
Lead Business Analyst - Proprietary Data and Tools,Boston Consulting Group,Bengaluru,"['tools', ' lead business analyst', ' service', ' crm', ' consulting', ' analytical...', 'tools', ' lead business analyst', ' service', ' crm', ' consulting', ' analytical...']"
Business Analyst,Fidelity Investments,Bengaluru,"['support', ' customer service', ' sql', ' data analysis', ' policies...', 'support', ' customer service', ' sql', ' data analysis', ' policies...']"
BI Technical Business Analyst,Jacobs Engineering India Pvt Ltd,Bengaluru,"['business technical analyst', ' service', ' business analyst', ' tools', ' analytical...', 'business technical analyst', ' service', ' business analyst', ' tools', ' analytical...']"
Senior Business Analyst,Amazon India Software Dev Centre Pvt Ltd,Bengaluru,"['sql', ' python', ' sas', ' data modeling', ' data mining', ' bfsi', ' simulation...', 'sql', ' python', ' sas', ' data modeling', ' data mining', ' bfsi', ' simulation...']"
Associate Business Analyst,Fidelity Investments,Bengaluru,"['support', ' customer service', ' sql', ' data analysis', ' policies...', 'support', ' customer service', ' sql', ' data analysis', ' policies...']"
BI Technical Business Analyst,Jacobs Engineering India Pvt Ltd,Bengaluru,"['sql', ' database administration', ' performance tuning', ' business analysis', ' coding...', 'sql', ' database administration', ' performance tuning', ' business analysis', ' coding...']"
"Data Analyst (r/python, Sql/excel) - Bangalore",Executive Tracks Associates (P) Ltd.,Bengaluru(HSR Layout),"['data analysis', ' excel', ' sql', ' business reporting', ' data collection', ' r', ' python...', 'data analysis', ' excel', ' sql', ' business reporting', ' data collection', ' r', ' python...']"
Data Scientist,Scripbox.com India Pvt Ltd,Bengaluru,"['service', ' customer supportsql', ' machine learning', ' algorithms', ' python...', 'service', ' customer supportsql', ' machine learning', ' algorithms', ' python...']"
Data Scientist,Fractal Analytics Ltd,Bengaluru,"['linux', ' python', ' algorithms', ' rdbms', ' agile', ' consulting', ' cloud computing...', 'linux', ' python', ' algorithms', ' rdbms', ' agile', ' consulting', ' cloud computing...']"
Data Scientist,Boomerang Commerce,Bengaluru,"['sql', ' computer science', ' python', ' performance management', ' algorithms...', 'sql', ' computer science', ' python', ' performance management', ' algorithms...']"
Data Scientist,"NUMERIFY, INC.",Bengaluru,"['customer service', ' crm', ' tools', ' data mining', ' coding', ' open source...', 'customer service', ' crm', ' tools', ' data mining', ' coding', ' open source...']"
"Data Scientist, Products",Fractal Analytics Ltd,Bengaluru,"['consulting', ' estimation', ' tools', ' analytical', ' cloud computing', ' forecasting...', 'consulting', ' estimation', ' tools', ' analytical', ' cloud computing', ' forecasting...']"
Data Scientist - IAE,Yoodle,Bengaluru,"['data mining', ' computer science', ' financial services', ' machine learning...', 'data mining', ' computer science', ' financial services', ' machine learning...']"
Data Scientist,Yoodle,Bengaluru,"['financial services', ' analytical', ' data mining', ' ideas', ' computer science...', 'financial services', ' analytical', ' data mining', ' ideas', ' computer science...']"
Lead - Data Scientist,Hike Ltd,"Bengaluru, Delhi","['python', ' messaging', ' data mining', ' machine learning', ' tools...', 'python', ' messaging', ' data mining', ' machine learning', ' tools...']"
Data scientist,Gramener,"Hyderabad, Bengaluru, Ghaziabad","['html', ' python', ' presales', ' open source', ' business analysis', ' consulting...', 'html', ' python', ' presales', ' open source', ' business analysis', ' consulting...']"
Senior Data Scientist,hotstar,Bengaluru,"['python', ' business intelligence', ' coding', ' computer science', ' machine learning...', 'python', ' business intelligence', ' coding', ' computer science', ' machine learning...']"
RPA- Data Scientist / Machine learning,KPMG,Bengaluru,"['consulting', ' machine learning', ' data mining', ' tools', ' python...', 'consulting', ' machine learning', ' data mining', ' tools', ' python...']"
Data Scientist - IAE,Yodlee Infotech Private Limited,Bengaluru,"['data mining', ' computer science', ' financial services', ' machine learning...', 'data mining', ' computer science', ' financial services', ' machine learning...']"
Data Scientist,Yodlee Infotech Private Limited,Bengaluru,"['data mining', ' financial services', ' analytical', ' data cleansing...', 'data mining', ' financial services', ' analytical', ' data cleansing...']"
Data Scientist,Two Roads Technological Solutions Pvt Ltd,Bengaluru,"['c', ' excellent', ' analytical', ' abilities', ' data', ' analysis', ' linux', 'c', ' excellent', ' analytical', ' abilities', ' data', ' analysis', ' linux']"
Data Scientist (103503),Flipkart,Bengaluru,"['automation', ' algorithms', ' audio', ' image processing', ' graph', ' data science...', 'automation', ' algorithms', ' audio', ' image processing', ' graph', ' data science...']"
Principal Data Scientist 2 (103510),Flipkart,Bengaluru,"['automation', ' algorithms', ' audio', ' image processing', ' graph', ' data science...', 'automation', ' algorithms', ' audio', ' image processing', ' graph', ' data science...']"
Data Scientist (103502),Flipkart,Bengaluru,"['automation', ' algorithms', ' audio', ' image processing', ' emi', ' graph...', 'automation', ' algorithms', ' audio', ' image processing', ' emi', ' graph...']"
Data Scientist Bangalore,Saltside,Bengaluru,"['english', ' analytics', ' email', ' data mining', ' sql', ' data processing', ' usage...', 'english', ' analytics', ' email', ' data mining', ' sql', ' data processing', ' usage...']"
Data Scientist,Educational Initiatives Pvt. Ltd.,Bengaluru,"['data scientist', ' analytics', ' sas', ' product development ', ' spss', ' clustering...', 'data scientist', ' analytics', ' sas', ' product development ', ' spss', ' clustering...']"
Senior Data Scientist,quaero,Bengaluru,"['senior data scientist', ' c', ' python', ' six sigma', ' pmp', ' .net', ' html', ' javascript...', 'senior data scientist', ' c', ' python', ' six sigma', ' pmp', ' .net', ' html', ' javascript...']"
Data Scientist,ONS Search,Bengaluru,"['data scientist ', ' c', ' python', ' six sigma', ' pmp', ' .net', ' html', ' javascript', ' sql...', 'data scientist ', ' c', ' python', ' six sigma', ' pmp', ' .net', ' html', ' javascript', ' sql...']"
Senior Data Scientist,Verint Systems India Pvt Ltd,Bengaluru,"['service', ' project management', ' analytics', ' sql', ' sas', ' coding', ' data mining', ' data...', 'service', ' project management', ' analytics', ' sql', ' sas', ' coding', ' data mining', ' data...']"
Data Scientist,Pluto7,Bengaluru,"['sql', ' data analysis', ' analytical', ' matlab', ' tools', ' computer science', ' operations...', 'sql', ' data analysis', ' analytical', ' matlab', ' tools', ' computer science', ' operations...']"
Data Scientist,BizViz Technologies Pvt. Ltd.,"Hyderabad, Bengaluru","['healthcare', ' erp', ' analytical', ' team building', ' social media', ' data analysis...', 'healthcare', ' erp', ' analytical', ' team building', ' social media', ' data analysis...']"
Data Scientist,Educational Initiatives Pvt. Ltd.,Bengaluru,"['analytics', ' sas', ' spss', ' analytical', ' continuous improvement', ' matlab...', 'analytics', ' sas', ' spss', ' analytical', ' continuous improvement', ' matlab...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['analytics', ' visualization', ' ', ' data', ' healthcare domain', ' senior level', ' me...', 'analytics', ' visualization', ' ', ' data', ' healthcare domain', ' senior level', ' me...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['analytics', ' operations research', ' quantitative', ' abilities', ' senior level...', 'analytics', ' operations research', ' quantitative', ' abilities', ' senior level...']"
Data Scientist,Yoodle,Bengaluru,"['intern', ' email', ' financial services', ' finance', ' financial management', ' time...', 'intern', ' email', ' financial services', ' finance', ' financial management', ' time...']"
Chief/Lead Data Scientist- NLP,Rinalytics Advisors Pvt. Ltd,"Hyderabad, Chennai, Bengaluru","['business planning', ' sas', ' spss', ' tools', ' simulation', ' linear regression...', 'business planning', ' sas', ' spss', ' tools', ' simulation', ' linear regression...']"
Chief/Lead Data Scientist- NLP,Rinalytics Advisors Pvt. Ltd,"Hyderabad, Pune, Bengaluru","['analytics', ' data mining', ' machine learning', ' econometrics', ' msc', ' statistics...', 'analytics', ' data mining', ' machine learning', ' econometrics', ' msc', ' statistics...']"
Senior Data Scientist / Algorithms Specialist,AmyLogic,Bengaluru,"['hadoop ', ' mapr ', ' map ', ' / ', ' reduce ', ' pig ', ' hive ', ' mysql ', ' or ', ' oracle ...', 'hadoop ', ' mapr ', ' map ', ' / ', ' reduce ', ' pig ', ' hive ', ' mysql ', ' or ', ' oracle ...']"
Principal Data Scientist,"Continues Intelligence Lab Pvt.Ltd,",Bengaluru,"['nosql', ' couchdb', ' postgresql', ' mysql', ' oracle', ' test', ' frameworks', ' conduct...', 'nosql', ' couchdb', ' postgresql', ' mysql', ' oracle', ' test', ' frameworks', ' conduct...']"
BDB Data Scientist,"ANMUTSOLUTIONS Pvt,Ltd.","Bengaluru, Hyderabad","['healthcare', ' erp', ' analytical', ' msc', ' team building', ' social media...', 'healthcare', ' erp', ' analytical', ' msc', ' team building', ' social media...']"
Data Scientist,Intersoft,Bengaluru,"['oracle', ' co', ' design patterns', ' ooad', ' uml', ' javascript', ' mca', ' sas', ' jquery...', 'oracle', ' co', ' design patterns', ' ooad', ' uml', ' javascript', ' mca', ' sas', ' jquery...']"
Data Scientist,Educational Initiatives Pvt. Ltd.,Bengaluru,"['analytical', ' analytics', ' sas', ' spss', ' matlab', ' machine learning', ' python...', 'analytical', ' analytics', ' sas', ' spss', ' matlab', ' machine learning', ' python...']"
NLP Data Scientist,Finite HR Consulting Private Limited,Bengaluru,"['technical product configuration', ' design', ' integration php', ' mysql', ' html', ' c...', 'technical product configuration', ' design', ' integration php', ' mysql', ' html', ' c...']"
Senior Data/NLP Scientist,AnswerIQ,Bengaluru,"['c++', ' python', ' algorithms', ' customer service', ' customer support...', 'c++', ' python', ' algorithms', ' customer service', ' customer support...']"
"Business Analyst II, Data Sciences",VMware India,Bengaluru,"['sas', ' spss', ' business operations', ' sales operations', ' regression analysis...', 'sas', ' spss', ' business operations', ' sales operations', ' regression analysis...']"
Business Analyst,Nutanix India Technologies Private Limited,Bengaluru,"['healthcare', ' technical support', ' sales operations', ' analytical...', 'healthcare', ' technical support', ' sales operations', ' analytical...']"
CCO Analytics - Data Engineer SME,Dell International Services India  Private Limited,Bengaluru,"['subject matter expert', ' tools', ' analytical', ' analytics', ' data mining', ' emc...', 'subject matter expert', ' tools', ' analytical', ' analytics', ' data mining', ' emc...']"
Data Engineer,Amazon India Software Dev Centre Pvt Ltd,Bengaluru,"['sql', ' business intelligence', ' data modeling', ' analytics', ' data mining', ' computer...', 'sql', ' business intelligence', ' data modeling', ' analytics', ' data mining', ' computer...']"
Business Analyst,Flipkart,Bengaluru,"['relationship management', ' tools', ' analytical', ' analytics', ' data mining', ' word...', 'relationship management', ' tools', ' analytical', ' analytics', ' data mining', ' word...']"
