Job_Name,Organization,Location,Skillset
Exciting Opening with a Renowned Belgium Based Company for the Positio,Convate Consultancy Services Pvt Ltd,Bengaluru,"['r', ' python', ' analytics', ' analytical tools', ' data science', ' statistical modeling', '...', 'r', ' python', ' analytics', ' analytical tools', ' data science', ' statistical modeling', '...']"
Data Engineer,Pinnacle HRM,Bengaluru,"['hadoop', ' spark', ' nosql', ' rabbitmq', ' data warehousing', ' aws infrastructure...', 'hadoop', ' spark', ' nosql', ' rabbitmq', ' data warehousing', ' aws infrastructure...']"
Business\/ Data Analyst,IBM India Pvt. Limited,Bengaluru,"['usage', ' acquisition', ' healthcare', ' subject matter expert', ' consulting...', 'usage', ' acquisition', ' healthcare', ' subject matter expert', ' consulting...']"
FRONT OFFICE BUSINESS ANALYST,Luxoft,Bengaluru,"['business analyst', ' unix', ' sybase', ' test cases', ' test planning', ' data migration...', 'business analyst', ' unix', ' sybase', ' test cases', ' test planning', ' data migration...']"
Sr Business Analyst | Exp: 4+ years,Compassites Software Solutions Private Limited,Bengaluru,"['technical support', ' data analysis', ' logistics', ' coaching', ' change management...', 'technical support', ' data analysis', ' logistics', ' coaching', ' change management...']"
SAP_HANA_MODELLING Business Analyst,Mindtree Limited,Bengaluru,"['sql', ' data modeling', ' sap hana', ' olap', ' business analyst', ' calculation', ' business...', 'sql', ' data modeling', ' sap hana', ' olap', ' business analyst', ' calculation', ' business...']"
Business Analyst,Germane Analytics Pvt Ltd,Bengaluru,"['networking', ' sas', ' analytics', ' data analysis', ' healthcare', ' front end', ' tools...', 'networking', ' sas', ' analytics', ' data analysis', ' healthcare', ' front end', ' tools...']"
Big Data Mentor | Leading Global Ed-tech Startup | Bangalore,Unnati,Bengaluru,"['cloud computing', ' cloud lab', ' analytics', ' cloud platform', ' cloud analytics', ' big...', 'cloud computing', ' cloud lab', ' analytics', ' cloud platform', ' cloud analytics', ' big...']"
Data Engineer,Acumont Solutions Private Limited,Bengaluru,"['mongodb', ' nosql', ' cassandra', ' kafka', ' rdbms', ' qlikview', 'mongodb', ' nosql', ' cassandra', ' kafka', ' rdbms', ' qlikview']"
Data Scientist,IBM India Pvt. Limited,Bengaluru,"['healthcare', ' consulting', ' analytics', ' data mining', ' ideas', ' mobile security...', 'healthcare', ' consulting', ' analytics', ' data mining', ' ideas', ' mobile security...']"
Data Scientist Consultant,Diverse Lynx India Pvt. Ltd,Bengaluru,"['data scientist consultant', 'data scientist consultant']"
Data Scientist,ApTask,Bengaluru,"['tools', ' analytical', ' english', ' email', ' open source', ' sql', ' data processing...', 'tools', ' analytical', ' english', ' email', ' open source', ' sql', ' data processing...']"
Research Scientist - Artificial Intelligence/machine Learning,Premium,Bengaluru,"['machine learning', ' natural language processing', ' information retrieval...', 'machine learning', ' natural language processing', ' information retrieval...']"
Data Engineer - Big Data / Hadoop,Premium,Bengaluru,"['big data', ' hadoop', ' data engineer', ' lambda architecture', ' mahout', ' sparkml', ' h2o', '...', 'big data', ' hadoop', ' data engineer', ' lambda architecture', ' mahout', ' sparkml', ' h2o', '...']"
Software Backend Engineer - Python/aws/mongodb,Premium,Bengaluru,"['java', ' nosql', ' mysql', ' mongodb', ' scala', ' spark', ' hadoop', ' python', ' git', ' mapreduce...', 'java', ' nosql', ' mysql', ' mongodb', ' scala', ' spark', ' hadoop', ' python', ' git', ' mapreduce...']"
Senior Content Marketer/writer,SP Staffing Services Private Limited,Bengaluru,"['content marketing', ' sales', ' marketing automation', ' editorial', ' social media...', 'content marketing', ' sales', ' marketing automation', ' editorial', ' social media...']"
Exciting Opening with a Renowned Belgium Based Company for the Positio,Convate Consultancy Services Pvt Ltd,Bengaluru,"['sql', ' tableau', ' power bi', ' r', ' python', 'sql', ' tableau', ' power bi', ' r', ' python']"
Data Platform Engineer - Java/big  Data,Premium,Bengaluru,"['hadoop', ' hive', ' mapreduce', ' spark', ' pig', ' hbase', ' nosql', ' java', ' big data...', 'hadoop', ' hive', ' mapreduce', ' spark', ' pig', ' hbase', ' nosql', ' java', ' big data...']"
Machine Learning Engineer - Nlp/deep Learning,Premium,Bengaluru,"['machine learning', ' natural language processing', ' deep learning', ' nlp...', 'machine learning', ' natural language processing', ' deep learning', ' nlp...']"
Big Data Engineer - ETL,Premium,Bengaluru,"['big data', ' data collection', ' data management', ' management systems...', 'big data', ' data collection', ' data management', ' management systems...']"
Data Analyst - Big Data/visualization - Education,Premium,Bengaluru,"['sql', ' data analysis', ' business analytics', ' machine learning...', 'sql', ' data analysis', ' business analytics', ' machine learning...']"
Fraud Analytics- Bangalore( 5-9 Years),Recruise India Consulting Pvt. Ltd.,Bengaluru,"['fraud analytics', ' advanced modeling', ' data scientist', ' machine learning', 'fraud analytics', ' advanced modeling', ' data scientist', ' machine learning']"
Data Engineer,Globex Digital Solutions Pvt. Ltd,Bengaluru,"['data engineer', ' data senior engineer', ' machine learning', ' python', ' analaytics', 'data engineer', ' data senior engineer', ' machine learning', ' python', ' analaytics']"
Data Engineer- Bangalore,"Parallel Wireless, Inc.",Bengaluru,"['data engineer- bangalore', 'data engineer- bangalore']"
Sr. Business Analyst,Playment,Bengaluru,"['supply chain', ' analytical', ' gaming', ' sql', ' machine learning', ' postgresql', ' python...', 'supply chain', ' analytical', ' gaming', ' sql', ' machine learning', ' postgresql', ' python...']"
Business Analyst,Prione Business Services Private Limited,Bengaluru,"['business analyst', ' consumer electronics', ' analytical', ' business intelligence...', 'business analyst', ' consumer electronics', ' analytical', ' business intelligence...']"
Career Opportunities: Sr. Data Scientist (15027),24/7 Customer,Bengaluru,"['sql', ' perl', ' python', ' algorithms', ' data mining', ' ivr', ' tools...', 'sql', ' perl', ' python', ' algorithms', ' data mining', ' ivr', ' tools...']"
Director - Data Scientist,Epsilon,Bengaluru,"['tools', ' sas', ' data management', ' open source', ' sql', ' computer science...', 'tools', ' sas', ' data management', ' open source', ' sql', ' computer science...']"
"Data Scientist, Senior",Epsilon,Bengaluru,"['technical skills', ' tools', ' ideas', ' open source', ' computer science...', 'technical skills', ' tools', ' ideas', ' open source', ' computer science...']"
Data Scientist III,ANI Technologies Pvt Ltd (Olacabs),Bengaluru,"['machine learning', ' data science', ' perl', ' python', ' open source', ' data modeling...', 'machine learning', ' data science', ' perl', ' python', ' open source', ' data modeling...']"
Senior Data Scientist,Superior Group,Bengaluru,"['sql', ' data processing', ' data mining', ' graph', ' tools', ' python', ' machine learning...', 'sql', ' data processing', ' data mining', ' graph', ' tools', ' python', ' machine learning...']"
Data Science Lead / Senior Data Scientist (R&D;),ShieldSquare _x001A_,Bengaluru,"['tools', ' sql', ' python', ' machine learning', ' visualization', ' open source...', 'tools', ' sql', ' python', ' machine learning', ' visualization', ' open source...']"
Data Scientist/ Senior Data Scientist,Zendrive Inc,Bengaluru,"['python', ' sas', ' algorithms', ' matlab', ' machine learning', ' tools', ' prototype', ' signal...', 'python', ' sas', ' algorithms', ' matlab', ' machine learning', ' tools', ' prototype', ' signal...']"
Associate Data Scientist,Zendrive Inc,Bengaluru,"['python', ' matlab', ' analytics', ' data analysis', ' computer science', ' tools...', 'python', ' matlab', ' analytics', ' data analysis', ' computer science', ' tools...']"
Data Scientist,DM CONSULTING (INDIA) PVT LTD,Bengaluru,"['r', ' matlab', ' consultant', ' resident', ' critical care', ' hospital', ' medicine', ' icu', 'r', ' matlab', ' consultant', ' resident', ' critical care', ' hospital', ' medicine', ' icu']"
Data Scientist,Riflexions Consulting Private Limited,Bengaluru,"['analytical', ' data mining', ' computer science', ' machine learning...', 'analytical', ' data mining', ' computer science', ' machine learning...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['analytics', ' sas', ' spss', ' scm', ' fmcg', ' analytical', ' ip', ' intellectual property...', 'analytics', ' sas', ' spss', ' scm', ' fmcg', ' analytical', ' ip', ' intellectual property...']"
Data Scientist,sureevents,Bengaluru,"['technical product configuration', ' design', ' integration php', ' mysql', ' html', ' c...', 'technical product configuration', ' design', ' integration php', ' mysql', ' html', ' c...']"
Data Scientist,iSource Online Services Pvt. Ltd.,Bengaluru,"['fmcg', ' tools', ' consumer goods', ' social media', ' cv', ' sas', ' email', ' coding', ' sql...', 'fmcg', ' tools', ' consumer goods', ' social media', ' cv', ' sas', ' email', ' coding', ' sql...']"
Data/NLP Scientist,SmartAssist,Bengaluru,"['customer service', ' customer support', ' analytics', ' sql', ' regression...', 'customer service', ' customer support', ' analytics', ' sql', ' regression...']"
Data Scientist,DM CONSULTING (INDIA) PVT LTD,Bengaluru,"['consultant', ' resident', ' critical care', ' hospital', ' medicine', ' icu', ' ', 'consultant', ' resident', ' critical care', ' hospital', ' medicine', ' icu', ' ']"
Data Scientist,Bprise,"Bengaluru, Mumbai","['bidding', ' automation', ' publishing', ' tools', ' analytical', ' data analysis...', 'bidding', ' automation', ' publishing', ' tools', ' analytical', ' data analysis...']"
Data Scientist,Datacogin,Bengaluru,"['algorithms', ' analytics', ' machine learning', ' tools', ' regression', ' com...', 'algorithms', ' analytics', ' machine learning', ' tools', ' regression', ' com...']"
Senior Data Scientist,lgoAnalytics,"Bengaluru, Pune","['service', ' bfsi', ' machine learning', ' ideas', ' data science', ' senior', ' writing', ' life...', 'service', ' bfsi', ' machine learning', ' ideas', ' data science', ' senior', ' writing', ' life...']"
Data Scientist,DM CONSULTING (INDIA) PVT LTD,Bengaluru,"['medical', ' healthcare', ' rd', ' pharmaceuticalclinical research associate...', 'medical', ' healthcare', ' rd', ' pharmaceuticalclinical research associate...']"
Data Scientist Sr. Data Scientist 2,Zyoin Web Pvt.Ltd,Bengaluru,"['analytical', ' data mining', ' matlab', ' machine learning', ' algorithms', ' regression...', 'analytical', ' data mining', ' matlab', ' machine learning', ' algorithms', ' regression...']"
Data scientist,Gramener,Bengaluru,"['html', ' analysis', ' data', ' intelligently', ' modern', ' statistical', ' techniques...', 'html', ' analysis', ' data', ' intelligently', ' modern', ' statistical', ' techniques...']"
Data Scientist II,Groupon India Pvt Ltd,Bengaluru,"['analytical', ' data analysis', ' data mining', ' coding', ' ideas', ' metadata...', 'analytical', ' data analysis', ' data mining', ' coding', ' ideas', ' metadata...']"
Data Scientist,RANG INFOSOFT PVT. LTD.,Bengaluru,"['time', ' tools', ' data mining', ' open source', ' sql', ' web analytics', ' computer science...', 'time', ' tools', ' data mining', ' open source', ' sql', ' web analytics', ' computer science...']"
Data Scientist,Tyco Fire & Security India Pvt Ltd,"Kolkata, Bengaluru / Bangalore","['system administration', ' system integration', ' windows administration...', 'system administration', ' system integration', ' windows administration...']"
Data Scientist Machine Learning,NeenOpal Intelligent Solutions Pvt. Ltd.,Bengaluru,"['machine learning', ' usage', 'machine learning', ' usage']"
Data Scientist Bangalore / San Francisco,Near Pte. Ltd.,Bengaluru,"['mf', ' audio', ' san', ' data science', ' model development', ' python', ' data network...', 'mf', ' audio', ' san', ' data science', ' model development', ' python', ' data network...']"
Data Scientist Responsibilities include:,PrwaTech Technologies,Bengaluru,"['c++', ' sql', ' python', ' business intelligence', ' algorithms', ' business analyst', ' data...', 'c++', ' sql', ' python', ' business intelligence', ' algorithms', ' business analyst', ' data...']"
Data Scientist / Machine learning Expert Bidgely,Bidgely Technologies Private Limited,"Hyderabad, Bengaluru","['machine learning', ' c++', ' ideas', ' matlab', ' analytical', ' tools...', 'machine learning', ' c++', ' ideas', ' matlab', ' analytical', ' tools...']"
Data Scientist,Noodle.ai,Bengaluru,"['analytical', ' tools', ' computer science', ' machine learning', ' visualization', ' ux...', 'analytical', ' tools', ' computer science', ' machine learning', ' visualization', ' ux...']"
Senior Manager - Data Scientist,Fidelity Investments,Bengaluru,"['data science', ' automation', ' python', ' msc', ' analytics', ' computer science...', 'data science', ' automation', ' python', ' msc', ' analytics', ' computer science...']"
Manager - Data Scientist,Fidelity Investments,Bengaluru,"['data science', ' automation', ' python', ' msc', ' analytics', ' computer science...', 'data science', ' automation', ' python', ' msc', ' analytics', ' computer science...']"
Data Scientist,MoEngage Inc.,Bengaluru,"['windows', ' android', ' open source', ' algorithms', ' machine learning', ' nosql...', 'windows', ' android', ' open source', ' algorithms', ' machine learning', ' nosql...']"
Senior / Principal Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['python', ' data mining', ' analytics', ' computer science', ' machine learning...', 'python', ' data mining', ' analytics', ' computer science', ' machine learning...']"
Data Scientist,HealthifyMe,Bengaluru,"['msc', ' closure', ' apache', ' text analytics', ' python', ' linguistics', ' data science...', 'msc', ' closure', ' apache', ' text analytics', ' python', ' linguistics', ' data science...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['unix', ' mysql', ' ajax', ' software development', ' python', ' sas', ' algorithms', ' http...', 'unix', ' mysql', ' ajax', ' software development', ' python', ' sas', ' algorithms', ' http...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['algorithms', ' analytics', ' data mining', ' machine learning...', 'algorithms', ' analytics', ' data mining', ' machine learning...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['java', ' sql', ' development', ' python', ' sas', ' clustering', ' analytics', ' data mining...', 'java', ' sql', ' development', ' python', ' sas', ' clustering', ' analytics', ' data mining...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,"Bengaluru, Chennai","['algorithms', ' forms', ' analytics', ' optimization', ' data mining', ' modeling...', 'algorithms', ' forms', ' analytics', ' optimization', ' data mining', ' modeling...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['analytics', ' product management', ' ids', ' senior level', ' data', ' expert', ' us', ' major...', 'analytics', ' product management', ' ids', ' senior level', ' data', ' expert', ' us', ' major...']"
Hadoop Data scientist,Macropace Technologies,"Bengaluru, karnataka","['sql', ' python', ' business intelligence', ' http', ' cmmi', ' analytics', ' data analysis...', 'sql', ' python', ' business intelligence', ' http', ' cmmi', ' analytics', ' data analysis...']"
Data Scientist,HR Devi and Associates,Bengaluru,"['data scientist', ' data analytics', ' linear regression', ' glm', ' gam...', 'data scientist', ' data analytics', ' linear regression', ' glm', ' gam...']"
Data/NLP Scientist,AnswerIQ,Bengaluru,"['c++', ' sql', ' python', ' algorithms', ' analytics', ' customer service', ' customer support...', 'c++', ' sql', ' python', ' algorithms', ' analytics', ' customer service', ' customer support...']"
Data Scientist,Germane Analytics Pvt Ltd,Bengaluru,"['javascript', ' mysql', ' python', ' business objects', ' algorithms', ' coding...', 'javascript', ' mysql', ' python', ' business objects', ' algorithms', ' coding...']"
Data Scientist/  Sr. Data Scientist,"Zyoin Web Private Limited,",Bengaluru,"['data mining', ' clustering', ' java', ' machine learning', ' algorithms', ' regression...', 'data mining', ' clustering', ' java', ' machine learning', ' algorithms', ' regression...']"
Data Scientist - Marketing Focussed,Datalicious,Bengaluru,"['data analysis', ' analytical', ' google analytics', ' business executive', ' e-commerce...', 'data analysis', ' analytical', ' google analytics', ' business executive', ' e-commerce...']"
Data Scientist,Educational Initiatives Pvt. Ltd.,Bengaluru,"['development', ' consulting', ' mis', ' analytical', ' business intelligence...', 'development', ' consulting', ' mis', ' analytical', ' business intelligence...']"
Data Scientist - Ads & Monetization,True Caller,Bengaluru,"['analytical', ' english', ' data mining', ' product engineering', ' ideas', ' sql...', 'analytical', ' english', ' data mining', ' product engineering', ' ideas', ' sql...']"
Data Scientist,C1X Inc.,"Bengaluru, Chennai","['html', ' computer science', ' machine learning', ' python', ' algorithms', ' linguistics...', 'html', ' computer science', ' machine learning', ' python', ' algorithms', ' linguistics...']"
Principal Data Scientist,C1X Inc.,"Bengaluru, Chennai","['principal', ' html', ' computer science', ' machine learning', ' algorithms...', 'principal', ' html', ' computer science', ' machine learning', ' algorithms...']"
Data Scientist,DM CONSULTING (INDIA) PVT LTD,Bengaluru,"['icu', ' staff nurse', ' nurses', ' emergency', ' casualty', ' wards', ' gnm', ' pcbsc...', 'icu', ' staff nurse', ' nurses', ' emergency', ' casualty', ' wards', ' gnm', ' pcbsc...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['analytics', ' machine learning', ' quantitative', ' chat', ' econo', ' neural networks...', 'analytics', ' machine learning', ' quantitative', ' chat', ' econo', ' neural networks...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,"Bengaluru, Chennai, Hyderabad","['analytics', ' sas', ' predictive modeling', ' machine learning', ' neural networks...', 'analytics', ' sas', ' predictive modeling', ' machine learning', ' neural networks...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,"Bengaluru, Hyderabad, Pune","['algorithms', ' clustering', ' analytics', ' machine learning', ' regression...', 'algorithms', ' clustering', ' analytics', ' machine learning', ' regression...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['development', ' project management', ' sas', ' http', ' consulting', ' analytics...', 'development', ' project management', ' sas', ' http', ' consulting', ' analytics...']"
DATA SCIENTIST,Fiddich Consulting,Bengaluru,"['perl', ' python', ' data modeling', ' algorithms', ' matlab', ' data mining...', 'perl', ' python', ' data modeling', ' algorithms', ' matlab', ' data mining...']"
Data Scientist,TALENT ZONE CONSULTANT,Bengaluru,"['python', ' workflow', ' computer science', ' machine learning', ' tools', ' analytical...', 'python', ' workflow', ' computer science', ' machine learning', ' tools', ' analytical...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['python', ' coding', ' analytics', ' data mining', ' computer science', ' machine learning', '...', 'python', ' coding', ' analytics', ' data mining', ' computer science', ' machine learning', '...']"
Data Scientist Lrnr,Lrnr Global Infotech Pvt Ltd.,Bengaluru,"['c++', ' sql', ' python', ' algorithms', ' machine learning', ' natural language processing...', 'c++', ' sql', ' python', ' algorithms', ' machine learning', ' natural language processing...']"
Lead Data Scientist,Happiest Minds Technologies Pvt.Ltd,Bengaluru,"['data scientist ', ' data analysis ', ' data analytics ', ' data analyst ...', 'data scientist ', ' data analysis ', ' data analytics ', ' data analyst ...']"
Data Scientist Full Time,IShippo.com,Bengaluru,"['tools', ' c++', ' data analysis', ' email', ' data mining', ' php', ' sql', ' comp...', 'tools', ' c++', ' data analysis', ' email', ' data mining', ' php', ' sql', ' comp...']"
Data Scientist,Happiest Minds Technologies Pvt.Ltd,Bengaluru,"['data scientist ', ' data analysis ', ' data analytics ', ' data analyst', 'data scientist ', ' data analysis ', ' data analytics ', ' data analyst']"
Data Scientist,MoEngage Inc.,Bengaluru,"['windows', ' android', ' open source', ' algorithms', ' machine learning', ' cryptography...', 'windows', ' android', ' open source', ' algorithms', ' machine learning', ' cryptography...']"
Data Scientist,MoEngage Inc,Bengaluru,"['windows', ' android', ' san', ' open source', ' algorithms', ' analytics', ' machine learning...', 'windows', ' android', ' san', ' open source', ' algorithms', ' analytics', ' machine learning...']"
Data Scientist,dunzo,Bengaluru,"['logistics', ' automation', ' analytical', ' computer science', ' matlab...', 'logistics', ' automation', ' analytical', ' computer science', ' matlab...']"
Senior Data Scientist,Nanobi Data And Analytics Pvt Ltd,Bengaluru,"['presales', ' consulting', ' stores', ' sas', ' sql', ' spss', ' python', ' data science...', 'presales', ' consulting', ' stores', ' sas', ' sql', ' spss', ' python', ' data science...']"
Data Scientist,Sakhatech Information Systems Pvt. Ltd,Bengaluru,"['open source', ' facebook', ' machine learning', ' apache', ' regression', ' python...', 'open source', ' facebook', ' machine learning', ' apache', ' regression', ' python...']"
Senior Data Scientist (Text Mining),Molecular Connections Pvt Ltd,Bengaluru,"['computer science', ' machine learning', ' indexing', ' artificial intelligence...', 'computer science', ' machine learning', ' indexing', ' artificial intelligence...']"
Data Scientist,HACKEREARTH,Bengaluru,"['python', ' algorithms', ' machine learning', ' tools', ' bosch', ' innovation management...', 'python', ' algorithms', ' machine learning', ' tools', ' bosch', ' innovation management...']"
Career Opportunities Principal Data Scientist (103509),Flipkart,Bengaluru,"['automation', ' algorithms', ' audio', ' image processing', ' emi', ' graph...', 'automation', ' algorithms', ' audio', ' image processing', ' emi', ' graph...']"
Data Scientist,Bigiota Analytics Pvt. Ltd.,"Bengaluru, Mumbai","['tools', ' analytics', ' git', ' open source', ' sql', ' xml', ' doc', ' perl', ' machine learning...', 'tools', ' analytics', ' git', ' open source', ' sql', ' xml', ' doc', ' perl', ' machine learning...']"
Data Scientist 2,Lam Research,Bengaluru,"['senior design engineer', ' erpsupply chain', ' oracle', ' enterprise applications...', 'senior design engineer', ' erpsupply chain', ' oracle', ' enterprise applications...']"
Director/Chief Data Scientist NLP,Rinalytics Advisors Pvt. Ltd,"Bengaluru, Hyderabad","['director', ' image processing', ' data mining', ' analytics', ' machine learning...', 'director', ' image processing', ' data mining', ' analytics', ' machine learning...']"
Data Scientist,Astute Consultants,Bengaluru,"['data scientist', ' python', ' sas', ' analytics', ' spss', ' machine learning', ' tools...', 'data scientist', ' python', ' sas', ' analytics', ' spss', ' machine learning', ' tools...']"
Data Scientist,Artificial Learning Systems,Bengaluru,"['sql', ' python', ' algorithms', ' coding', ' business analyst', ' healthcare', ' data mining', '...', 'sql', ' python', ' algorithms', ' coding', ' business analyst', ' healthcare', ' data mining', '...']"
"Data Scientist, Lead",Epsilon,Bengaluru,"['technical skills', ' direct marketing', ' crm', ' tools', ' digital marketing...', 'technical skills', ' direct marketing', ' crm', ' tools', ' digital marketing...']"
Data Scientist,Rinalytics Advisors Pvt. Ltd,"Bengaluru, Hyderabad","['analytics', ' business planning', ' sas', ' spss', ' tools', ' clustering', ' regression...', 'analytics', ' business planning', ' sas', ' spss', ' tools', ' clustering', ' regression...']"
Data Scientist,Coviam Technologies,Bengaluru,"['e-commerce', ' talent', ' sql', ' python', ' open source', ' algorithms', ' data mining...', 'e-commerce', ' talent', ' sql', ' python', ' open source', ' algorithms', ' data mining...']"
Data Scientist,ZYOIN WEB PRIVATE LIMITED,Bengaluru,"['analytical', ' data mining', ' manager quality assurance', ' sql', ' data collection...', 'analytical', ' data mining', ' manager quality assurance', ' sql', ' data collection...']"
Required Principal Data Scientist,Microsoft India (R and D) Pvt Ltd,Bengaluru,"['principal', 'principal']"
Associate Data Scientist,Client of PeopleLogic,Bengaluru,"['database', ' engineer', ' computer science', ' sql', ' dba', ' technology', ' engineering...', 'database', ' engineer', ' computer science', ' sql', ' dba', ' technology', ' engineering...']"
Developer - Junior Data Scientist,A.T.E. Enterprises Private Limited,Bengaluru,"['j2ee', ' unix', ' shell scripting', ' data modeling', ' analytical', ' sensors...', 'j2ee', ' unix', ' shell scripting', ' data modeling', ' analytical', ' sensors...']"
"Data Scientist, Sr II",Lam Research,Bengaluru,"['senior design engineer', ' erp', ' sap', ' tools', ' windows', ' process control...', 'senior design engineer', ' erp', ' sap', ' tools', ' windows', ' process control...']"
Principal Engineer  -  Data Scientist (320443),Samsung India Electronics pvt Ltd,Bengaluru,"['principal', ' c++', ' python', ' microsoft', ' algorithms', ' linux kernel', ' matlab...', 'principal', ' c++', ' python', ' microsoft', ' algorithms', ' linux kernel', ' matlab...']"
DATA SCIENTIST,FIDDICH CONSULTING,Bengaluru,"['data scientist', ' perl', ' python', ' data modeling', ' algorithms', ' matlab...', 'data scientist', ' perl', ' python', ' data modeling', ' algorithms', ' matlab...']"
Data Scientist,Data Semantics,Bengaluru,"['sql', ' python', ' sas', ' algorithms', ' rdbms', ' analytics', ' machine learning...', 'sql', ' python', ' sas', ' algorithms', ' rdbms', ' analytics', ' machine learning...']"
DATA SCIENTIST,FIDDICH CONSULTING,Bengaluru,"['perl', ' python', ' data modeling', ' algorithms', ' matlab', ' data mining...', 'perl', ' python', ' data modeling', ' algorithms', ' matlab', ' data mining...']"
Data Scientist,Class One Exchange.,"Bengaluru, Chennai","['html', ' computer science', ' machine learning', ' python', ' algorithms', ' linguistics...', 'html', ' computer science', ' machine learning', ' python', ' algorithms', ' linguistics...']"
Principal Data Scientist,Class One Exchange.,"Bengaluru, Chennai","['principal', ' html', ' computer science', ' machine learning', ' algorithms...', 'principal', ' html', ' computer science', ' machine learning', ' algorithms...']"
Data Scientist,Talent Zone Consultant,Bengaluru,"['...', '...']"
Senior Data Scientist,Bundl Technologies Pvt Ltd,Bengaluru,"['python', ' algorithms', ' computer science', ' machine learning', ' tools', ' regression...', 'python', ' algorithms', ' computer science', ' machine learning', ' tools', ' regression...']"
Data Scientist,DataXylo,Bengaluru,"['python', ' open source', ' algorithms', ' data analysis', ' data mining', ' layout...', 'python', ' open source', ' algorithms', ' data analysis', ' data mining', ' layout...']"
Data Scientist,Fractal Analytics Ltd,Bengaluru,"['consulting', ' estimation', ' analytical', ' cloud computing', ' forecasting...', 'consulting', ' estimation', ' analytical', ' cloud computing', ' forecasting...']"
"Data Scientist,    Products",Fractal Analytics Ltd,Bengaluru,"['consulting', ' estimation', ' analytical', ' cloud computing', ' forecasting...', 'consulting', ' estimation', ' analytical', ' cloud computing', ' forecasting...']"
Data Scientist,ERM Placement Services (P) Ltd,"Chennai, Hyderabad, Bengaluru","['junior staff', ' nursing', ' gnm', ' monitoring', ' bsc', ' support', ' administration...', 'junior staff', ' nursing', ' gnm', ' monitoring', ' bsc', ' support', ' administration...']"
Senior Developer ( Data Scientist) 1- Vacancy,Eurofins It Solutions India Pvt Ltd,Bengaluru,"['scientist 1', ' senior', ' crm', ' pharma', ' erp', ' diagnostics', ' analytical', ' c++...', 'scientist 1', ' senior', ' crm', ' pharma', ' erp', ' diagnostics', ' analytical', ' c++...']"
Data Scientist,Zauba Technologies & Data Services Private Limited,Bengaluru,"['tools', ' data mining', ' linux', ' sql', ' apache', ' machine learning', ' python...', 'tools', ' data mining', ' linux', ' sql', ' apache', ' machine learning', ' python...']"
Chief Data Scientist Statistician - Advanced Analytics,Rinalytics Advisors Pvt. Ltd,"Bengaluru, Hyderabad","['advanced analytics', ' sas', ' analytics', ' spss', ' quantitative analysis', ' statistics...', 'advanced analytics', ' sas', ' analytics', ' spss', ' quantitative analysis', ' statistics...']"
Chief Data Scientist - Retail/CPG/FMCG,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['fmcg', ' retail', ' analytical', ' sas', ' intellectual property', ' analytics', ' spss...', 'fmcg', ' retail', ' analytical', ' sas', ' intellectual property', ' analytics', ' spss...']"
Chief Data Scientist- Retail Analytics Product Mgmt,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['retail analytics', ' product management', ' fmcg', ' service', ' tools', ' analytical...', 'retail analytics', ' product management', ' fmcg', ' service', ' tools', ' analytical...']"
Data Scientist-Leader,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['business planning', ' sas', ' spss', ' tools', ' simulation', ' global delivery...', 'business planning', ' sas', ' spss', ' tools', ' simulation', ' global delivery...']"
Chief Data Scientist - Retail Analytics,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['retail analytics', ' analytical', ' intellectual property', ' analytics', ' fmcg...', 'retail analytics', ' analytical', ' intellectual property', ' analytics', ' fmcg...']"
Chief Data Scientist- Advanced Analytics,Rinalytics Advisors Pvt. Ltd,Bengaluru,"['advanced analytics', ' analytics', ' business executive', ' creative', ' statistics...', 'advanced analytics', ' analytics', ' business executive', ' creative', ' statistics...']"
Data Scientist,AMS Human Resources Pvt. Ltd,Bengaluru,"['c++', ' python', ' algorithms', ' simulation', ' machine learning', ' stat', ' statistics...', 'c++', ' python', ' algorithms', ' simulation', ' machine learning', ' stat', ' statistics...']"
Data Scientist Developer,dunzo,Bengaluru,"['time', ' logistics', ' automation', ' analytical', ' computer science', ' matlab...', 'time', ' logistics', ' automation', ' analytical', ' computer science', ' matlab...']"
Data Scientist,Alticus Consulting,Bengaluru,"['consulting', ' product management', ' data analysis', ' data mining', ' ideas', ' computer...', 'consulting', ' product management', ' data analysis', ' data mining', ' ideas', ' computer...']"
