,Unnamed: 0,City,Job title,Company name,Location,Salary,tech skills,og_salary_period,salary_category,above_med_sal,technical skills
7518,8191,Los+Angeles,"Market Research Analyst, Growth and Product",Snap Inc.,"Los Angeles, CA",,communication_skills research data designing excel design market_research verbal_communication classification,,no category,,communication_skills excel
7519,8192,Los+Angeles,Sr Data Scientist,DexYP,"Glendale, CA",,predictive_analytics python sales r_lang technology programming inventory_management sql research designing statistics agile analytics information_technology ideas software_development design nosql operations life_cycle machine machine_learning predictive tools java supervision matlab algorithm,,no category,,python r_lang sql statistics agile nosql machine_learning java matlab algorithm
7520,8193,Los+Angeles,Post-doctoral Fellow - (Data Scientist) Forman Lab | CAR T,City of Hope,"Duarte, CA 91010",,python r_lang data_integration communication_skills go computer_science research flow data_scientist clinical_data data statistics algorithms written_communication ideas machine machine_learning data_science data_analysis,,no category,,python r_lang communication_skills go statistics algorithms written_communication machine_learning
7521,8194,Los+Angeles,"Senior Machine Learning Scientist, Content Programming",Netflix,"Los Angeles, CA",,service big_data communication_skills programming computer_science research clustering data_scientist data statistics machine machine_learning data_science,,no category,,communication_skills statistics machine_learning
7522,8195,Los+Angeles,Sr. Data Scientist,"Neustar, Inc.","Los Angeles, CA",,data_mining python r marketing algorithm_development communication_skills technology documentation large sql clustering data_scientist fraud data statistics analytics algorithms open_source database distributed_computing spark statistical regression acquisition machine machine_learning data_science databases algorithm,,no category,,data_mining python marketing communication_skills sql statistics algorithms database spark machine_learning databases algorithm
7523,8196,Los+Angeles,Senior Data Scientist,Honey,"Los Angeles, CA",,python big_data technology programming sql data analytics database software_development spark statistical cloud_computing machine machine_learning data_science cloud,,no category,,python sql database spark machine_learning cloud
7524,8197,Los+Angeles,Senior Data Scientist,Dollar Shave Club,"Marina del Rey, CA 90292",,scala python machine_learning_algorithms dashboards programming computer_science large languages sql visualization data statistics mathematical software_engineering algorithms statistical_analysis testing data_processing design statistical operations mathematics machine machine_learning data_science predictive modeling java statistical_modeling data_analysis algorithm,,no category,,scala python sql visualization statistics algorithms mathematics machine_learning java algorithm
7525,8198,Los+Angeles,"Senior Data Analyst, Operations Analytics",The Black Tux,"Santa Monica, CA",,python service r_lang dashboards business_intelligence warehouse inventory_management sql visualization data_visualization data statistics tableau retail analytics utilization cleaning data_analyst operations life_cycle machine machine_learning analytical cloud hive data_analysis,,no category,,python r_lang sql visualization data_visualization statistics tableau machine_learning cloud hive
7526,8199,Los+Angeles,Data Analyst,Amazon.com,"Manhattan Beach, CA",,data_mining python business_analyst service segmentation r_lang big_data dashboards communication_skills technology finance business_intelligence documentation warehouse computer_science large sql validation data_scientist data statistics retail analytics unix etl design statistical verbal_communication data_analyst operations machine machine_learning access analytical predictive modeling tools analytical_techniques data_modeling,,no category,,data_mining python r_lang communication_skills sql statistics unix etl machine_learning
7527,8200,Los+Angeles,Senior Data Scientist,BCG Digital Ventures,"Manhattan Beach, CA",,scala python segmentation r_lang big_data programming computer_science languages sql visualization data statistics tableau analytics hadoop mapreduce artificial_intelligence ideas website deep_learning data_processing design spark google_analytics nlp mathematics machine machine_learning data_science cloud modeling java,,no category,,scala python r_lang sql visualization statistics tableau hadoop mapreduce artificial_intelligence deep_learning spark nlp mathematics machine_learning cloud java
7528,8201,Los+Angeles,Senior Data Scientist,Factual,"Los Angeles, CA 90067",,scala python communication_skills programming computer_science clustering data_scientist data statistics algorithms written_communication mapreduce data_processing design spark machine machine_learning data_science analytical java classification,,no category,,scala python communication_skills statistics algorithms written_communication mapreduce spark machine_learning java
7529,8202,Los+Angeles,Research Scientist,California Institute of Technology,"Pasadena, CA 91125",,prototype large research recruitment validation data advertising design tools simulation,,no category,,
7530,8203,Los+Angeles,Senior Data Scientist,FabFitFun,"Los Angeles, CA",,decision_trees data_mining python model_development segmentation machine_learning_algorithms marketing programming documentation sql data_scientist data svm statistics analytics algorithms random_forests ideas testing statistical regression cleaning machine machine_learning data_collection data_science pandas databases modeling arima statistical_modeling,,no category,,decision_trees data_mining python marketing sql statistics algorithms random_forests machine_learning pandas databases
7531,8204,Los+Angeles,Junior Research Analyst,Sinclair Broadcast Group,"Santa Monica, CA",,sales marketing programming writing_skills research data statistics excel consumer_behavior analytical ba,,no category,,marketing statistics excel
7532,8205,Los+Angeles,Statistician,Doctor Evidence,"Santa Monica, CA 90401",,r_lang communication_skills problem_solving technology programming large consulting software_design research visualization predictive_modeling healthcare data_visualization data designing statistics analytics health statistical_analysis human_resources sas design statistical regression modelling life_cycle mathematics business_development access analytical predictive modeling simulation statistical_modelling,,no category,,r_lang communication_skills visualization data_visualization statistics sas mathematics
7533,8206,Los+Angeles,"College Intern, Information Technology - Data Science",Beckman Coulter - Diagnostics,"Brea, CA",,data_mining python r_lang strategy communication_skills technology go computer_science spss sql research data statistics information_technology health testing sas excel design aws machine machine_learning data_science databases tools data_analysis,,no category,,data_mining python r_lang communication_skills go spss sql statistics sas excel aws machine_learning databases
7534,8207,Los+Angeles,"Lead Data Scientist (analytics, A.I., machine learning)",PatientPop,"Santa Monica, CA 90401",,python r_lang subject_matter_expert marketing computer_science automation sql visualization data statistics analytics tensorflow data_analyst mathematics machine machine_learning data_collection tools,,no category,,python r_lang marketing sql visualization statistics tensorflow mathematics machine_learning
7535,8208,Los+Angeles,Principal Consultant Data Sciences,OSSCube,"Los Angeles, CA",,data_mining python coding r_lang big_data financial_services programming large languages sql data statistics retail analytics hadoop algorithms c insurance health econometrics sas c design statistical machine machine_learning data_science analytical databases tools java analytical_techniques algorithm,,no category,,data_mining python r_lang sql statistics hadoop algorithms sas machine_learning databases java algorithm
7536,8209,Los+Angeles,Research Analyst,Didi Hirsch Mental Health Services,"Inglewood, CA",,evaluation dashboards large spss sql research visualization data_visualization data statistics tableau insurance database ms_office sas excel design data_management cleaning access data_collection quantitative_analysis databases tools,,no category,,spss sql visualization data_visualization statistics tableau database sas excel databases
7537,8210,Los+Angeles,Machine Learning Engineer,Oben,"Pasadena, CA",,unit_testing marketing computer_science c research healthcare data software_engineering algorithms cpp_lang signal_processing testing product_development javascript c natural_language_processing design statistical business_development machine machine_learning user_experience java supervision,,no category,,marketing algorithms cpp_lang javascript natural_language_processing machine_learning java
7538,8212,Los+Angeles,Statistician I,Public Health Institute,"Monrovia, CA 91016",,database_management communication_skills programming research data statistics written_communication insurance health statistical_analysis database monitoring design data_management statistical data_reporting supervision data_analysis,,no category,,communication_skills statistics written_communication database
7539,8213,Los+Angeles,Senior Data Research Analyst,Edmunds.com,"Santa Monica, CA",,technology postgresql large languages sql research data tableau excel data_analyst access analytical databases tools,,no category,,sql tableau excel databases
7540,8214,Los+Angeles,Market Research Analyst,NRG- A Stagwell Company,"Los Angeles, CA",,evaluation multivariate_analysis segmentation strategy communication_skills quantitative_research large research data statistics testing excel design market_research statistical ba data_analysis,,no category,,communication_skills statistics excel
7541,8215,Los+Angeles,Sr Data Engineer (Contract 3-6 Months),i.am+ Hollywood HQ,"Los Angeles, CA",,scala python service sales marketing technology computer_science data salesforce hadoop artificial_intelligence apache_spark apache spark aws operations user_experience databases java,,no category,,scala python marketing hadoop artificial_intelligence spark aws databases java
7542,8216,Los+Angeles,Principal Data Scientist,GoGuardian,"El Segundo, CA",,decision_trees predictive_analytics data_mining python r_lang communication_skills technology computer_science languages spss visualization clustering data_scientist predictive_modeling data statistics agile analytics algorithms amazon_web_services open_source statistical_analysis testing troubleshooting deep_learning econometrics sas statistical aws regression logistic_regression mathematics machine machine_learning data_collection data_science predictive presentation_skills modeling tools data_analysis,,no category,,decision_trees data_mining python r_lang communication_skills spss visualization statistics agile algorithms amazon_web_services deep_learning sas aws logistic_regression mathematics machine_learning
7543,8217,Los+Angeles,"Senior Associate, Data Scientist",KPMG,"Los Angeles, CA 90071",,scala data_mining python data_analytics risk_management service ruby r_lang scripting big_data marketing programming computer_science linux social_media consulting languages research information_retrieval clustering data_scientist data_structures operations_research data statistics tableau business_analytics mathematical analytics hadoop algorithms qlikview product_development econometrics sas natural_language_processing spark statistical cleaning operations mathematics machine machine_learning modeling tools java matlab classification supply_chain,,no category,,scala data_mining python ruby r_lang scripting marketing linux statistics tableau hadoop algorithms sas natural_language_processing spark mathematics machine_learning java matlab
7544,8218,Los+Angeles,"Senior Associate, Data Scientist/Statistics - Financial Services",KPMG,"Los Angeles, CA 90071",,data_mining data_analytics risk_management service scripting big_data marketing financial_services computer_science linux large consulting research information_retrieval visualization validation data_scientist data_structures data_visualization operations_research data pig statistics business_analytics mathematical analytics hadoop algorithms mapreduce statistical_analysis data_extraction product_development spark statistical regression operations mathematics machine machine_learning cloud modeling hive classification statistical_modeling,,no category,,data_mining scripting marketing linux visualization data_visualization pig statistics hadoop algorithms mapreduce spark mathematics machine_learning cloud hive
7545,8219,Los+Angeles,Part Time Data Science Instructor,General Assembly,"Santa Monica, CA",,python r_lang scripting technology large languages visualization data_visualization data statistics hadoop algorithms mapreduce ideas web_development design aws machine machine_learning data_science databases,,no category,,python r_lang scripting visualization data_visualization statistics hadoop algorithms mapreduce aws machine_learning databases
7546,8221,Los+Angeles,Motion Pictures Research Analyst,"EDO, Inc.","Culver City, CA",,data_analytics communication_skills large research data analytics testing excel market_research analytical ba,,no category,,communication_skills excel
7547,8222,Los+Angeles,Data Science Advisor - Energy Procurement,Southern California Edison,"Rosemead, CA",,data_mining data_analytics service r_lang advanced_analytics big_data communication_skills technology computer_science large consulting big_data_analytics sql visualization data_scientist data xml statistics agile analytics hadoop information_technology agile_development sas spark data_management statistical verbal_communication operations machine machine_learning access data_science analytical predictive modeling tools data_modeling project_management,,no category,,data_mining r_lang communication_skills sql visualization statistics agile hadoop sas spark machine_learning project_management
7548,8223,Los+Angeles,Data Science Advisor - Energy Procurement,Edison International,"Rosemead, CA",,data_mining data_analytics service r_lang advanced_analytics big_data communication_skills technology computer_science large consulting big_data_analytics sql visualization data_scientist data xml statistics agile analytics hadoop information_technology agile_development sas spark data_management statistical verbal_communication operations machine machine_learning access data_science analytical predictive modeling tools data_modeling project_management,,no category,,data_mining r_lang communication_skills sql visualization statistics agile hadoop sas spark machine_learning project_management
7549,8224,Los+Angeles,Senior Data Scientist,Spokeo,"Pasadena, CA",,predictive_analytics python data_analytics prototype r_lang strategy scripting marketing business_process quantitative_research languages sql research visualization validation data_scientist fraud data_visualization data statistics mathematical analytics database econometrics sas design statistical mathematics machine machine_learning analytical predictive cloud modeling tools,,no category,,python r_lang scripting marketing sql visualization data_visualization statistics database sas mathematics machine_learning cloud
7550,8225,Los+Angeles,Grants Research Analyst,eCivis,"Pasadena, CA 91103",,service communication_skills go grammar large writing_skills research,,no category,,communication_skills go
7551,8226,Los+Angeles,Student Research Collaboration,Google,"Los Angeles, CA",,data_mining python neural_networks technology programming computer_science large languages research data designing c computer_vision artificial_intelligence ideas deep_learning c design machine machine_learning data_science java matlab,,no category,,data_mining python neural_networks artificial_intelligence deep_learning machine_learning java matlab
7552,8227,Los+Angeles,"Manager, Machine Learning Modeler / Data Scientist",ZestFinance,"Los Angeles, CA",,python r_lang marketing technology programming large languages data_structures healthcare data designing algorithms mapreduce ideas business_analysis credit_risk design spark underwriting machine machine_learning data_science product_management analytical predictive modeling project_management,,no category,,python r_lang marketing algorithms mapreduce spark machine_learning project_management
7553,8228,Los+Angeles,"Associate, Equity Research Analyst",First Quadrant,"Pasadena, CA 91101",,time_series_analysis rest finance quantitative_research research equity_research data portfolio_management ideas sas statistical factor_analysis modeling matlab data_analysis time_series,,no category,,rest sas matlab
7554,8229,Los+Angeles,"Operations Engineer, Machine Learning",BlackLine,"Woodland Hills, CA",,python ruby scripting communication_skills networking technology documentation linux hdfs automation sql clustering agile health mapreduce spark aws sql_server verbal_communication change_management analytical bi redis asset_management tools mongodb microsoft_sql_server perl,,no category,,python ruby scripting communication_skills linux sql agile mapreduce spark aws perl
7555,8230,Los+Angeles,Data Scientist - Clinical Informatics,DANE Talent Connections,"San Gabriel Valley, CA",,decision_trees predictive_analytics sql_queries data_mining python data_analytics service r_lang scripting communication_skills postgresql risk_modeling computer_science large languages spss sql research visualization clustering data_scientist predictive_modeling healthcare data_visualization data statistics analytics health staffing statistical_analysis database mysql sas statistical mathematics machine machine_learning business_rules predictive databases modeling tools matlab classification statistical_modeling data_analysis perl,,no category,,decision_trees data_mining python r_lang scripting communication_skills spss sql visualization data_visualization statistics database sas mathematics machine_learning databases matlab perl
7556,8231,Los+Angeles,Data Analysts- Healthcare Fraud,Qlarant,"Cerritos, CA",,coding r_lang problem_solving programming computer_science large automation sql research healthcare fraud data statistics mathematical statistical_programming health ms_office sas design statistical data_analyst operations mathematics factor_analysis analytical databases correlation ba data_analysis,,no category,,r_lang sql statistics sas mathematics databases
7557,8232,Los+Angeles,Data Insights Senior Specialist- Application Insights,Deloitte,"Los Angeles, CA",,decision_trees evaluation sql_queries data_mining data_warehousing stored_procedures service html neural_networks segmentation advanced_analytics marketing communication_skills technology business_intelligence documentation computer_science consulting sql research visualization clustering json data_visualization data xml statistics tableau agile analytics written_communication information_technology cpp_lang uml ideas testing etl javascript human_resources agile_development c_lang excel design data_management statistical regression support_services text_mining operations ssis access data_collection data_science analytical bi predictive presentation_skills user_experience databases modeling tools java azure data_modeling classification statistical_modeling data_analysis,,no category,,decision_trees data_mining neural_networks marketing communication_skills sql visualization data_visualization statistics tableau agile written_communication cpp_lang etl javascript c_lang excel databases java
7558,8233,Los+Angeles,Summer 2018 Intern - Business Analyst,Chef'd,"El Segundo, CA 90245",,business_analyst business_reporting sales strategy marketing technology warehouse sql research data tableau retail analytics insurance ms_office design data_management operations business_development analytical bi supervision ba,,no category,,marketing sql tableau
7559,8234,Los+Angeles,Market Research Analyst 3,Oracle,"Santa Monica, CA",,sales marketing oracle research product_development advertising market_research operations,,no category,,marketing
7560,8235,Los+Angeles,New Development Research Analyst,Compass,"Los Angeles, CA 90035",,sales marketing finance research data health excel design analytical presentation_skills databases,,no category,,marketing excel databases
7561,8237,Los+Angeles,"Manager, Data Scientist",Twentieth Century Fox,"Los Angeles, CA",,decision_trees evaluation python machine_learning_algorithms big_data dashboards technology computer_science social_media large sql data_scientist data algorithms distributed_computing tensorflow design spark statistical regression cleaning machine machine_learning data_science cloud modeling tools,,no category,,decision_trees python sql algorithms tensorflow spark machine_learning cloud
7562,8238,Los+Angeles,Research Analyst-NWQ,NWQ Investment Management Company,"Los Angeles, CA 90067",,risk_management communication_skills finance research data mathematical analytics website excel verbal_communication fixed_income analytical databases tools,,no category,,communication_skills excel databases
7563,8239,Los+Angeles,Database Marketing Statistician,Viking Cruises,"Los Angeles, CA",,evaluation data_mining marketing communication_skills sql research data statistics analytics database sas design statistical regression database_marketing verbal_communication calculus statistical_software mathematics data_collection analytical presentation_skills modeling tools time_series,,no category,,data_mining marketing communication_skills sql statistics database sas mathematics
7564,8240,Los+Angeles,Big Data Engineer,AT&T,"El Segundo, CA 90245",,scala data_analytics r big_data communication_skills computer_science linux large visualization data pig analytics hadoop spring unix hbase performance_tuning design spark statistical nosql life_cycle tools java mongodb hive data_analysis,,no category,,scala communication_skills linux visualization pig hadoop unix hbase spark nosql java hive
7565,8241,Los+Angeles,Researcher,Riot Games,"Los Angeles, CA",,quantitative_research research data tableau testing excel design market_research user_experience,,no category,,tableau excel
7566,8242,Los+Angeles,Market Research Analyst,DJI,"Burbank, CA",,sales strategy marketing research portfolio_management crm statistics mathematical statistical_analysis strategic_planning design market_research statistical erp,,no category,,marketing statistics
7567,8243,Los+Angeles,"Lead Data Scientist, Machine Learning",CarLabs,"Calabasas, CA 91302",,python large research visualization data_visualization data rnns tensorflow natural_language_processing spark statistical nlp machine machine_learning data_science predictive modeling tools,,no category,,python visualization data_visualization rnns tensorflow natural_language_processing spark nlp machine_learning
7568,8244,Los+Angeles,Lead Data Scientist,PatientPop,"Santa Monica, CA 90401",,python r_lang subject_matter_expert marketing computer_science automation sql visualization data_scientist data statistics analytics tensorflow data_analyst mathematics machine machine_learning data_collection tools,,no category,,python r_lang marketing sql visualization statistics tensorflow mathematics machine_learning
7569,8245,Los+Angeles,Python Developer,Tribogenics,"Los Angeles, CA",,python rest hdfs data agile open_source tensorflow spark machine machine_learning api hive,,no category,,python rest agile tensorflow spark machine_learning api hive
7570,8246,Los+Angeles,Data Warehouse Engineer,Fair,"Santa Monica, CA",,python marketing warehouse sql research data tableau analytics etl monitoring design aws acquisition life_cycle bi modeling tools hive auditing data_modeling subject_matter_expertise,,no category,,python marketing sql tableau etl aws hive
7571,8247,Los+Angeles,Sr. Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",,forecasting data_mining python data_analytics prototype neural_networks r big_data opencv problem_solving programming computer_science large languages sql research visualization data_scientist predictive_modeling json data xml statistics analytics hadoop algorithms amazon_web_services cpp_lang random_forests ideas signal_processing ms_excel tensorflow c excel design spark statistical nosql regression logistic_regression mathematics machine machine_learning access data_science analytical predictive modeling api tools analytical_techniques matlab statistical_modeling,,no category,,data_mining python neural_networks sql visualization statistics hadoop algorithms amazon_web_services cpp_lang random_forests tensorflow excel spark nosql logistic_regression mathematics machine_learning api matlab
7572,8248,Los+Angeles,Signal Processing Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",,python communication_skills technology programming linux languages research data agile algorithms unix c ideas signal_processing tensorflow c design regression cleaning verbal_communication machine machine_learning access data_science matlab classification algorithm,,no category,,python communication_skills linux agile algorithms unix tensorflow machine_learning matlab algorithm
7573,8249,Los+Angeles,Data Leadership,Riot Games,"Los Angeles, CA",,predictive_analytics strategy warehouse computer_science data statistics analytics data_processing excel design machine machine_learning predictive tools,,no category,,statistics excel machine_learning
7574,8250,Los+Angeles,Data Engineer,BlackLine,"Woodland Hills, CA",,python data_warehousing machine_learning_algorithms big_data linux large sql data designing analytics hadoop algorithms unix open_source database etl git design aws sql_server operations machine machine_learning data_science tools supervision hive database_design,,no category,,python linux sql hadoop algorithms unix database etl git aws machine_learning hive
7575,8251,Los+Angeles,Data Scientist,Commercial Programming Systems,"Los Angeles, CA 90066",,data_mining python r_lang quantitative_research computer_science writing_skills sql research data_scientist data statistics agile excel statistical machine machine_learning data_science pandas factor_analysis tools matlab classification,,no category,,data_mining python r_lang sql statistics agile excel machine_learning pandas matlab
7576,8252,Los+Angeles,"Director, Data Science",ZestFinance,"Los Angeles, CA",,python r_lang strategy big_data algorithm_development technology computer_science large sql data_scientist data statistics hadoop algorithms statistical_analysis ideas monitoring spark statistical underwriting machine machine_learning data_science predictive modeling tools data_analysis algorithm,,no category,,python r_lang sql statistics hadoop algorithms spark machine_learning algorithm
7577,8253,Los+Angeles,Investment Research Analyst (Westwood),Dohmen Capital,"Los Angeles, CA",,marketing financial_services communication_skills problem_solving research equity_research retail ideas ms_office vba excel market_research macros,,no category,,marketing communication_skills excel
7578,8254,Los+Angeles,MS Expert Data Analytics Scientist - Business Intelligence,Allscripts,"Whittier, CA",,ms_sql_server sales big_data dashboards technology business_intelligence documentation warehouse computer_science large ms_sql automation sql healthcare data analytics information_technology insurance health database etl data_processing design sql_server modelling business_rules analytical bi data_modelling tools olap database_design data_analysis,,no category,,sql database etl
7579,8255,Los+Angeles,Clips Research Resident,BuzzFeed,"Los Angeles, CA 90036",,large research data tools,,no category,,
7580,8256,Los+Angeles,Market Research Analyst - Media & Entertainment,Penn Schoen Berland,"Los Angeles, CA",,r strategy spss research data c excel design market_research statistical cleaning operations statistical_software analytical presentation_skills tools,,no category,,spss excel
7581,8257,Los+Angeles,Spacecraft Data Analyst,The Aerospace Corporation,"El Segundo, CA 90245",,python communication_skills problem_solving programming languages research data unix ideas operations mathematics access data_collection analytical tools matlab,,no category,,python communication_skills unix mathematics matlab
7582,8258,Los+Angeles,Statistical Computing Consultant,UCLA,"Los Angeles, CA",,r_lang spss research visualization data_visualization data sas data_management statistical regression analytical analytical_techniques linear_regression data_analysis,,no category,,r_lang spss visualization data_visualization sas linear_regression
7583,8259,Los+Angeles,Business Analyst,ZestFinance,"Los Angeles, CA",,business_analyst communication_skills problem_solving technology large healthcare data analytics ideas product_development credit_risk design machine machine_learning data_science product_management analytical,,no category,,communication_skills machine_learning
7584,8260,Los+Angeles,Data Scientist - Research Informatics,City of Hope,"Irwindale, CA 91010",,decision_trees predictive_analytics sql_queries data_mining python data_analytics service r_lang scripting communication_skills postgresql go risk_modeling computer_science large languages spss sql research visualization clustering data_scientist predictive_modeling healthcare data_visualization data statistics analytics health statistical_analysis database mysql sas statistical mathematics machine machine_learning business_rules predictive databases modeling tools matlab classification statistical_modeling data_analysis perl,,no category,,decision_trees data_mining python r_lang scripting communication_skills go spss sql visualization data_visualization statistics database sas mathematics machine_learning databases matlab perl
7585,8261,Los+Angeles,Sr. Data Scientist,Southern California Edison,"Rosemead, CA",,forecasting predictive_analytics data_mining python teradata ms_sql_server “service model_development machine_learning_algorithms r_lang scripting data_integration algorithm_development oracle technology computer_science social_media large ms_sql couchdb sql visualization validation data_scientist predictive_modeling data_visualization data designing pig statistics business_analytics mathematical analytics hadoop algorithms information_technology statistical_analysis ideas testing hbase greenplum database mysql human_resources design spark statistical nosql cassandra cleaning cloud_computing sql_server acquisition life_cycle mathematics machine machine_learning data_collection data_science analytical predictive cloud modeling tools java mongodb hive data_modeling algorithm,,no category,,data_mining python r_lang scripting sql visualization data_visualization pig statistics hadoop algorithms hbase database spark nosql cassandra mathematics machine_learning cloud java hive algorithm
7586,8262,Los+Angeles,Lead Data Scientist,BCG Digital Ventures,"Manhattan Beach, CA",,scala python r_lang big_data technology programming computer_science languages sql visualization data_scientist data statistics tableau analytics hadoop mapreduce ideas website data_processing design spark google_analytics nlp mathematics machine machine_learning data_science cloud java,,no category,,scala python r_lang sql visualization statistics tableau hadoop mapreduce spark nlp mathematics machine_learning cloud java
7587,8263,Los+Angeles,Manager of Data Science & Analytics,Nordstrom,"Los Angeles, CA 90045",,forecasting segmentation strategy algorithm_development technology research visualization data_scientist data_visualization data tableau agile analytics statistical_analysis testing design statistical google_analytics data_analyst data_science product_management analytical tools classification algorithm,,no category,,visualization data_visualization tableau agile algorithm
7588,8264,Los+Angeles,"Research Analyst, Member Insights - Fabletics",TechStyle Fashion Group,"El Segundo, CA",,marketing communication_skills technology quantitative_research programming spss sql research data ms_office excel design market_research statistical analytical project_management data_analysis,,no category,,marketing communication_skills spss sql excel project_management
7589,8265,Los+Angeles,Head of Data Science,FabFitFun,"Los Angeles, CA",,data_mining python service r_lang strategy marketing dashboards technology finance sql db visualization validation data_scientist data_visualization data analytics algorithms health hbase database data_architecture etl utilization design cassandra operations machine access data_science quantitative_analysis user_experience databases,,no category,,data_mining python r_lang marketing sql visualization data_visualization algorithms hbase database etl cassandra databases
7590,8266,Los+Angeles,Research Analyst,Athgo International,"Sherman Oaks, CA",,marketing research data designing data_analysis,,no category,,marketing
7591,8268,Los+Angeles,"Director, Performance Analytics",Deutsch,"Los Angeles, CA",,forecasting python ms_sql_server sales r_lang strategy marketing problem_solving technology go roi ms_sql regression_analysis spss sql research predictive_modeling data crm tableau analytics statistical_analysis ideas testing sas advertising excel design market_research data_management statistical regression google_analytics sql_server logistic_regression access factor_analysis analytical predictive modeling tools,,no category,,python r_lang marketing go spss sql tableau sas excel logistic_regression
7592,8269,Los+Angeles,Engineering Leadership - Data Engineering,Riot Games,"Los Angeles, CA",,strategy big_data communication_skills networking computer_science large data designing agile data_architecture software_development machine machine_learning data_science,,no category,,communication_skills agile machine_learning
7593,8270,Los+Angeles,Data Scientist - Clinical Informatics,City of Hope,"Irwindale, CA 91010",,decision_trees predictive_analytics sql_queries data_mining python data_analytics service r_lang scripting communication_skills postgresql go risk_modeling computer_science large languages spss sql research visualization clustering data_scientist predictive_modeling healthcare data_visualization data statistics analytics health statistical_analysis database mysql sas statistical mathematics machine machine_learning business_rules predictive databases modeling tools matlab classification statistical_modeling data_analysis perl,,no category,,decision_trees data_mining python r_lang scripting communication_skills go spss sql visualization data_visualization statistics database sas mathematics machine_learning databases matlab perl
7594,8271,Los+Angeles,Sr Data Scientist (Cross-Domain Analysis),The Aerospace Corporation,"El Segundo, CA 90245",,forecasting predictive_analytics python data_analytics service time_series_analysis r_lang technology programming computer_science large research visualization clustering data_scientist data_visualization data statistics analytics health computer_vision ideas deep_learning sas natural_language_processing regression acquisition mathematics machine machine_learning access data_science pandas analytical predictive modeling analytical_techniques simulation matlab arima classification correlation data_analysis time_series,,no category,,python r_lang visualization data_visualization statistics deep_learning sas natural_language_processing mathematics machine_learning pandas matlab
7595,8272,Los+Angeles,Research Analyst,DENSO TEN AMERICA Limited,"Torrance, CA",,service marketing technology large research data mathematical market_research statistical data_analysis,,no category,,marketing
7596,8274,Los+Angeles,Market Research Analyst - Analyst Development Program,Ipsos North America,"Culver City, CA",,evaluation data_analytics service segmentation strategy marketing technology spss research visualization “data_scientist” data_visualization data statistics analytics health testing econometrics ms_office advertising excel design market_research data_analyst operations access analytical project_management macros,,no category,,marketing spss visualization data_visualization statistics excel project_management
7597,8275,Los+Angeles,Summer Intern – Research Analyst,Western Asset Management,"Pasadena, CA",,strategy financial_services communication_skills research written_communication excel market_research fixed_income presentation_skills advanced_excel,,no category,,communication_skills written_communication excel
7598,8276,Los+Angeles,Junior Market Research Analyst,Infocast Events,"Los Angeles, CA",,research written_communication design market_research databases,,no category,,written_communication databases
7599,8277,Los+Angeles,"Analyst, Issue Analytics",High Lantern Group,"Pasadena, CA 91103",,sql_queries python service machine_learning_algorithms r strategy communication_skills programming large consulting sql research visualization data analytics algorithms ideas natural_language_processing monitoring machine machine_learning tools business_strategy,,no category,,python communication_skills sql visualization algorithms natural_language_processing machine_learning
7600,8278,Los+Angeles,Logistics Data/Pub Special,BOEING,"Huntington Beach, CA 92647",,r technology data xml information_technology c,,no category,,
7601,8279,Los+Angeles,Deep Learning Scientist,Oben,"Pasadena, CA",,python segmentation unit_testing technology computer_science research data software_engineering algorithms cpp_lang artificial_intelligence testing deep_learning c design statistical machine machine_learning java supervision classification,,no category,,python algorithms cpp_lang artificial_intelligence deep_learning machine_learning java
7602,8280,Los+Angeles,Senior Market Research Analyst,Warner Bros. Entertainment Group,"Burbank, CA",,coding service marketing communication_skills technology finance computer_science writing_skills spss research data statistics analytics testing business_operations data_processing excel design market_research operations access databases advanced_excel macros,,no category,,marketing communication_skills spss statistics excel databases
7603,8281,Los+Angeles,"Lead Data Scientist, Marketing (Aftershock)",Twentieth Century Fox,"Playa Vista, CA",,predictive_analytics python’ segmentation r_lang strategy marketing dashboards business_intelligence programming data_scientist predictive_modeling data tableau analytics advertising design statistical acquisition machine machine_learning data_science predictive databases modeling tools statistical_modeling data_analysis,,no category,,r_lang marketing tableau machine_learning databases
7604,8282,Los+Angeles,Data Scientist - IMT,Azusa Pacific University,"Azusa, CA",,predictive_analytics data_mining database_management scripting big_data marketing dashboards communication_skills programming warehouse spss sql research recruitment predictive_modeling data xml statistics tableau analytics written_communication health database utilization statistical regression logistic_regression data_collection factor_analysis bi predictive modeling tools supervision data_modeling data_analysis,,no category,,data_mining scripting marketing communication_skills spss sql statistics tableau written_communication database logistic_regression
7605,8283,Los+Angeles,"Manager, Data Scientist",KPMG,"Los Angeles, CA 90071",,scala data_mining python data_analytics risk_management service ruby r_lang scripting big_data marketing programming computer_science linux social_media consulting languages research information_retrieval clustering data_scientist data_structures operations_research data statistics tableau business_analytics mathematical analytics hadoop algorithms qlikview product_development econometrics sas natural_language_processing spark statistical operations mathematics machine machine_learning tools java matlab classification supply_chain,,no category,,scala data_mining python ruby r_lang scripting marketing linux statistics tableau hadoop algorithms sas natural_language_processing spark mathematics machine_learning java matlab
