,Unnamed: 0,City,Job title,Company name,Location,Salary,tech skills,og_salary_period,salary_category,above_med_sal,technical skills
0,0,Toronto,Machine Learning Developer / Data Scientist,Rangle,"Toronto, ON",,python data machine design machine_learning access data_analysis nodejs artificial_intelligence tools classification consulting javascript data_processing agile testing data_scientist tensorflow algorithms,,no category,,python machine_learning artificial_intelligence javascript agile tensorflow algorithms
1,1,Toronto,Data Scientist - Customer Insights,TELUS Communications,"Toronto, ON",,modelling python data text_analytics machine design computer_science predictive analytics team_leading r_lang predictive_analytics marketing statistics big_data machine_learning presentation_skills data_analysis problem_solving unix modeling predictive_modeling hive analytical large change_management sql mathematics strategy data_mining databases advanced_analytics data_scientist spark sas,,no category,,python r_lang marketing statistics machine_learning unix hive sql mathematics data_mining databases spark sas
2,2,Toronto,"Research Scientist, Google Brain (Canada)",Google,"Toronto, ON",,python data machine cpp_lang research design computer_science designing machine_learning access artificial_intelligence ideas deep_learning large computer_vision c_lang data_mining programming algorithms,,no category,,python cpp_lang machine_learning artificial_intelligence deep_learning c_lang data_mining algorithms
3,3,Toronto,"Data Scientist, HS Classification",Amazon.com,"Toronto, ON",,data_analyst data business_analyst statistical_analysis dashboards design computer_science analytics statistics business_understanding excel data_modeling modeling statistical business_analysis analytical sql mathematics warehouse data_mining finance data_warehousing data_scientist etl,,no category,,statistics excel sql mathematics data_mining etl
4,4,Toronto,Data Scientist,Wysdom.AI,"Toronto, ON",,modelling python data machine research decision_trees logistic_regression software_development machine_learning regression svm deep_learning tools machine_learning_algorithms strategy natural_language_processing customer_care data_scientist algorithms,,no category,,python decision_trees logistic_regression machine_learning deep_learning natural_language_processing algorithms
5,5,Toronto,Data Scientist,Telus Digital,"Toronto, ON",,data languages statistical_modeling machine communication_skills operations technology research design computer_science designing service machine_learning visualization modeling regression statistical ideas deep_learning tools business_operations large classification mathematics natural_language_processing agile data_scientist data_science,,no category,,communication_skills machine_learning visualization deep_learning mathematics natural_language_processing agile
6,6,Toronto,Data Scientist,BlueDot,"Toronto, ON",,modelling python data languages text_analytics machine apache open_source technology design scala predictive analytics distributed_computing r_lang statistics big_data service machine_learning data_analysis modeling apache_spark statistical mathematical predictive_modeling tools large sql strategy health natural_language_processing predictive_modelling programming data_scientist data_science spark algorithms,,no category,,python scala r_lang statistics machine_learning sql natural_language_processing spark algorithms
7,7,Toronto,Business Intelligence Developer,McKinsey & Company,"Toronto, ON",,modelling data sql_server retail ms_sql_server unit_testing communication_skills technology design automation data_visualization computer_science analytics acquisitions sdlc service business_intelligence visualization documentation ideas bi tools financial_services verbal_communication ssis sql consulting wealth_management data_processing databases coding testing programming data_warehousing database ms_sql algorithms etl,,no category,,communication_skills data_visualization visualization sql databases database algorithms etl
8,8,Toronto,Data Scientist,The Nielsen Company - Engineering,"Markham, ON",,python data machine go technology research computer_science java r machine_learning data_analysis ideas large sql data_scientist database data_science tensorflow algorithms,,no category,,python go java machine_learning sql database tensorflow algorithms
9,9,Toronto,Data Scientist,Advantex Marketing International,"Markham, ON",,data languages machine statistical_analysis statistics machine_learning regression statistical data_collection sql nosql data_mining testing programming data_scientist data_science scripting,,no category,,statistics machine_learning sql nosql data_mining scripting
10,10,Toronto,Data Scientist,Maropost,"Toronto, ON",,data machine research product_management computer_science predictive analytics sales selection_process predictive_analytics marketing statistics machine_learning modeling product_development large data_mining data_scientist data_science algorithms,,no category,,marketing statistics machine_learning data_mining algorithms
11,11,Toronto,Data Mining Scientist,Huawei Canada,"Markham, ON",,data statistical_modeling machine research design clustering computer_science predictive analytics statistics big_data machine_learning modeling regression statistical tools classification data_mining agile” pattern_recognition,,no category,,statistics machine_learning data_mining
12,13,Toronto,Data Scientist,Operant AI,"Toronto, ON",,python data retail technology artificial_intelligence sql natural_language_processing data_scientist data_science tensorflow,,no category,,python artificial_intelligence sql natural_language_processing tensorflow
13,14,Toronto,Data Scientist / Engineer (Data Architecture),Swift Medical,"Toronto, ON",,python data healthcare languages machine operations technology research computer_science designing big_data machine_learning access hadoop deep_learning recruitment tools large computer_vision data_processing data_scientist data_science pig tensorflow cloud,,no category,,python machine_learning hadoop deep_learning pig tensorflow cloud
14,15,Toronto,Data Scientist,Thoughtwire,"Toronto, ON",,python data matlab healthcare machine statistical_analysis dashboards operations design automation scala predictive analytics java designing r selection_process statistics machine_learning statistical hadoop mapreduce hive tools large sql testing evaluation data_scientist data_science pig spark,,no category,,python matlab scala java statistics machine_learning hadoop mapreduce hive sql pig spark
15,16,Toronto,Data Scientist,Capital One,"Toronto, ON",,tableau python data languages statistical_modeling machine open_source technology aws scala predictive designing distributed_computing r_lang logistic_regression git service machine_learning api mysql data_analysis visualization modeling regression statistical ideas predictive_modeling tools website large relational_database sql databases programming data_scientist database validation tensorflow,,no category,,tableau python aws scala r_lang logistic_regression git machine_learning api visualization sql databases database tensorflow
16,17,Toronto,Data Scientist,Munich Re,"Toronto, ON",,python data underwriting machine communication_skills operations technology research design computer_science data_management predictive analytics r_lang statistics big_data service machine_learning actuarial modeling statistical insurance financial_services sql mathematics testing data_scientist reinsurance data_science,,no category,,python communication_skills r_lang statistics machine_learning sql mathematics
17,18,Toronto,Data Scientist- Big Data,Zenith System Solutions,"Toronto, ON",,python data machine apache design java r_lang statistics big_data machine_learning linux data_analysis apache_spark hadoop hive large sql mathematics nosql data_mining databases coding data_scientist data_science pig spark,,no category,,python java r_lang statistics machine_learning linux hadoop hive sql mathematics nosql data_mining databases pig spark
18,19,Toronto,Data Scientist,Finesse Technologies Inc.,"Toronto, ON",,modelling python data machine statistical_analysis operations research computer_science java r_lang statistics big_data machine_learning modeling statistical svm mathematical hadoop deep_learning mapreduce segmentation statistical_modelling analytical large classification relational_database data_collection sql mathematics nosql testing data_scientist text_mining database data_science spark sas algorithms,,no category,,python java r_lang statistics machine_learning hadoop deep_learning mapreduce sql mathematics nosql database spark sas algorithms
19,20,Toronto,Data Scientist (Toronto),Wish,"Toronto, ON",,data statistical_modeling machine technology research design computer_science analytics object_oriented_programming statistics machine_learning modeling statistical hadoop deep_learning mapreduce tools large computer_vision data_analytics data_processing coding programming data_scientist algorithm spark algorithms,,no category,,statistics machine_learning hadoop deep_learning mapreduce algorithm spark algorithms
20,21,Toronto,Data Scientist,407 ETR,"Woodbridge, ON",,python data machine communication_skills technology research design clustering computer_science data_management analytics r_lang selection_process marketing statistics machine_learning data_analysis problem_solving visualization modeling regression information_technology bi business_analysis tools classification mathematics data_analytics project_management data_scientist data_science sas strong_communication_skills,,no category,,python communication_skills r_lang marketing statistics machine_learning visualization mathematics project_management sas
21,22,Toronto,Level 2 Data Scientist,RBC,"Toronto, ON",,modelling python data text_analytics machine communication_skills apache design computer_science social_media analytics java r statistics big_data machine_learning access linux data_analysis problem_solving apache_spark statistical hadoop recruitment hive statistical_modelling tools insurance analytical financial_services shell_scripting large commercial_banking sql mathematics nosql natural_language_processing data_mining wealth_management databases advanced_analytics coding data_scientist data_science scripting pig spark,,no category,,python communication_skills java statistics machine_learning linux hadoop hive shell_scripting sql mathematics nosql natural_language_processing data_mining databases scripting pig spark
22,23,Toronto,"Data Scientist, Product Intelligence",CBC/Radio-Canada,"Toronto, ON",,data communication_skills open_source technology computer_science data_management marketing statistics presentation_skills pandas actuarial recruitment advertising” segmentation github website testing programming data_scientist,,no category,,communication_skills marketing statistics pandas
23,24,Toronto,Research Scientist,Rubikloud Technologies,"Toronto, ON",,modelling data retail prototype machine research automation” computer_science sales selection_process statistics machine_learning artificial_intelligence ideas data_collection mathematics health data_processing data_scientist database data_science cloud algorithms,,no category,,statistics machine_learning artificial_intelligence mathematics database cloud algorithms
24,25,Toronto,Data Scientist,FreshBooks,"Toronto, ON",,python data machine statistical_analysis communication_skills analytics designing r big_data git service machine_learning statistical_software data_analysis statistical ideas hadoop recruitment postgresql tools sql health advanced_analytics data_scientist scripting spark,,no category,,python communication_skills git machine_learning hadoop sql scripting spark
25,26,Toronto,"Research Scientist, Machine Learning and Cognitive Intelligence",EY,"Toronto, ON",,python data machine cpp_lang research design automation computer_science predictive designing machine_learning neural_networks artificial_intelligence statistical ideas deep_learning large computer_vision c_lang natural_language_processing data_mining programming validation,,no category,,python cpp_lang machine_learning neural_networks artificial_intelligence deep_learning c_lang natural_language_processing data_mining
26,27,Toronto,Data Scientist - Machine Learning,RBC,"Toronto, ON",,python data languages machine apache technology design clustering data_visualization computer_science analytics designing r_lang statistics big_data machine_learning data_analysis visualization apache_spark statistical hadoop deep_learning hive tools github insurance financial_services large commercial_banking sql mathematics natural_language_processing wealth_management data_processing agile testing programming data_scientist cloud spark networking,,no category,,python data_visualization r_lang statistics machine_learning visualization hadoop deep_learning hive sql mathematics natural_language_processing agile cloud spark
27,28,Toronto,Data Scientist,Star Media Group,"Toronto, ON",,python data text_analytics statistical_modeling cpp_lang research design scala computer_science predictive analytics java designing r predictive_analytics problem_solving modeling statistical hadoop recruitment mapreduce forecasting analytical large c_lang health data_processing agile testing programming sas algorithms data_structures etl,,no category,,python cpp_lang scala java hadoop mapreduce c_lang agile sas algorithms etl
28,29,Toronto,Data Scientist,President's Choice Financial,"Toronto, ON",,data machine statistical_analysis operations clustering hbase analytics sales big_data service machine_learning access excel problem_solving modeling regression statistical google_analytics hadoop mapreduce hive business_analysis insurance ms_office analytical financial_services sql strategy advanced_analytics acquisition data_scientist sas,,no category,,hbase machine_learning excel hadoop mapreduce hive sql sas
29,30,Toronto,Senior Data Scientist,Scotiabank,"Toronto, ON",,tableau python cleaning data sql_server json languages machine statistical_analysis software_engineering technology design hbase predictive analytics distributed_computing r_lang selection_process marketing statistics big_data machine_learning qlikview cassandra mysql unix visualization modeling statistical documentation ideas hadoop recruitment predictive_modeling hive tools xml shell_scripting large sql mathematics nosql natural_language_processing data_mining databases agile acquisition testing data_scientist algorithm data_science scripting digital_marketing pig spark algorithms,,no category,,tableau python hbase r_lang marketing statistics machine_learning cassandra unix visualization hadoop hive shell_scripting sql mathematics nosql natural_language_processing data_mining databases agile algorithm scripting pig spark algorithms
30,31,Toronto,Data Scientist,Logojoy,"Toronto, ON",,python data machine software_engineering technology research design computer_science machine_learning product_development large health javascript data_scientist database tensorflow algorithms,,no category,,python machine_learning javascript database tensorflow algorithms
31,33,Toronto,AVP Data Sciences - Enterprise Analytics,Aviva,"Markham, ON",,python data machine software_engineering technology model_development r_lang statistics statistical insurance large acquisition programming algorithm data_science algorithms,,no category,,python r_lang statistics algorithm algorithms
32,34,Toronto,"Senior Analyst, Analytics",Cancer Care Ontario,"Toronto, ON",,data healthcare operations research design data_extraction quality_assurance analytics statistics data_analysis problem_solving statistical tools analytical sql health databases testing sas,,no category,,statistics sql databases sas
33,35,Toronto,Data Scientist,Dealer-FX,"Markham, ON",,data user_experience machine dashboards design automation computer_science data_management predictive analytics machine_learning business_intelligence vba excel data_architecture data_modeling data_analysis problem_solving visualization modeling statistical ideas bi tools analytical large sql mathematics ms_excel data_analytics warehouse consulting data_processing agile testing data_scientist database database_design ms_sql sas data_structures etl,,no category,,machine_learning excel visualization sql mathematics agile database sas etl
34,36,Toronto,Data Steward I,TD Bank,"Toronto, ON",,data data_management designing data_analysis recruitment data_governance tools analytical fraud strategy testing data_scientist,,no category,,
35,37,Toronto,"Junior DevOps Administrator, Data Science",Ontario Institute for Cancer Research,"Toronto, ON",,data apache software_engineering technology research design automation analytics r_lang selection_process git access linux monitoring html unix documentation recruitment web_development website sql data_analytics ruby agile programming perl php database database_design data_science cloud,,no category,,r_lang git linux unix sql ruby agile perl php database cloud
36,38,Toronto,"Data Scientist, Senior",EY,"Toronto, ON",,tableau python data risk_management machine open_source model_development scala computer_science rest predictive analytics java r_lang econometrics statistics big_data git machine_learning utilization access stat monitoring visualization modeling subject_matter_expert hadoop deep_learning bi predictive_modeling segmentation data_governance tools azure sql cnn finance agile acquisition data_scientist text_mining database validation data_science tensorflow spark nlp rnn sas,,no category,,tableau python scala rest java r_lang statistics git machine_learning visualization hadoop deep_learning sql agile database tensorflow spark nlp sas
37,39,Toronto,Data Scientist,BBM,"Mississauga, ON",,python data statistical_modeling machine communication_skills cpp_lang research scala computer_science predictive information_retrieval java logistic_regression statistics machine_learning svms modeling regression statistical ideas random_forests hadoop advertising hive tools large c_lang classification coding perl pig cloud spark nlp,,no category,,python communication_skills cpp_lang scala java logistic_regression statistics machine_learning random_forests hadoop hive c_lang perl pig cloud spark nlp
38,40,Toronto,Data Engineer,StackAdapt,"Toronto, ON",,python data user_experience machine apache technology aws scala hbase machine_learning access advertising nosql warehouse databases acquisition programming etl,,no category,,python aws scala hbase machine_learning nosql databases etl
39,41,Toronto,Data Scientist,Benelux Tek,"Mississauga, ON",,python data languages communication_skills technology research design data_visualization computer_science predictive data_research statistics access visualization modeling statistical information_technology predictive_modeling sql written_communication natural_language_processing data_mining coding testing programming data_scientist database data_science cloud,,no category,,python communication_skills data_visualization statistics visualization sql written_communication natural_language_processing data_mining database cloud
40,42,Toronto,Data Scientist,BBM Canada,"Mississauga, ON",,python data statistical_modeling machine cpp_lang technology research design scala computer_science predictive information_retrieval java logistic_regression machine_learning svms modeling regression statistical ideas random_forests hadoop advertising hive tools large c_lang classification strategy health finance coding data_scientist pig cloud spark nlp algorithms,,no category,,python cpp_lang scala java logistic_regression machine_learning random_forests hadoop hive c_lang pig cloud spark nlp algorithms
41,43,Toronto,Research Intern,BEworks,"Toronto, ON",,data risk_management go research design analytics marketing statistics presentation_skills data_analysis statistical recruitment product_development large acquisition consumer_behaviour,,no category,,go marketing statistics
42,44,Toronto,DATA SCIENTIST (DIGITAL & DATA SCIENCE),The Globe and Mail,"Toronto, ON",,python data machine communication_skills technology research scala computer_science java statistics machine_learning artificial_intelligence modeling statistical mathematical deep_learning recruitment classification programming data_scientist nlp rnn,,no category,,python communication_skills scala java statistics machine_learning artificial_intelligence deep_learning nlp
43,45,Toronto,Customer Facing Data Scientist (Toronto),DataRobot,"Toronto, ON",,python data machine predictive sales r customer_interaction big_data machine_learning hadoop tools data_science scripting,,no category,,python machine_learning hadoop scripting
44,47,Toronto,"Data Scientist, AML",BMO Financial Group,"Toronto, ON",,data risk_management statistical_analysis operations technology model_development design selection_process statistics big_data access monitoring problem_solving modeling statistical documentation data_governance tools mathematics data_mining finance testing project_management evaluation data_scientist validation sas,,no category,,statistics mathematics data_mining project_management sas
45,48,Toronto,Data Scientist,LoyaltyOne,"Toronto, ON",,tableau python data retail machine open_source technology aws design scala computer_science analytics java designing marketing statistics angularjs big_data machine_learning consumer_behavior data_modeling visualization modeling statistical subject_matter_expert tools analytical shell_scripting large customer_analytics sql mathematics strategy business_analytics data_analytics consulting evaluation data_scientist data_science scripting cloud spark algorithms data_structures,,no category,,tableau python aws scala java marketing statistics machine_learning visualization shell_scripting sql mathematics scripting cloud spark algorithms
46,49,Toronto,Data Scientist - Fraud Detection & Cyber Security,RBC,"Toronto, ON",,python data languages machine technology design scala computer_science r_lang big_data machine_learning access statistical hadoop recruitment insurance financial_services fraud machine_learning_algorithms commercial_banking mathematics wealth_management data_processing testing programming spark algorithms,,no category,,python scala r_lang machine_learning hadoop mathematics spark algorithms
47,50,Toronto,"Data Scientist specializing in text analytics located in Toronto, Canada.",Abacus Data Systems,"Toronto, ON",,data text_analytics prototype machine software_engineering technology research design clustering computer_science analytics statistics service machine_learning cloud_computing artificial_intelligence statistical large classification mathematics health natural_language_processing agile testing data_scientist text_mining cloud nlp algorithms,,no category,,statistics machine_learning artificial_intelligence mathematics natural_language_processing agile cloud nlp algorithms
48,51,Toronto,Data Scientist,Rogers Communications,"Brampton, ON",,modelling tableau python data machine statistical_analysis communication_skills technology aws supply_chain computer_science predictive analytics designing statistics big_data service machine_learning cloud_computing api access monitoring data_analysis problem_solving statistical information_technology hdfs ideas hadoop recruitment mapreduce hive tools analytical sql mathematics strategy nosql data_analytics javascript databases predictive_modelling agile customer_care acquisition olap data_scientist scripting analytical_techniques cloud spark algorithms strong_communication_skills,,no category,,tableau python communication_skills aws statistics machine_learning api hadoop mapreduce hive sql mathematics nosql javascript databases agile scripting cloud spark algorithms
49,52,Toronto,Big Data Engineer,4FMV Inc.,"Toronto, ON",,tableau python data languages statistical_modeling communication_skills design scala analytics java r software_development big_data access monitoring visualization modeling statistical hadoop mapreduce hive tools sql strategy data_analytics spark,,no category,,tableau python communication_skills scala java visualization hadoop mapreduce hive sql spark
50,53,Toronto,Data Science Training - Lecturer,TranQuant Inc.,"Toronto, ON",,data machine design designing big_data machine_learning consulting data_science,,no category,,machine_learning
51,54,Toronto,Data Scientist,Sun Life Financial,"Toronto, ON",,python data languages machine design computer_science predictive analytics machine_learning statistical_programming statistical mathematical deep_learning tools insurance sql health advanced_analytics testing programming data_scientist database sql_queries data_science sas,,no category,,python machine_learning deep_learning sql database sas
52,55,Toronto,Data Scientist,Decision Resources Group,"Toronto, ON",,data” healthcare machine open_source technology computer_science analytics distributed_computing selection_process statistics machine_learning statistical hadoop recruitment tools insurance financial_services website large data_analytics databases agile coding data_scientist algorithm agile_development spark,,no category,,statistics machine_learning hadoop databases agile algorithm spark
53,56,Toronto,Data Scientist,Unata Inc.,"Toronto, ON",,python data retail machine software_engineering design product_management scala computer_science predictive analytics software_development machine_learning pandas unix hadoop mathematics testing programming algorithm data_science spark algorithms data_structures,,no category,,python scala machine_learning pandas unix hadoop mathematics algorithm spark algorithms
54,57,Toronto,Scientist I/II Translational Immunology (Toronto),BlueRock Therapeutics,"Toronto, ON",,data operations research design data_collection flow,,no category,,
55,58,Toronto,"Data Scientist, Financial Services",SAS Institute,"Toronto, ON",,python data risk_management open_source technology analytics sales r_lang marketing access presales hadoop analytical financial_services fraud consulting data_scientist data_science sas,,no category,,python r_lang marketing hadoop sas
56,59,Toronto,People Data Scientist,Capital One,"Toronto, ON",,tableau python data languages statistical_modeling prototype… machine dashboards open_source technology aws research design data_visualization scala data_management predictive designing r_lang logistic_regression git service machine_learning api business_intelligence mysql data_analysis visualization modeling regression statistical ideas predictive_modeling tools website large relational_database sql databases programming data_scientist database validation tensorflow,,no category,,tableau python aws data_visualization scala r_lang logistic_regression git machine_learning api visualization sql databases database tensorflow
57,60,Toronto,Data Analyst - Marketing,Format,"Toronto, ON",,data_analyst python data business_analyst data_visualization analytics marketing pandas data_analysis visualization statistical google_analytics ideas web_development tools analytical sql strategy health ruby javascript acquisition digital_marketing analytical_techniques,,no category,,python data_visualization marketing pandas visualization sql ruby javascript
58,62,Toronto,Data Scientist,Investment Industry Regulatory Organization of Can...,"Toronto, ON",,python data languages machine statistical_analysis communication_skills research design hbase computer_science analytics java statistics big_data machine_learning simulation data_analysis visualization statistical hdfs hadoop hive large sql written_communication data_mining databases programming data_scientist spark algorithms,,no category,,python communication_skills hbase java statistics machine_learning visualization hadoop hive sql written_communication data_mining databases spark algorithms
59,63,Toronto,"Manager, Data Science",Deloitte,"Toronto, ON",,modelling data healthcare languages communication_skills computer_science social_media predictive analytics r_lang selection_process statistics service ba data_analysis statistical hadoop recruitment statistical_modelling tools insurance analytical financial_services large data_manipulation data_collection spss sql mathematics written_communication data_mining consulting programming project_management text_mining database analytical_techniques oracle sas etl,,no category,,communication_skills r_lang statistics hadoop spss sql mathematics written_communication data_mining project_management database sas etl
60,64,Toronto,"Client Analyst - PriceMetrix, New Ventures",McKinsey & Company,"Toronto, ON",,data retail research design computer_science db analytics acquisitions service access excel ideas financial_services large client_communication sql consulting wealth_management databases programming project_management,,no category,,excel sql databases project_management
61,65,Toronto,Student Research Collaboration,Google,"Toronto, ON",,python data matlab languages machine c technology research design computer_science java designing machine_learning neural_networks artificial_intelligence ideas deep_learning large computer_vision c natural_language_processing data_mining programming data_science,,no category,,python matlab java machine_learning neural_networks artificial_intelligence deep_learning natural_language_processing data_mining
62,66,Toronto,Data Analyst / Scientist (R Language),Solutia SDO,"Toronto, ON",,data_analyst data r big_data data_analysis data_science etl,,no category,,etl
63,67,Toronto,Director of Artificial Intelligence and Machine Learning - Toronto Canada,LG Electronics,"Toronto, ON",,python data matlab machine c open_source research design scala computer_science java machine_learning robotics data_analysis artificial_intelligence problem_solving hadoop deep_learning large computer_vision c application_development natural_language_processing data_mining coding project_management pattern_recognition validation tensorflow spark nlp algorithms,,no category,,python matlab scala java machine_learning artificial_intelligence hadoop deep_learning natural_language_processing data_mining project_management tensorflow spark nlp algorithms
64,68,Toronto,Machine Learning Researcher,RBC,"Toronto, ON",,python data statistical_modeling machine research computer_science analytics distributed_computing statistics machine_learning access artificial_intelligence unix visualization modeling statistical hadoop deep_learning recruitment tools github insurance financial_services computer_vision machine_learning_algorithms commercial_banking sql nosql data_analytics natural_language_processing wealth_management databases testing data_science scripting tensorflow spark algorithms,,no category,,python statistics machine_learning artificial_intelligence unix visualization hadoop deep_learning sql nosql natural_language_processing databases scripting tensorflow spark algorithms
65,69,Toronto,"Manager, Data Scientist, Data Analytics",BMO Financial Group,"Toronto, ON",,modelling tableau python data machine communication_skills open_source technology research design clustering predictive analytics r_lang selection_process statistics big_data machine_learning business_intelligence big_data_analytics statistical information_technology ideas data_governance tools analytical large time_series mathematics strategy data_analytics time_series_analysis natural_language_processing consulting finance predictive_modelling agile advanced_analytics testing data_scientist data_cleansing analytical_techniques nlp,,no category,,tableau python communication_skills r_lang statistics machine_learning mathematics natural_language_processing agile nlp
66,70,Toronto,Data Engineer,Knowtions,"Toronto, ON",,python cleaning data subject_matter_expertise healthcare machine c technology aws design data_extraction scala computer_science java designing distributed_computing big_data service machine_learning api clinical_data cassandra nodejs modeling hadoop deep_learning hive large c health rabbitmq data_processing testing data_science tensorflow spark,,no category,,python aws scala java machine_learning api cassandra hadoop deep_learning hive tensorflow spark
67,72,Toronto,Data Scientist,AbCelex Technologies Inc.,"Mississauga, ON",,modelling python cleaning data machine c research design computer_science java designing r_lang big_data machine_learning cloud_computing linux neural_networks data_analysis unix visualization statistical data_integration statistical_modelling tools large c sql mathematics health databases acquisition programming perl data_scientist algorithm database scripting cloud algorithms,,no category,,python java r_lang machine_learning linux neural_networks unix visualization sql mathematics databases perl algorithm database scripting cloud algorithms
68,73,Toronto,Associate,BEworks,"Toronto, ON",,python data risk_management healthcare go research design r_lang marketing service presentation_skills consumer_behavior management_consulting statistical recruitment auditing analytical product_development large spss consulting acquisition project_management database,,no category,,python go r_lang marketing spss project_management database
69,75,Toronto,Data Developer,Ruby,"Toronto, ON",,python data machine dashboards apache qa technology research design data_visualization computer_science analytics designing software_development marketing statistics big_data machine_learning business_intelligence cassandra linux mysql visualization statistical hdfs bi tools analytical relational_database cnn data_mining ruby data_scientist php database spark,,no category,,python data_visualization marketing statistics machine_learning cassandra linux visualization data_mining ruby php database spark
70,76,Toronto,Data Scientist/Bio Informatics Specialist,SCIEX,"Concord, ON",,data prototype machine technology research life_sciences machine_learning problem_solving modeling mathematical analytical strategy data_processing testing data_scientist,,no category,,machine_learning
71,77,Toronto,Data Scientist/Bio Informatics Specialist,AB Sciex Pte,"Concord, ON",,data prototype machine technology research life_sciences machine_learning presentation_skills problem_solving modeling mathematical analytical strategy data_processing testing data_scientist,,no category,,machine_learning
72,78,Toronto,Data Architect,KPMG LLP,"Toronto, ON",,tableau python data sql_server ms_sql_server languages machine qa design automation analytics designing marketing machine_learning business_intelligence access monitoring mysql bi data_governance d3js sql nosql data_analytics warehouse consulting ruby finance database database_design scripting ms_sql oracle etl,,no category,,tableau python marketing machine_learning sql nosql ruby database scripting etl
73,79,Toronto,Marketing Data Analyst / SQL Analyst,TripElephant,"Toronto, ON",,tableau data_analyst python data machine research stored_procedures data_visualization marketing statistics git machine_learning presentation_skills business_intelligence data_analysis visualization statistical postgresql advertising tools analytical large sql databases data_scientist algorithms data_structures,,no category,,tableau python data_visualization marketing statistics git machine_learning visualization sql databases algorithms
74,80,Toronto,Senior Data Scientist,RBC,"Toronto, ON",,python data machine apache design computer_science analytics java r statistics big_data machine_learning linux data_analysis apache_spark statistical ideas hadoop recruitment hive insurance financial_services shell_scripting large commercial_banking sql mathematics nosql data_analytics data_mining wealth_management databases agile coding data_scientist data_science scripting pig spark,,no category,,python java statistics machine_learning linux hadoop hive shell_scripting sql mathematics nosql data_mining databases agile scripting pig spark
75,81,Toronto,Senior Data Scientist,Canadian Tire Corporation,"Toronto, ON",,python data retail machine communication_skills c scala hbase computer_science rest predictive analytics java r_lang selection_process predictive_analytics marketing statistics big_data machine_learning access big_data_analytics hadoop recruitment mapreduce hive analytical c c machine_learning_algorithms data_manipulation sql mathematics strategy data_analytics advanced_analytics programming data_scientist data_science pig analytical_techniques spark algorithms etl,,no category,,python communication_skills scala hbase rest java r_lang marketing statistics machine_learning hadoop mapreduce hive sql mathematics pig spark algorithms etl
76,82,Toronto,Senior Data Scientist,Loblaw Digital,"Toronto, ON",,python data machine communication_skills research supply_chain hbase predictive analytics java designing distributed_computing predictive_analytics marketing statistics big_data service machine_learning pharmacy hdfs ideas hadoop recruitment mapreduce hive segmentation tools forecasting large data_mining programming data_scientist scripting algorithms,,no category,,python communication_skills hbase java marketing statistics machine_learning hadoop mapreduce hive data_mining scripting algorithms
77,83,Toronto,Senior Data Scientist,CIBC,"Toronto, ON",,modelling python data languages statistical_modeling machine operations go technology research computer_science data_modelling predictive analytics r statistics big_data machine_learning pandas modeling statistical ideas mapreduce predictive_modeling hive tools analytical large sql mathematics health advanced_analytics coding programming data_scientist data_science analytical_techniques,,no category,,python go statistics machine_learning pandas mapreduce hive sql mathematics
78,84,Toronto,Software Developer Intern,BrainVision Market Analytics Inc.,"Markham, ON",,data prototype dashboards technology scala mobile_technology angularjs big_data monitoring data_analysis web_development tools large database_management sql javascript data_processing databases database,,no category,,scala sql javascript databases database
79,85,Toronto,Data Scientist,Rubikloud Technologies,"Toronto, ON",,python data retail languages machine automation” computer_science designing sales selection_process software_development big_data machine_learning artificial_intelligence regression statistical hadoop data_manipulation sql mathematics health coding algorithm database sql_queries data_science linear_regression cloud spark,,no category,,python machine_learning artificial_intelligence hadoop sql mathematics algorithm database linear_regression cloud spark
80,86,Toronto,Senior Manager -Data Science,KPMG Services Limited,"Toronto, ON",,tableau python data user_experience matlab languages prototype machine data_architectures research automation data_visualization computer_science analytics distributed_computing r_lang selection_process statistics big_data service machine_learning access data_architecture power_bi statistical_software data_analysis artificial_intelligence visualization statistical hadoop recruitment bi tools forecasting analytical large sql mathematics strategy consulting advanced_analytics programming data_warehousing data_scientist database data_science tensorflow spark,,no category,,tableau python matlab data_visualization r_lang statistics machine_learning artificial_intelligence visualization hadoop sql mathematics database tensorflow spark
81,87,Toronto,BI QA Developer - PriceMetrix,McKinsey & Company,"Toronto, ON",,data_analyst data sql_server languages qa design computer_science analytics java acquisitions business_rules service test_cases statistical bi tools financial_services chash_lang software_programming chash_lang ssis sql ssas consulting data_processing databases agile testing programming evaluation database microsoft_sql_server etl,,no category,,java chash_lang chash_lang sql databases agile database etl
82,88,Toronto,Senior Data Scientist,407 ETR,"Woodbridge, ON",,python data machine communication_skills technology research design clustering computer_science data_management analytics r_lang selection_process marketing statistics machine_learning data_analysis problem_solving visualization modeling regression statistical information_technology bi business_analysis tools classification mathematics data_analytics project_management data_scientist data_science sas strong_communication_skills,,no category,,python communication_skills r_lang marketing statistics machine_learning visualization mathematics project_management sas
83,89,Toronto,"Senior Data Scientist, Customer Analytics",Canadian Tire Corporation,"Toronto, ON",,python cleaning data retail apache operations research design operations_research data_management analytics java designing sales selection_process marketing statistics big_data access master_data modeling apache_spark hadoop recruitment segmentation tools analytical large teradata customer_analytics sql warehouse finance programming project_management data_science oracle consumer_behaviour spark sas,,no category,,python java marketing statistics hadoop sql project_management spark sas
