Job_Name	Skillset	Location	Organization
Sr Manager Business	Business Manager, Relationship, Senior Design Engineer, Digital marketing...	mahesh	Dream Tekis Software Pvt. Ltd.
Sr product Manager	sql, mba, product management, data mining, web analytics, analytical...	Bengaluru	Assure Consulting Services Private Limited
Business Manager	financial services, analytics, investment management, quantitative...	Bengaluru	Intersoft
Business Manager- Expence Management	Wealth management, Financial services, Claims, Analytics...	Bengaluru	Intersoft
Senior Marketing Manager	Digital marketing, Analytics, consumer marketing, Automation, Analytical...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Manager ,  Deals Execution	Product management, Social media, Analytics, Business intelligence...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Analytics Lead	analytics, sas, assets, development, kpo, maths, analytical, chaid...	Mumbai	Equifax Credit Information Services Private Limited
Principal Scientist / Senior Manager - Data Science Labs (Data Science	SAS, Analytics, Captive, data science, Financial services...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Data Scientist: Cognitive Computing	Service, Healthcare, Financial services, Consulting, Automotive...	MULTIPLE CITIES	IBM India Pvt. Limited
Product Manager	Web analytics, Tools, Ideas, Usage, Project management, Conceptualization...	Gurgaon	ConversionX
Associate Manager CDM	Channel Development Manager, Associate, IMS, Analytics...	Bengaluru	IQVIA
Manager - MIS Analytic in a leading financial MNC	Finance, MIS, Reporting, MS Offce, Word, Excel, VBA, V - Look Up...	Delhi	Fortune Human Capital (P) Ltd
Business Manager - Healthcare Technology Analytics Company	Business Development, Sales, Prospecting, Lead Generation, Presales, Market...	Ahmedabad, Hyderabad, Kochi, Mumbai, Lucknow	HyrEzy Talent Solutions
Sales Manager - Analytics Training	Sales Management, Sales Manager	Hyderabad(Punjagutta)	IProcess Business Solutions Pvt Ltd
Social Media Marketing Manager	Tools, Monitoring, Social media marketing, Content management, Ideas...	Thane	WisdmLabs
Business Development Manager - Retail	Service, Account management, Consulting, Stores, Customer support...	Delhi	Mail Onlie
Senior Manager - Digital Marketing (Paid)	Senior, Online marketing, Digital marketing, Social media, SEM...	Delhi	Vahdam Teas
GALE Partners - Jobs: Data Scientist - Apply online	Automotive, Analytics, SAS, YARN, Linux, Unix, MySQL, Machine learning...	Bengaluru	Gale Creative Agency Pvt. Ltd
Manager - Digital Marketing	SEO, Digital marketing, Social media, SEM, Email marketing...	Bengaluru	GiveIndia Foundation
Manager, Fleet Acquisition, Management	Organization skills, SQL, Operations, Project management, HTML, Analytics...	Gurgaon	uber
Senior Product Manager - AdTech	Analytics, Data processing, Stores, Computer science, Product management...	Bengaluru	uber
Associate Consultant Analytics	C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...	Bengaluru	Wipro Limited
Associate Consultant Analytics	C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...	Bengaluru	Wipro Limited
Senior Manager - Human Resources, Talent Acquisition - COE	Talent acquisition, Project management, Relationship management, Analytics,...	Pune	Bajaj Finserv Lending Ltd
Project Manager	Engineering Design, Aerospace, Mining, Semiconductor, Monitoring, Analytics...	Hyderabad	Cyient Limited
Project Manager - Tagging & Insights	Online marketing, Pharma, Digital marketing, Project management...	Hyderabad	Novartis Healthcare Pvt. Ltd.
Care Program Manager (CaPM)	CAPM, Presales, Service, Project management, System integration...	Mumbai	Nokia Solutions and Networks India (P)Ltd.
Lead Research Analyst - Banking/fmcg/metals & Mining/cement/auto & Aut	Auto Ancillary, Research Analysis, Analytics Manager, Lead Research Analyst...	Mumbai	Premium
Looking for Analytics Professional with Banking and Financial Service	predictive modeling, statistical modeling, logistic regression, bfsi...	Mumbai	Signature Staff Private Limited
Business Development Manager	CRM, Digital marketing, Business intelligence, Analytics...	Bengaluru	webengage
Enterprise Sales Manager	Telecom, CRM, Customer care, Tools, Business intelligence, Prospecting...	Mumbai	webengage
Manager - Biddable Media	Group Head, Tools, PPC, Digital media, Campaign management, Google AdWords,...	Mumbai	GroupM Media India Private Ltd.
Media Manager	Internship, digital content, Social media analytics, MIN, blogs, Writing...	Pune	SBT Research Pvt Ltd
Senior Manager	Auditing, Internal control, Analytics, Operational risk...	Bengaluru	Yes Bank Ltd
Associate Consultant FRC Analytics	Technical product configuration, design, integration PHP, MySQL, HTML, C...	Bengaluru	Wipro Limited
Executive / Manager: Search Engine Marketing	Consulting, Laptop, SEO, Tools, Customer acquisition, SEM, Analytics, PPC...	Hyderabad	Religiate
Program Manager	Project management, MS Office, Business operations, SQL, Tools...	Chennai	Adecco India Ltd
Asst. Manager SEM	PPC, Tracking, Digital media, SEM, Email, Google Analytics...	Gurgaon	PK Online Ventures Pvt Ltd.
Operations Manager Finance	Financial reporting, Financial services, Financial statements, Analytics...	Pune	BNY Mellon International Operations (India)
Manager - Business Transformation Projects - JB3778009 | Mumbai, India	Business transformation, Business Manager, SAP, Project management, ERP...	Mumbai	KEF Holdings
India - People (HR) Operations Manager	Analytics, Payroll, Financial services, Loans, HRIS, Onboarding...	Bengaluru	Tala
Data Scientist/Insight Engineer	Linux, Python, Analytics, Cloud computing, Computer science...	Pune	Idea Device Technology
Client Analytics Consultant	Financial services, Account management, Tools, Analytics, Account planning,...	Pune	BNY Mellon International Operations (India)
AVP/ Manager - Sales	CRM, Digital marketing, Customer acquisition, Analytics...	Delhi	Sokrati
Account Manager- Inside and Outside sales	Service, Machinery, Product management, Quotation, Aerospace, Sales process...	Salem	GKN Driveline
Associate Consultant Analytics	C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...	Chennai	Wipro Limited
Associate Consultant Analytics	C, Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...	Bengaluru	Wipro Limited
Bigdata PM for Chennai	hive, hadoop, oozie, hdfs, spark, java, pig, hbase, cassandra, r, kafka...	Chennai	iSearch Consulting Services Pvt Ltd
Analyst/Sr Analyst/Associate Manager/Manager	SQL, Data Quality, Tableau, Business Analysis, Analytics, Data Analysis...	Bengaluru	Recruise India Consulting Pvt. Ltd.
Analytics Lead	Analytics Lead	Bengaluru	central enterprise naukri sales
Online Marketing Manager:	SEO, Analytics, Online marketing, Manager Quality Assurance, Tracking, PPC,...	Mumbai	GoOutsource
EITC-JOB- Training Manager (Lead Generation/Placement Development)	Development Manager, Training, Lead generation, Recruitment, Analytics...	Pune	Empirical Infotech
Senior Manager, Machine Learning Big Data	Senior, Analytics, Machine learning, Email, Business transformation...	Pune	WOLTERS KLUWER (INDIA) PRIV LIMITED
Product Manager	Market research, Product management, Tools, Google Analytics...	Gurgaon, haryana	HinKhoj InfoLabs LLP
Product Manager I - Chronus	Product management, Email, Computer science, Google Analytics, Copyright...	Chennai	Chronus Software India Pvt Ltd,
Business Development Manager/ Manager Sales Browntape	Business Development Manager, Online sales, ERP, Outsourcing, English...	Mumbai, Delhi	BROWNTAPE TECHNOLOGIES PVT LTD
Product Manager	Healthcare, Consulting, Product management, Managed services, Outsourcing...	Bengaluru	IBM India Pvt. Limited
Sales Operations Manager	Pharma, Recruitment, Sales operations, Procurement, Forecasting...	Mumbai	Zycus Infotech Pvt Ltd
Product Manager/Strategy 4-ProdDev	Oracle, Cloud, Technical, Javascript, Python, Agile, Coding, Analytics...	Bengaluru	Oracle India Pvt. Ltd.
Manager - Software Engineering - Devops / Infra engineer	Financial services, Automation, Product management, Tools, Analytics...	Bengaluru	Fidelity Investments
Senior Manager - Marketing, Marketing Technology	CMS, Salesforce, Enterprise applications, Analytics, Team management, UX...	Pune	Bajaj Finserv Lending Ltd
Senior Manager - Consumer Insights	Consumer insights, Senior, Telecom, Customer service, Costing, audio...	Mumbai	The Nielsen Company
Sales Representative / Sales Manager - Cloud Internet Data Services	data services, Solution sales, Product management, Relationship building...	Gurgaon, Faridabad	2oCo2
Marketing Manager	SEO, Business intelligence, Web hosting, Social media, Analytics...	Bengaluru	Gray Matter software Services
Circle Deployment - Project Manager	Escalations, Telecom, Project management, SCM, Analytics, Data management...	Jaipur	Indus Towers Limited
AVP/VP- Portfolio Manager- Branch Service	CRM, Portfolio management, Service, Analytics, financial products, life...	Mumbai	V- Konnect Associates
AM / Manager - Digital Marketing | Global Edutech Startup	conversion funnels, A / B Testing, Google analytics, HTML, CSS, JS, sem...	Gurgaon, Delhi, Noida	Unnati
Manager - Business Analyst - Project Management Vertical - BFSI	Project Management, Program Management, SCOPE, Business Analysis...	Pune	Premium
Associate Director/ Director- Healthcare Analytics	healthcare analytics, big data analytics, data visualization...	Delhi NCR, Bengaluru	Naukri Premium - Employer Services
Leading US Based Financial Firm Hiring Analytics Leaders  (AVP Level)	Analytics Manager, SAS, SQL, Tableau, Marketing analytics...	Hyderabad	Live connections
Data scientist	Analytics, Computer science, Staffing, Python, HTTP, Tools, Version control...	Hyderabad	Adecco India Ltd
Deputy Manager - Product	Product Manager, SEO, Social media, Content writing, Email marketing...	Mumbai	WEIZMANN FOREX LIMITED
Program Manager	Project management, Analytics, Risk management, Ideas, Operations...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Engineering Mgr - Support/DevOps	Automation, Tools, Analytics, Monitoring, Open source, Support, application...	Bengaluru	Juniper Networks India Pvt Ltd
Principal Product Manager	Market research, Product management, Customer service, Analytics, Logistics...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
HR Operations Manager	SAP, Project management, Oracle, Payroll, Analytics, Coaching, Auditing...	Bengaluru	Prione Business Services Private Limited
Career Development Manager	Consulting, Tools, Business strategy, Career development, English...	Delhi	Boston Consulting Group
Manager - Software Development	Unix, Javascript, Linux, HTML, Perl, jQuery, Technical support, HTTP...	Bengaluru	Thermo Fisher Scientific India Pvt Ltd
Manager - Digital Marketing	SEO, Digital marketing, SEM, Analytics, Social media marketing, PPC...	Mumbai	Sanghvi Technologies Pvt Ltd
Associate Consultant FRC Analytics	Python, Six Sigma, PMP, .NET, HTML, JavaScript, SQL, Oracle...	Bengaluru	Wipro Limited
Software Development Manager Worldwide Transportation Engineering	Project management, Service, Analytics, Supply chain, Computer science...	Hyderabad	Amazon India Software Dev Centre Pvt Ltd
Manager - Software Engineering	Software Engineering Manager, Analytics, Life sciences, Staffing...	Bengaluru	Thermo Fisher Scientific India Pvt Ltd
Business Development Manager : Mumbai Dubai	ERP, Analytics, Business applications, telco, Banking	Mumbai	Ganymede Solutions Private Limited
Paid Search Manager	Tools, Digital marketing, Email, PPC, Web analytics, Pay per click...	Bengaluru	position2 marketing pvt ltd
Team Lead - Analytics	Team Leader, SEO, Tools, Email, PPC, Auditing, Adobe, Tracking...	Bengaluru	position2 marketing pvt ltd
Manager - Marketing Planning (strategic Research)	Market Research, Market Analysis, Investment Research, Equity Research...	Gurgaon	Ripples Consultancy Services
Marketing Analytics Role - Credit Card Industry	campaign analytics, sas, statistical modeling, marketing analytics, excel...	Gurgaon	Premium
Senior Lead - Analytics - Financial Services Provider	SAS, Marketing Analytics, R, Statistical Modeling, Time Series, Anova...	Bengaluru	Premium
SAS Strategy + Modelling Professional - Credit Card Domain	banking, sas, predictive modeling, analytics, excel, statistics...	Delhi NCR, Gurgaon	Premium
National Manager - NSB, Product & Risk	Underwriting, Portfolio management, Risk management, Team management...	Pune	Bajaj Finserv Lending Ltd
Manager Marketing	Marketing Manager, Direct sales, Real estate, Online marketing...	dwarka	ASHIANA HOMES PVT. LTD.
CONTENT MARKETING MANAGER :	Proof reading, English, SEO, Content creation, Social media marketing, SEM,...	India	Winwire Technologies India Pvt. Ltd.
Consultant Analytics	Customer Service, Help Desk, Information, Telephony support...	Bengaluru	Wipro Limited
Performance Marketing/PPC/SEM Manager	Digital marketing, SEM, PPC, Google AdWords, Facebook, Google Analytics...	Pune	SevenMentor Private Limited
Senior Manager Sales	Networking, Digital marketing, Prospecting, Sales process, Analytics, Suits...	Mumbai	Social Wavelength
Sr. Manager E commerce	Direct marketing, customer analytics, Computer science, Troubleshooting...	Pune	DIgnity Consultants
Business Development Manager/ Manager Sales Browntape	Business Development Manager, Online sales, ERP, Outsourcing, English...	Mumbai, Delhi	BROWNTAPE TECHNOLOGIES PVT LTD
