Job_Name,Organization,Location,Skillset,Skillset_list
Data Scientist Machine Learning,Delhivery,Gurgaon,"machinelearning,customerservice,logistics,distributionnetwork,tools,","['machinelearning', 'customerservice', 'logistics', 'distributionnetwork', 'tools', '']"
Data Scientist Operational Research,Delhivery,Gurgaon,"operationsresearch,customerservice,logistics,distributionnetwork","['operationsresearch', 'customerservice', 'logistics', 'distributionnetwork']"
Data Scientist Tatras,Tatras,Delhi,"tools,c,email,datamining,linux,unix,informationretrieval","['tools', 'c', 'email', 'datamining', 'linux', 'unix', 'informationretrieval']"
Data Scientist,Brandconn Digital Pvt Ltd,Noida,"analytics,sql,datamanagement,datamining,datacollection","['analytics', 'sql', 'datamanagement', 'datamining', 'datacollection']"
Data Scientist,Shadowfax Technologies Pvt. Ltd.,Gurgaon,"solid,datamining,and,analytical,skills,c,python,matlab","['solid', 'datamining', 'and', 'analytical', 'skills', 'c', 'python', 'matlab']"
Data Scientist,InCred,"Delhi, Mumbai","sql,telecom,python,sas,opensource,financialanalyst,monitoring","['sql', 'telecom', 'python', 'sas', 'opensource', 'financialanalyst', 'monitoring']"
Senior Data Scientist,Perspica Networks,"Noida, Noida/Greater Noida","businessstrategy,managementconsulting,investmentbanking","['businessstrategy', 'managementconsulting', 'investmentbanking']"
Senior Data Scientist,WellMed Medical Management,Noida,"teammanagement,analytics,issueresolution,solutiondesign,utilization,","['teammanagement', 'analytics', 'issueresolution', 'solutiondesign', 'utilization', '']"
Data Scientist,Agnitio Technologies Private Limited ,Noida,"datascientist,c,python,sixsigma,pmp,net,html,sql,oracle","['datascientist', 'c', 'python', 'sixsigma', 'pmp', 'net', 'html', 'sql', 'oracle']"
Data Scientist,InnovAccer,"Noida, Hyderabad","sql,xml,python,datastructures,algorithms,json,analytics,datamining","['sql', 'xml', 'python', 'datastructures', 'algorithms', 'json', 'analytics', 'datamining']"
Software Engineer Data Scientist,UpMan Placements Pvt. Ltd.,Gurgaon,"python,sixsigma,pmp,net,html,javascript,sql,oracle","['python', 'sixsigma', 'pmp', 'net', 'html', 'javascript', 'sql', 'oracle']"
Data Scientist,GAUGE DATA SOLUTIONS PVT LTD,Noida,datascientist,['datascientist']
Data Scientist,Agnitio Technologies Private Limited,Noida,"sql,javascript,xml,objects,sas,datasedesign,data,ing,spss","['sql', 'javascript', 'xml', 'objects', 'sas', 'datasedesign', 'data', 'ing', 'spss']"
Data Analyst/Scientist - NBFC - Delhi,Flex-i Partners,Delhi,"nbfc,dataanalyst,sql,python,flex,matlab,tools,analytical","['nbfc', 'dataanalyst', 'sql', 'python', 'flex', 'matlab', 'tools', 'analytical']"
Senior Associate- Indices Business and Data Analyst,Markit India Services Private Limited,Gurgaon,"projectmanagement,businessanalysis,monitoring","['projectmanagement', 'businessanalysis', 'monitoring']"
Business Analyst,Nokia Solutions and Networks India (P)Ltd.,Noida,"service,salesforce,analytics,macros,datamining,telecommunication","['service', 'salesforce', 'analytics', 'macros', 'datamining', 'telecommunication']"
Senior Business Analyst,United Health Group Information Services Pvt. Ltd.,Noida,"seniorbusinessanalyst,sqlscripting,datawarehousing,dataanalysis","['seniorbusinessanalyst', 'sqlscripting', 'datawarehousing', 'dataanalysis']"
IT Business Analyst,Symantec Software India Pvt Ltd,"Mumbai, Hyderabad, Gurgaon, Pune","technical,businessanalyst,symantec,sql,changemanagement,informatica,","['technical', 'businessanalyst', 'symantec', 'sql', 'changemanagement', 'informatica', '']"
Chief Technical Officer (A Leading Analytics Co),Search Wizards,"Gurgaon, Delhi NCR","backend,frontend","['backend', 'frontend']"
Business Analyst,GBT India Private Limited,"Gurgaon, haryana","recruitment,analytics,msaccess,automation,dataintegrity","['recruitment', 'analytics', 'msaccess', 'automation', 'dataintegrity']"
Data Ware House Engineer,One97 Communications Limited,"Bengaluru, Noida","mysql,shellscripting,python,dataanalysis,datawarehousing","['mysql', 'shellscripting', 'python', 'dataanalysis', 'datawarehousing']"
Data Engineer,Fitfyles LLP,Delhi,"healthcare,tools,analytical,dataanalysis,architecture,sql","['healthcare', 'tools', 'analytical', 'dataanalysis', 'architecture', 'sql']"
Data Engineer (Python and Cassandra),Srijan Technologies Private Limited,Delhi,"managerqualityassurance,linux,git,mysql,html,javascript,http,ajax,","['managerqualityassurance', 'linux', 'git', 'mysql', 'html', 'javascript', 'http', 'ajax', '']"
Data Engineers - Internet / Ecommerce,JOB MIRROR CONSULTANCY,Delhi,"plsql,datamodeling,analytics,datamining,reportingtools,datadomain,","['plsql', 'datamodeling', 'analytics', 'datamining', 'reportingtools', 'datadomain', '']"
Analyst Jobs in Business Analyst,Right Step Consulting,Gurgaon,"python,productionsupport,businessintelligence,microsoft,testingtools","['python', 'productionsupport', 'businessintelligence', 'microsoft', 'testingtools']"
Lead Business Analyst,WellMed Medical Management,"Gurgaon, Noida","healthcare,dataextraction,leadbusinessanalyst,building,life,process","['healthcare', 'dataextraction', 'leadbusinessanalyst', 'building', 'life', 'process']"
jr. business analyst,Numetric Technologies,Noida,"businessanalyst,juniorengineer,managertechnology,realestate","['businessanalyst', 'juniorengineer', 'managertechnology', 'realestate']"
"Lead Business Analyst - Gurgaon, Haryana",United Health Group Information Services Pvt. Ltd.,"Gurgaon, Noida","leadbusinessanalyst,analytics,sql,healthcare,forecasting,datamining","['leadbusinessanalyst', 'analytics', 'sql', 'healthcare', 'forecasting', 'datamining']"
PHARMA BUSINESS ANALYST,axtria,Gurgaon,"pharma,projectmanagement,tools,ims,managerqualityassurance","['pharma', 'projectmanagement', 'tools', 'ims', 'managerqualityassurance']"
Business Analyst Ops COE,SafeGuard World International,Gurgaon,",development,sql,documentation,datamanagement,java,technicals","['', 'development', 'sql', 'documentation', 'datamanagement', 'java', 'technicals']"
Business Analyst,Sharp Sight,Delhi,"marketresearch,businessplanning,analysingfinancialdata","['marketresearch', 'businessplanning', 'analysingfinancialdata']"
Business Analyst,Cargill India Pvt. Ltd.,Gurgaon,"principal,dataanalysis,sixsigma,financialmodelling","['principal', 'dataanalysis', 'sixsigma', 'financialmodelling']"
Business Analyst,Right Step Consulting,"Gurgaon, Delhi","businessanalyst,analytics,businessintelligence,charts,testplanning","['businessanalyst', 'analytics', 'businessintelligence', 'charts', 'testplanning']"
Business Analyst / Sr .Business Analyst,Hansa Customer Equity Pvt. Ltd.,"Bengaluru, Bengaluru / Bangalore, Chennai, Delhi, Mumbai","btech,mis,events,tools,analytical,documentation,dataanalysis,sas","['btech', 'mis', 'events', 'tools', 'analytical', 'documentation', 'dataanalysis', 'sas']"
Business Analyst / Sr .Business Analyst,HANSA CUSTOMER EQUITY PVT. LTD,"Bengaluru, Bengaluru / Bangalore, Chennai, Delhi, Mumbai","btech,mis,events,tools,analytical,documentation,dataanalysis,sas","['btech', 'mis', 'events', 'tools', 'analytical', 'documentation', 'dataanalysis', 'sas']"
Business Analyst - Analytics Products,Axslogic On Demand Services Pvt Ltd,Gurgaon,"analytics,businessanalyst,projectmanagement,cognos,businessobjects","['analytics', 'businessanalyst', 'projectmanagement', 'cognos', 'businessobjects']"
Marl - Data - Engineer,Evonik,Noida,"tools,datamining,auditing,qlikview,email,machinelearning,ssis","['tools', 'datamining', 'auditing', 'qlikview', 'email', 'machinelearning', 'ssis']"
"Senior Business Analyst - Gurgaon, HR",WellMed Medical Management,Gurgaon,"sql,projectmanagement,sdlc,algorithms,agile,informationtechnology","['sql', 'projectmanagement', 'sdlc', 'algorithms', 'agile', 'informationtechnology']"
"Senior Business Analyst - Noida, UP (Multiple Locations) (751360)",United Health Group Information Services Pvt. Ltd.,Gurgaon,"seniorbusinessanalyst,healthcare,analytical,businessoperations","['seniorbusinessanalyst', 'healthcare', 'analytical', 'businessoperations']"
Business Analyst II,CRISIL,"Gurgaon, Chandigarh, haryana","projectmanagement,tools,marketintelligence,informationtechnology","['projectmanagement', 'tools', 'marketintelligence', 'informationtechnology']"
Data Engineer,RedCarpet,Delhi,"algorithms,dataarchitecture,github,mapreduce,datascience,life","['algorithms', 'dataarchitecture', 'github', 'mapreduce', 'datascience', 'life']"
Data Engineer,POPxo,Delhi,"sql,python,analytics,tools,nosql,scala,bigdata,building","['sql', 'python', 'analytics', 'tools', 'nosql', 'scala', 'bigdata', 'building']"
Bi Smart Data Platform Engineer,1iCT Pty Ltd,Gurgaon,"technicalproductconfiguration,design,integrationphp,mysql,html,c","['technicalproductconfiguration', 'design', 'integrationphp', 'mysql', 'html', 'c']"
Bi Smart Data Platform Engineer,1ICT Pty Ltd,Gurgaon,"businessanalysts,architects,leaddevelopers,design,development,sql","['businessanalysts', 'architects', 'leaddevelopers', 'design', 'development', 'sql']"
Data Visualization Engineer,Ncr Corporation India Pvt Ltd,Gurgaon,"sql,sap,telecom,tomcat,businessobjects,service,recruitment","['sql', 'sap', 'telecom', 'tomcat', 'businessobjects', 'service', 'recruitment']"
Senior Business Analyst,FreeCharge,Delhi,"sql,mysql,tsql,java,python,cnova,b,testing,data,analyst","['sql', 'mysql', 'tsql', 'java', 'python', 'cnova', 'b', 'testing', 'data', 'analyst']"
Data Analyst / Business Analyst,Right Step Consulting,Gurgaon,"dataanalyst,msoffice,sql,softwareservices,datamanagement","['dataanalyst', 'msoffice', 'sql', 'softwareservices', 'datamanagement']"
Junior Business Analyst Ops COE,SafeGuard World International,Gurgaon,"customerservice,publishing,payroll,msoffice,email,coaching","['customerservice', 'publishing', 'payroll', 'msoffice', 'email', 'coaching']"
Junior Business Analyst Ops Tech CoE,SafeGuard World International,Gurgaon,",,operations,xml,documentation,datamanagement,java,coaching","['', '', 'operations', 'xml', 'documentation', 'datamanagement', 'java', 'coaching']"
BUSINESS ANALYST,ECPS PVT. LT,Delhi,"analytics,dataanalysis,processimprovement,forecasting,macros","['analytics', 'dataanalysis', 'processimprovement', 'forecasting', 'macros']"
Sr Business Analyst | Numetric Technology Private Limited,Numetric Technologies,Noida,"seniorbusinessanalyst,managertechnology,realestate,consulting","['seniorbusinessanalyst', 'managertechnology', 'realestate', 'consulting']"
Business Analyst,TalentBeacon,Gurgaon,"businessanalyst,unix,python,businessanalysis,consulting,analytics,,","['businessanalyst', 'unix', 'python', 'businessanalysis', 'consulting', 'analytics', '', '']"
Business Analyst / Sr .Business Analyst,Hansa Customer Equity Pvt. Ltd.,"Delhi, Delhi, Mumbai","mis,events,tools,documentation,businessanalysis,dataanalysis,sas","['mis', 'events', 'tools', 'documentation', 'businessanalysis', 'dataanalysis', 'sas']"
Junior Business Analyst Ops Tech CoE,SafeGuard World International,Gurgaon,"customerservice,payroll,xml,datamanagement,coaching,publishing","['customerservice', 'payroll', 'xml', 'datamanagement', 'coaching', 'publishing']"
Sr. / Business Analyst Ecommerce,ResBird Technologies Pvt. Ltd.,Gurgaon,"productmanagementmsoffice,ticketing,teambuilding,businessanalysis","['productmanagementmsoffice', 'ticketing', 'teambuilding', 'businessanalysis']"
Business Analyst / Sr .Business Analyst,Hansa Customer Equity Pvt. Ltd.,"Delhi, Delhi, Mumbai","btech,mis,events,tools,analytical,documentation,dataanalysis,sas","['btech', 'mis', 'events', 'tools', 'analytical', 'documentation', 'dataanalysis', 'sas']"
Business Systems Analyst,SafeGuard World International,Gurgaon,"dataanalysis,dataquality,charts,requirementgathering,uml,emea,data","['dataanalysis', 'dataquality', 'charts', 'requirementgathering', 'uml', 'emea', 'data']"
Junior Business Analyst Ops Tech CoE,SafeGuard World International,Gurgaon,"customerservice,operations,desktop,xml,documentation,datamanagement,","['customerservice', 'operations', 'desktop', 'xml', 'documentation', 'datamanagement', '']"
Business Analyst,Diverse Lynx India Pvt. Ltd,Gurgaon,"bfsi,businessanalysis,english,dataanalysis,email","['bfsi', 'businessanalysis', 'english', 'dataanalysis', 'email']"
Business Analyst,We HR Solutions,Delhi,"dataanalysing,datavisualisation,sqlqueries","['dataanalysing', 'datavisualisation', 'sqlqueries']"
Business Analyst Travel Domain,Interglobe Enterprises Limited,Gurgaon,"workflow,businessanalysis,analytical,hospitality,productquality","['workflow', 'businessanalysis', 'analytical', 'hospitality', 'productquality']"
Business Analyst,MENTRO TECH,Noida,"businessanalyst,consulting,analytical,charts,teamdevelopment","['businessanalyst', 'consulting', 'analytical', 'charts', 'teamdevelopment']"
Manager Business Analyst,UpMan Placements Pvt. Ltd.,Gurgaon,"dataanalysis,customerservice,helpdesk,information,telephonysupport,","['dataanalysis', 'customerservice', 'helpdesk', 'information', 'telephonysupport', '']"
Senior Business Analyst,Octalsoft  Glorant India,Delhi,"dataanalysis,customerservice,helpdesk,information,telephonysupport","['dataanalysis', 'customerservice', 'helpdesk', 'information', 'telephonysupport']"
Data Scientists,Client Of Sampoorna,Mumbai,"datascientist,dataanalysis,datamining,statistics,machinelearning","['datascientist', 'dataanalysis', 'datamining', 'statistics', 'machinelearning']"
Data Scientist / Machine Learning Engineer - Python,SmartConnect Technologies,Mumbai,"python,datascientist,machinelearning,dataanalysis,dataanalytics","['python', 'datascientist', 'machinelearning', 'dataanalysis', 'dataanalytics']"
Trainee - Data Scientist/ USA Australia,MNC,"Mumbai, Bengaluru, Pune",datascientist,['datascientist']
Senior Data Scientist,Cactus Communications Pvt. Ltd.,Mumbai,"mysql,php,laravel,drupal,angularjs,solr,mongodb,postgresql,python","['mysql', 'php', 'laravel', 'drupal', 'angularjs', 'solr', 'mongodb', 'postgresql', 'python']"
Trainee - Data Scientist/ USA Australia,MNC,"Mumbai, Pune",datascientist,['datascientist']
Onsite(uk) Job Opportunity for Sr. Data Scientist,Exponentia Datalabs,Mumbai,"deeplearning,naturallanguageprocessing,neuralnetworks,datascience","['deeplearning', 'naturallanguageprocessing', 'neuralnetworks', 'datascience']"
Data Scientist - Deep Learning,Confidential,Mumbai,"deeplearning,tensorflow,yolo,ssd,fasterrcnn,cnn,rnn,lstm,opencv","['deeplearning', 'tensorflow', 'yolo', 'ssd', 'fasterrcnn', 'cnn', 'rnn', 'lstm', 'opencv']"
Data Scientist - SAS,TransOrg Analytics,Mumbai,"sas,r,predictivemodeling,logisticregression,predictiveanalytics","['sas', 'r', 'predictivemodeling', 'logisticregression', 'predictiveanalytics']"
Data Miner/data Scientist- R & Arima,Job Finder,Mumbai,"arima,r,rprogramming,datascientist,dataminer,datamining","['arima', 'r', 'rprogramming', 'datascientist', 'dataminer', 'datamining']"
Urgent Opening for Big Data Scientist for Navi Mumbai,Techs to Suit Inc,Navi Mumbai,"spark,hive,bigdata,sql,elasticsearch,python,distributionsystem","['spark', 'hive', 'bigdata', 'sql', 'elasticsearch', 'python', 'distributionsystem']"
Data Scientist,PiSight - Startup,Mumbai,"hadoop,hive,nosql,hbase,spark,pig,cassandra,sql,mongodb,hibernate,","['hadoop', 'hive', 'nosql', 'hbase', 'spark', 'pig', 'cassandra', 'sql', 'mongodb', 'hibernate', '']"
DATA Scientist,Personnel Search Services Pvt Ltd,Mumbai,"quantitativeanalyticsordatamodeling,python,c,c,java,sql","['quantitativeanalyticsordatamodeling', 'python', 'c', 'c', 'java', 'sql']"
Lead Data Scientist - Education Technology Firm,Premium,Mumbai,"machinelearning,neuralnetworks,r,datascience,algorithms,sas","['machinelearning', 'neuralnetworks', 'r', 'datascience', 'algorithms', 'sas']"
"Data Analyst, Data Scientist",Confidential,Mumbai,"c,c,imageprocessing,opencv,computervision,machinelearning,cuda","['c', 'c', 'imageprocessing', 'opencv', 'computervision', 'machinelearning', 'cuda']"
Data Scientist,Harjai Computers Pvt Ltd,Mumbai,"datascience,r,python,statistics,machinelearning,supervised","['datascience', 'r', 'python', 'statistics', 'machinelearning', 'supervised']"
