Job_Name	Skillset	Location	Organization
Product Support Engineer - Teradata , Linux , Trouble shooting	Unix, LAN, WAN, Data entry, Subject Matter Expert, VISIO, Ccip...	Bengaluru	AT and T Global Business Services India P. Ltd.
Senior C# Developer (Web API/ REST/ MS SQL)	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Nasik	HOPS INDIA
Lead Engineer - Service Delivery	MATLAB, Analytical, Tools, Monitoring, Python, Data analysis, Data mining...	Hyderabad	Bidgely Technologies Private Limited
Shift Engineer	audio, Support Analyst, Service, Data analysis, Analytical...	Gurgaon	GN Netcom
Senior Data Scientist	Networking, Data structures, Open source, Algorithms, Service, Prototype...	Pune	Qualys
Data Support Analyst	Data mining, Fraud detection, Statistical analysis, Building, Risk...	India	NEEMTREE INTERNET PVT LTD
Software Engineer	software development, routers, data structures, algorithms, switches...	Bengaluru	Jenesys Technologies
"Job Title:
Sr. Data Scientist | Fintech Product Company | Bengaluru"	analytics, sql, data management, supply chain, spss, javascript, freight...	Mumbai	Baysquare Technologies
Software Engineer / Senior Software Engineer	SQL, Oracle, MySQL, Teradata, Business intelligence, Reporting tools...	Lucknow	BizAcuity Solutions Pvt. Ltd.
Data Analyst	SQL, Oracle, MySQL, Teradata, Data structures, Algorithms...	Hyderabad, Bengaluru	BizAcuity Solutions Pvt. Ltd.
Software Engineer BI DW	development, sql, unix, business intelligence, html, windows, standards...	Delhi, Delhi	Globex Information Systems
Senior Software Engineer Product Development	Time, Tools, Data mining, Open source, SQL, Web analytics, Computer science...	Bengaluru	RANG INFOSOFT PVT. LTD.
QA Test Engineer	Tools, Visa, Data mining, h1b, Open source, SQL, Web analytics...	Bengaluru	RANG INFOSOFT PVT. LTD.
Data Scientist	ISO, Data analysis, TPM, TQM, Ahp, FMECA, Capa, Spare parts...	Mumbai	Diverse Lynx India Pvt. Ltd
Data Analyst	Map, Aerospace, MS Office, Mining, Semiconductor, Analytics, Typing, SEZ...	Hyderabad	Cyient Limited
Reliability Engineer	Senior Data Analyst (DA III)	Jaipur	NIMS UNIVERSITY
Senior Data Analyst	core java, s, tware development, apache, design patterns, server...	Bengaluru	EROS INTERNATIONAL LTD
Senior Data Analyst (DA III)	networking, data center, product management, oracle, firewall...	Mumbai	ScaleArc
Principal Software Engineer -  Platform	Linux kernel, AgileX86, Product design, Analytical, Soft skills...	Hyderabad	Kalycito Infotech Private Limited
Junior Dev Ops Engineer	Excellent Communication skill, SAP, Clinical research, Clinical trials...	Mumbai	HR Devi and Associates
Embedded Systems - Design Engineer	testing, data, Web, s, HTML, deploying, Java, applications	Pune	Zoftech
Associate Data Scientist	Tools, Analytical, Post sales, Refinery, Licensing, Data analysis...	Delhi	Axens India Pvt. Ltd.
Senior Java J2EE Developers /  Engineers	Firmware, Engineering Manager, C++, Windows, SAS, RTOS, Data structures...	Bengaluru	WESTERN DIGITAL CORPORATION
Job Opportunities Tech Services Engineer Hdt M F	English, C++, Linux, Japanese, Copyright, Visual Studio, Oracle 10G...	Bengaluru	RGF SELECT INDIA  
Engineer Firmware Engineering In Bangalore Ka Western Digital	Analytics, SQL, Regression, Tools, Statistical programming, Python, Machine...	Bengaluru	Spurrin Innovation
Support Engineer It Industry	C++, Linux, Python, Business intelligence, Data structures, Sigtran, Email,...	Bengaluru	MorgenAll
Data Analyst	Core Java, Python, Business intelligence, Information technology, Email...	Bengaluru	MorgenAll
Testing Engineer	C++, Linux, Networking, TCP, Business intelligence, Data structures, Socket...	Bengaluru	MorgenAll
Testing Engineer	Physical design, Automation, ASIC, Data management, Front end...	Bengaluru	MorgenAll
Senior System Engineer	Hadoop, Perl, Python, OOAD, Business intelligence, Data structures...	Bengaluru	MorgenAll
Physical Design Engineer Hyderabad Bangalore  	HTML, Data structures, Algorithms, Service, Computer science, Analytical...	Chennai	Amazon India Software Dev Centre Pvt Ltd
Hadoop Developer 	Javascript, Linux, Python, Manager Quality Assurance...	Hyderabad	ServiceNow
Software Development Engineer	Networking, Troubleshooting, Presales, Firewall, System integration...	Pune	SevenMentor Private Limited
Staff Software QA Engineer	Analyze, prospect, data, sources, Business, Intelligence, concepts, Java...	Pune	JetSynthesys Pvt. Ltd
Technical Engineer	ERP, functional, support, data, into the system, Provide, training	Noida	4th Quarter Technologies
Product & Alliances Sales Engineer	Tools, Front end, Computer science, Agile, CSS3, Algorithms...	Bengaluru	Eros International Ltd.
Software Implementation Engineer	Monitoring, LTE, Network optimization, QOS, Performance management, GIS...	Jaipur	Reliance Jio Infocomm Limited
Senior Software Engineer - Web	Distribution network, GIS, Auditing, fibre, Change management...	Hyderabad	Reliance Jio Infocomm Limited
State Engineer RF Optimization ( 51302792 )	data science, Automation, Python, MSC, Analytics, Computer science...	Bengaluru	Fidelity Investments
JC FTTx Engineer A ( 51256683 )	data science, Automation, Python, MSC, Analytics, Computer science...	Bengaluru	Fidelity Investments
Senior Manager - Data Scientist	Business intelligence, Data modeling, Data mining, Data management...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Manager - Data Scientist	Software, Networking, CRM, Data structures, Algorithms, Coding, LDAP, HTTP,...	Bengaluru	Zscaler, Inc.
Business Intelligence Engineer	Javascript, Linux, Python, Manager Quality Assurance, Performance testing...	Bengaluru	ServiceNow
Sr Software Engineer ( C , HTTP Authentication, SAML , LDAP)	SAS, SPSS, SQL, Analytical, Data modeling, Comp, MATLAB, Tools, QlikView...	Delhi, Bengaluru	Hike Ltd
Staff Software QA Engineer	Oracle, ERP, PLSQL, Production support, Data analysis, Data migration, Toad...	India	EMERSON INNOVATION CENTER - PUNE
Data Analyst	SQL, Javascript, XML, HTML, Hibernate, Web services, JBoss, Tomcat...	Gurgaon	Mobileoid2 Technologies Pvt. Ltd
Oracle Data Analyst	MF, audio, SAN, data science, model development, Python, data network...	Bengaluru	Near Pte. Ltd.
Software Engineer - Java / J2EE	PHP, HTML, MySQL, Data structures, CakePHP, Coding, Debugging, Service...	Gurgaon	PRODUCTRX
Data Scientist Bangalore / San Francisco	C++, SQL, Python, Business intelligence, Algorithms, Business Analyst, Data...	Bengaluru	PrwaTech Technologies
Job Title PHP Web Application Engineer	Service, Unix, Networking, Linux, VMware, Technical support, Virtualization...	Hyderabad, hyderabad india	Actifio, Inc.
Data Scientist Responsibilities include:	Mechanical design, Mechanical Engineer, Fabrication, Bss, Concept design...	Bengaluru	Armstrong Fluid Technology
Customer Success Engineer	Lead Software, C++, Perl, Python, Data structures, RDBMS, Embedded software...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Engineer Mechanical Design	Front end, Software, Senior, SQL, PHP, Javascript, jQuery, Data structures,...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Software Architect / Lead Software Engineer	Backend, Senior, Software, C++, Perl, Python, Data structures, RDBMS...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Senior Software Engineer	Machine learning, C++, Ideas, MATLAB, Analytical, Tools...	Hyderabad, Bengaluru	Bidgely Technologies Private Limited
Senior Software Engineer	SAS, SQL, Data analysis, SPSS, Regression, Tools, Microsoft Excel...	Hyderabad	Viola Money
Data Scientist / Machine learning Expert Bidgely	Software, Oracle, MySQL, Core Java, MS SQL, Data structures, Algorithms...	Mumbai	Gracenote, Inc.
Data Scientist	Coding, Service, Data analysis, Market research, Sound, Analytical skills...	Bengaluru	WSP Consultants India Ltd
Software Engineer	MS Data management, MIS, Reports, HR Policies, Recruitment...	Bengaluru	Streamsource Services
Assistant Engineer Transport	j2ee, html, ajax, development, data structures, algorithms, software design...	Pune	Zyoin Web Private Limited
System Engineer	Sensors, Market analysis, Data analysis, PCB designing, Powerpoint...	Mumbai	MachinePulse Tech Pvt. Ltd.
Sr. Software Engineer AngularJS	Hardware design, Verilog, Perl, Shell scripting, SOC, VLSI, XML, Automation...	Bengaluru	Circuitsutra Technologies Pvt Ltd.
Product Engineer NPD	RESTful, service, data, modelling, skills, RDBMS, OO, analysis, Java...	Bengaluru	Travelkhana
Sr Engineer EDA tool development	working with Linux, understanding of Big, Data, Hadoop, MDX, Technologies...	Indore	Intellicus Technologies
CTO/Architects/Engineers - Server Side	Core, Java, programming, data, structure, related, algorithms	Bengaluru	Intellicus Technologies
Software Support Engineer	Core, Java, Good in mathematics, statistics, data, structure, Take...	Bengaluru	Intellicus Technologies
Server Engineer	Data, Analyst, macro, programming, Strong, analytical, skills, MIS...	Mumbai	Kyazoonga
Lead Server Engineer	product development, customer acquisiti, methods, javascript, pyth, solutis...	Mumbai	quora
Data Analyst	db2, http, manual testing, job posting, automati , test planning...	Bengaluru	Optime info Services Pvt. Ltd
Software Engineer -  Growth	java, j2ee, mysql, struts, hibernate, ejb, mca, jboss, product development,...	Bengaluru	eRevMax
Testing Engineers	Technical, J2Ee, SQL, MySQL, Hibernate, Core Java...	Thane	Aditya Imaging Information Technologies LLP
Lead Software Engineer	MongoDb, Javascript, Informatica, PythonWorkflow, Data modeling...	Bengaluru	Intersoft
Software Engineer /  Sr. Software Engineer	Perl, Data structures, Algorithms, Physical design, System verilog...	Bengaluru	Intel Technology India Pvt Ltd
Global Data and Information Management Analyst(Back-End/NoSQL Data De	btech, shipping, analytical, academic, mca, analytics, solutions...	Noida	Loginworks Softwares
Logic Design Engineer	operations, english, windows, linux, server, capacity planning, monitoring,...	Delhi	itForte Staffing Services Private Ltd.
TEAM LEAD- DATA ANALYST	CRM, microsoft, Analytics, Digital media, SQL, Data collection...	Bengaluru	GroupM Media India Private Ltd.
System Engineer - Windows/Linux	Telecom, Outsourcing, IT consulting, Tools, Analytical, Analytics...	Noida	Xavient Software Solutions India Pvt Ltd
Gain Theory | SQL Developer	javascript, development, windows, jquery, server, data structures, mvc...	Bengaluru, Bengaluru	Vizexperts India Private
Engineer	java, jquery, server, data structures, algorithms, web development...	Bengaluru, Bengaluru	Vizexperts India Private
Engineer,  Web Frontend	java, oracle, hibernate, development, data structures, algorithms, graphics...	Bengaluru, Bengaluru	Vizexperts India Private
Senior Engineer -  Web Application	networking, development, btech, data structures, algorithms, graphics...	Gurgaon, Gurgaon	Vizexperts India Private
Engineer,  Web server technology	Senior, Consulting, Windows, Unix, Chip design, Automotive, Web services...	Hyderabad	Mentor Graphics India Pvt. Ltd.
Engineer,  Graphics	Senior, Consulting, Windows, Unix, Chip design, Automotive, Web services...	Hyderabad	Mentor Graphics India Pvt. Ltd.
Capital SW Engineer	Senior, Consulting, Windows, Unix, Chip design, Automotive, Web services...	Hyderabad	Mentor Graphics India Pvt. Ltd.
Capital SW Engineer	accounts, travel, coordination, technical support, amc, documentation...	Ahmedabad	Jekson Vision Pvt. Ltd
Capital SW Engineer	SQL, Oracle, PHP, Javascript, XML, HTML, MySQL, Struts, Hibernate, Ajax	Mumbai, Bengaluru	2Soft Solutions Pvt. Ltd.
Service Engineer	Loans, Automation, Diagnostics, Analytical, Investment banking, MS Office...	Mumbai	Bnp Paribas
Sr Data Analyst	Automation, Data management, YARN, Troubleshooting...	Pune	SnappyData
EDM - Data Trace Analyst	SAS, SQL, SPSS, Data mining, Javascript, Computer science, Data collection,...	Chennai	ANB Systems Private Limited
Quality Assurance Engineer	Python, Data mining, Analytics, Computer science, Machine learning...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Data Analyst	Tools, CV, Email, Data mining, SQL, Data collection, Tracking, MATLAB...	Chennai	FourKites
Senior / Principal Data Scientist	Auditing, US healthcare, MS Access, RDBMS, Claims processing...	Chennai	SCIO HEALTH ANALYTICS
Job Application for Data Scientist at FourKites	Telecom, CRM, Healthcare, Team management, Analytics, Customer interaction,...	Bengaluru	GroupM Media India Private Ltd.
Data Analyst	SystemC, C , Data structures, storage, networking	Bengaluru	ONS Search
Gain Theory | Senior SQL Developer	Python, Data structures, Algorithms, Debugging, Computer science...	Bengaluru	TiVo Inc
System engineer - Architecture Modelling (storage devices)	networking, development, design patterns, data structures, algorithms...	Gurgaon, Gurgaon	Vizexperts India Private
Software Engineer	MSC, closure, Apache, text analytics, Python, Linguistics, data science...	Bengaluru	HealthifyMe
Senior Software Engineer	Consulting, Tools, Analytical, Procurement, Business intelligence, GIS...	krishna	ZettaMine Global Technologies
Data Scientist	SQL, Agile, Scrum, Data analysis, Machine learning, Diagnostics...	Not Specified	QSSOT PVT LTD
Data Scientist	development, algorithms, front end, dashboard, object oriented programming,...	Ahmedabad	Logilite Technologies
V123: Data Scientist	PHP, Data structures, Algorithms, Agile, CSS3, Front end, Computer science,...	Bengaluru	Eros Group
Fresh Engineer	mca, mba, email, pgdca, data analyst, good communication skills, experience...	Mumbai, mumbai	Novacom Technologies (India) Pvt Ltd
Senior Software Engineer - Web	development, product development, data structures, algorithms, kernel, api,...	Bengaluru, Bengaluru / Bangalore	Poseidon Design Systems, Inc
Data Analyst Data Analyst	Automation, Regression, Flow, Physical design, Digital design, Perl...	Bengaluru	Mobiveil, Inc.
Senior Software Engineer, System and Processor Modeling	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment, ...	Chandigarh	T & A Solutions
Flow Support and Automation Engineers	Algorithms, Consulting, Data analysis, Technical services...	Pune	Helium Consulting Private Limited
DOT NET Software Engineers	Production support, RTOS, USB, SPI, System software, Hardware design...	Pune	Ecofrost Technologies Pvt. Ltd.
Senior Engineer - OFSSA	algorithms, analytics, data mining, machine learning...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Pre- Sales Manager/ Engineer	java, sql, development, python, sas, clustering, analytics, data mining...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Data Scientist	algorithms, forms, analytics, optimization, data mining, modeling...	Bengaluru, Chennai	Rinalytics Advisors Pvt. Ltd
Data Scientist	analytics, product management, ids, senior level, data, expert, us, major...	Bengaluru	Rinalytics Advisors Pvt. Ltd
Data Scientist	operations, development, documentation, forecasting, data mining, pm, java,...	Chennai	YuMe India Private Limited.
Data Scientist	operations, development, btech, product management, c++, msc, documentation...	Chennai	YuMe India Private Limited.
Senior Data Scientist	operations, development, documentation, forecasting, data mining, pm, java,...	Pune	YuMe India Private Limited.
Data Scientist	operations, development, btech, product management, c++, msc, documentation...	Pune	YuMe India Private Limited.
Senior Data Scientist	development, product management, intelligence, documentation, data analysis...	Chennai	YuMe India Private Limited.
Data Scientist	Monitoring, HR, Test data, Liaising, Report writing, Service quality...	Lucknow	PNR JOB
Software Engineer- DMP- Analytics	machine learning, NLP, python, big data, Medical, Microsoft Excel...	Mumbai	HR Devi and Associates
ELECTRICAL ENGINNER	SQL, Python, Business intelligence, HTTP, CMMI, Analytics, Data analysis...	Bengaluru, karnataka	Macropace Technologies
Associate Data Scientist	Oracle, Javascript, Linux, MySQL, Core Java, Windows, JBoss, Tomcat, JDBC...	Coimbatore	Skills Hr
Hadoop Data scientist	Event management, Product management, Analytics, Coding, Open source...	Pune	DataTorrent Inc.
senior software engineer	Stores, Tools, SQL, Data processing, Python, Apache Spark, NoSQL, Hadoop...	Mumbai	Affinity Global Inc.
Software Engineer	SQL, Unix, Javascript, Linux, XML, Windows, Business Objects, Teradata...	Mumbai, Pune	EMERSON INNOVATION CENTER - PUNE
Software Engineer BigData	Oracle, Python, Production support, Business intelligence...	Bengaluru	Visa Inc
Data Analyst	Android, XML, MySQL, Data structures, Open source, JSON, Service...	Bengaluru	Eros Group
Senior Software Engineer - BI	development, embedded, aerospace, control system, end user, linux...	Bengaluru, Bengaluru / Bangalore	Sattva eTech India Pvt Ltd
Senior Mobile Engineer - Android	Research, Manager Technology, Senior Design Engineer, Mechatronics...	Chennai	Grindwell Norton Ltd
Software Engineers (Embedded S/W Development)	piping, instrumentation, heat transfer, equipment sizing, furnace...	Delhi, Delhi	Enereff Engineers Pvt. Ltd
Sr. Research Engineer/Research Engineer Grinding Applications Technol	Javascript, MySQL, Python, Business Objects, Algorithms, Coding...	Bengaluru	Germane Analytics Pvt Ltd
Process / Thermal Engineer	Recruitment, C++, Wordpress, Data structures, Algorithms, MATLAB...	Bengaluru	Angel & Genie
Data Scientist	Senior Data Analyst, Com, Analytics, Data analysis, Gaming, Tools, Ideas...	Pune	Jump Games
Software Engineer / Leading Engineer	Tools, Business intelligence, Data mining, SQL, Computer science...	Mumbai	Affinity Global Inc.
Senior Data Analyst (Pune)	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Bengaluru	ARYAN HR SOLUTIONS
Software Engineer Machine Learning	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Pune	ARYAN HR SOLUTIONS
Production Engineer	ERP, MS Data management, MIS, Reports, HR Policies, Recruitment...	Mumbai, Vasai	ARYAN HR SOLUTIONS
Marketing Engineer	Hibernate, SQL, EJB, Middleware, JSF, JBoss, Data structures, Algorithms...	Gurgaon	PeopleStrong HR Services Pvt Ltd
Service / Maintenance Engineer(1.1year)	development, ba, technical support, data mining, quality assurance...	maharashtra	Multi Environment Solutions Pvt. Ltd.
Senior Software Engineer	SQL, Oracle, Db2, Python, Teradata, Application development, JSON...	Bengaluru	Visa Inc
BA-ETL Senior Developer	Customer service, Customer support, Analytics, SQL, Regression...	Bengaluru	SmartAssist
Lead Software Engineer	Ideas, Stores, Service, Tools, Application development, Coding, XML...	Bengaluru	Visa Inc
Data/NLP Scientist	Unix, Python, Data structures, Workflow, Algorithms, Coding, Service...	Bengaluru	Visa Inc
Staff SW Engineer	SQL, data visualization, Python, Tools, User acceptance testing, Algorithms...	Bengaluru	Visa Inc
Staff Software Engineer	Ideas, Stores, Service, Tools, Application development, Coding, XML...	Bengaluru	Visa Inc
Staff Software Engineer	Software Development Manager, PHP, CRM, Python, Application development...	Bengaluru	SmartAssist
Sr. SW Engineer	Tools, Backend, Front end, SAN, Open source, Computer science...	Delhi	Castle Global
Software Engineer Backend	Backend, Front end, SAN, Android, Computer science, Machine learning...	Delhi	Castle Global
Software Engineer - iOS	Unix, Windows, Python, Data structures, Workflow, Algorithms, Coding...	Bengaluru	Visa Inc
Software Engineer - Android	Customer service, Coaching, Coding, Javascript, Visa, Web development, Data...	Bengaluru	Visa Inc
Senior Software Engineer	soft skills, php, campaign management, sql, prototype, algorithms...	Bengaluru	Zyoin Web Private Limited,
Senior Software Engineer	data mining, clustering, java, machine learning, algorithms, regression...	Bengaluru	Zyoin Web Private Limited,
Software Engineer  II	sql, ajax, development, flex, performance testing, data structures...	Noida, Noida/Greater Noida	InXero
Data Scientist/  Sr. Data Scientist	java, mysql, struts, hibernate, ajax, design patterns, data structures...	Noida, Noida/Greater Noida	Spice Online Retail Pvt. Ltd
Sr. QA Engineer	Tools, Information security, Intellectual property, Operations...	Gurgaon, Thane	ugam solutions pvt ltd
Software Engineer	Python, Analytics, Backend, Django, data science, Relationship, level...	Delhi	Rinalytics Advisors Pvt. Ltd
Analyst / Sr. Analyst Data Processing	Customer service, Key account management, Channel distribution, Budgeting...	Pune	Howden
Backend Engineer- Python	S, tware, Architecture , Design, Patterns, XML, ASP.net, SQL, Datase, Mongo...	Pune	HolidayMe
Proposal Engineer - Aftermarket	Data, Analyst, macro, program, g, Strong, MIS, reporting	Mumbai	Kyazoonga
Software Engineer-  Windows Services	Java, Windows , UNIX, HTTP, REST, SOAP, XML, Object, Oriented...	Bengaluru	Accelyst Solutions Pvt. Ltd.
Data Analyst	RDBMS, data, modelling, skills., Jersey, cross, product, integration., Hi...	Delhi	Travel Khana,
Senior Software Engineer	datase design, tfs, data management, t sql, ssrs, skills, data se design...	Bengaluru	Stixis Technologies [P] Limited
CTO/ Architects/ Engineers -  Server Side	sql, mca, btech, troubleshooting, analytics, solutions, shipping...	Noida	Loginworks Softwares
Senior SQL Developer/  Programmer	J2EE, Hi, rnate, HTTP, REST, SOAP, Data, Structure, DBMS	Bengaluru	freecharge.in
TEAM LEAD-  DATA ANALYST	linux, python, algorithms, rdbms, agile, consulting, cloud computing...	Gurgaon	Fractal Analytics Ltd
Senior Software Engineer	Testing, C++, Linux, Perl, Python, SAN, Network administration, Service...	Hyderabad, hyderabad india	Actifio, Inc.
Data Scientist	Linux, Perl, Python, Service, Virtualization, Data management, Packaging...	Hyderabad, hyderabad india	Actifio, Inc.
SKY Test Engineer	product development, data analysis, specification, simulation...	Bengaluru	Kingsly Instrumentation and Communication Pvt. Ltd
Linux Security/Build Engineer	Apache, Manager Quality Assurance, Computer science, MongoDb, Cassandra...	Chennai	Treselle Systems, Inc
Application Engineer	analytics, development, gis, data collection, mapping, remote sensing...	Hyderabad	GEOSYS ENTERPRISE SOLUTIONS Pvt. Ltd.
Big Data Analyst	Data entry, Data analysis, MS Office, Typing, MS AccessSPSS, Powerpoint...	Delhi	Marketing & Development Research Associates (MDRA)
GIS Engineer	Hadoop, Service, Virtualization, Analytics, Email, Ideas, SQL...	Gurgaon	AbsolutData Research Analytics Solutions Pvt. Lt
Data Analyst	MySQL, Data structures, SDLC, Web development, Coding, System design...	Pune	CUSTOM-SOFT
Hadoop Developer | Absolutdata	sql server, development, microsoft, troubleshooting, co, analytics...	Karnal	Imbibe Technologies Pvt Ltd.
Freshers for Software Engineer	Automation testing, Javascript, Core Java, Automation, Python...	Pune	Peopleplus Professional Services Pvt. Ltd.
Sql Analytics /  ETL Developer	Data analysis, Business intelligence, Supply chain, Logistics...	Pune	Medline Industries India Private Limited
Automation Testing Engineer 7 12 Yrs	Hadoop, Troubleshooting, SQL, Computer science, big data, NoSQL...	bhubaneswar	Scalable Systems Pvt. Ltd.
Data Analyst / Modeler	QA QC Engineer, Automation, Python, Manager Quality Assurance...	Hyderabad	TechO2 India Private Limited
Hadoop Developer	IOS, Software, SQL, Data structures, Algorithms, Agile, UX, Version control...	Pune	KisanHub
Senior Quality Assurance Qa Engineer Techo2	Unix, Javascript, XML, HTML, Perl, jQuery, Python, SAN, Data structures...	Banur, Pune	Veritas Technologies LLC
Software Engineer - iOS	Analytics, big data, data science, Oracle, Javascript, XML, MySQL...	Bengaluru	Visa Inc
Senior Software Engineer	software development, data structures, mac, device driver development...	Hyderabad	Votary Softech Solutions Pvt. Ltd.
Staff Software Engineer(REF3202P)-Digital and Mobile Product Developme	server, tools, api, java, xml, backup, ssl, data migration, hibernate, jsp	Pune	HIPAA Box Inc
Development Engineer	xml, core java, development, soa, jms, server, data structures, esb, object...	Bengaluru	Fiorano Software Technologies Pvt Ltd
Java Engineer/Developer	server, tools, api, java, xml, ssl, data migration, hibernate, jsp, uml	Pune	HIPAA Box Inc
Senior Software Engineer - ESB Team	Ideas, Mobile technology, Product quality, Algorithms, Business Executive...	Bengaluru	hotstar
Java Engineer/Developer	SQL, Javascript, jQuery, Application development, Agile, JSON...	Bengaluru	Groupon India Pvt Ltd
Software Development Engineer - iOS	oracle, mysql, workflow, interfaces, sql server, data integration...	Mumbai	bigtree entertainment pvt ltd
Software Development Engineer III	technical support, ba, quality assurance, development, data mining...	Pune	MULTI ENVIRONMENT SOLUTIONS PVT. LTD.
Data Scientist	Business Analyst, Technical support, Tools, Oracle, Analytics, Data mining,...	Pune	Multi Environment Solutions Pvt. Ltd.
BA-ETL Senior Developer	SQL, Forecasting, Data management, MATLABPythonAlgorithms...	Pune	Ecofrost Technologies Pvt. Ltd.
BA-ETL Senior Developer	java, sql, perl, qtp, manual testing, mca, python, descriptive programming,...	Bengaluru	ASSURE CONSULTING SERVICES PRIVATE LIMITED
Data Scientist	SQL, PHP, HTML, MySQL, Ajax, Android, jQuery, Data structures, Algorithms...	Pune	Aexonic
Automation Engineer (QAE)	Distribution network, GIS, Auditing, fibre, Change management...	Jaipur	Reliance Jio Infocomm Limited
Phonegap Engineer	Recruitment, Business Analyst, Manager Quality Assurance, SQL, Operations...	Bengaluru	GBT India Private Limited
JC FTTx Engineer A ( 51931802 )	Business Analyst, Analytical, Cards, SQL, Computer science, VISIO...	Chennai	Gantec Publishing Solutions
Client Data Conversion Analyst-9	cad, catia, packaging, design and development, feasibility study...	Bengaluru	Smart Enovations (India) Pvt Ltd
Business Data Analyst	PHP, Javascript, MySQL, Data structures, Zend, MongoDb, NoSQL, SVG...	Ahmedabad, Bengaluru	Educational Initiatives Pvt. Ltd.
Design Engineer (Sunroof systems - Catia)	development, consulting, mis, analytical, business intelligence...	Bengaluru	Educational Initiatives Pvt. Ltd.
Software Engineer	Analytical, English, Data mining, Product engineering, Ideas, SQL...	Bengaluru	True Caller
Data Scientist	Production support, AS400, RPG, Subject Matter Expert, Test data, Technical...	Gurgaon	WellMed Medical Management
Data Scientist - Ads & Monetization	DNS, Information security, HTTP, Computer science, Tools...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
Software Engineer - AS400 RPG	HTML, Computer science, Machine learning, Python, Algorithms, Linguistics...	Bengaluru, Chennai	C1X Inc.
Security Engineer , Ad Fraud Detection	Tuning, HTML, Software design, J2Ee, Computer science, Agile, Algorithms...	Bengaluru, Chennai	C1X Inc.
Data Scientist	Principal, HTML, Computer science, Machine learning, Algorithms...	Bengaluru, Chennai	C1X Inc.
Software Engineer Java	Linux, Windows, Unix, Lotus Notes, Monitoring, EMC, Virtualization, SAP...	Chennai	Sify Technologies Ltd
Principal Data Scientist	Service, Data management, Data mining, Policies, SPSS, Computer science...	bhubaneswar	Scalable Systems Pvt. Ltd.
Job Backup L2 Engineer Sify Technologies Careers	Machine learning, Algorithms, Calculus, Statistics, Business Executive...	thiruvananthapuram	TechVantage Systems Private Limited
Data Scientist	sql, oracle, sql server, mysql, configuration, workflow, stored procedures,...	Mumbai	Bigtree Entertainment Pvt. Ltd.
Data Scientist Data Scientist	Android, Software, SQL, Data structures, Algorithms, Agile, UX...	Pune	KisanHub
Data Scientist	Automation, Data analysis, Linux, GIT, Data collection, Banners...	Mumbai	Haptik, Inc.
Software Engineer - Android | KisanHub	Tools, Cloud computing, Data mining, Unix, Information retrieval...	Chennai	Socure
Opening For Product Engineer | Haptik	Software, C++, SQL, Unix, Windows, Android, Python, Troubleshooting...	Pune	Left Right Mind
Senior Data Scientist	sql, oracle, mysql, teradata, business intelligence, software engineer...	Hyderabad, Hyderabad/Secunderabad	BizAcuity
SOFTWARE SYSTEMS ENGINEER	Performance tuning, large, Unix, Linux, Computer science, Data structures...	Hyderabad	Fiddich Consulting
Software Engineer - BI/DW	linux, networking, embedded, android, ip, data structures, algorithms...	Bengaluru, Noida	CircuitSutra Technologies Pvt Ltd
Software Development Engineer	Service, Data analysis, English, Soft skills, Windows, ERP...	Pune	Avalara
SystemC Modeling Engineers/Senior-Engineers	Customer service, Data analysis, SQL, Manager Quality Control...	Chennai	IDP EDUCATION INDIA PVT LTD
Senior Site Reliability Engineer	PHP, Networking, Linux, Multithreading, Perl, Python, Coding, Tools...	Noida	Gemalto
Senior Data Analyst	Messaging, SQL, Computer science, Agile, big data, Indexing, Hadoop, Scrum,...	Chennai	Newt Global
Software Engineer	Linux, Data structures, Coding, Debugging, Unit testing...	Pune	UFO Moviez India Limited.
Software Engineer	Chemical, Mechanical, Technical, Water treatment, HTTP, Material balance...	Mumbai	Tecnimont ICB
Project Engineer	Event management, Product management, Analytics, Coding, Open source...	Pune	DataTorrent Inc.
Additional Chief Engineers/Deputy Chief Engineers - Process Packages,	Data analysis, English language, Language skills, Market Data Analyst...	Mumbai	Packt Publishing Limited
Senior Software Engineer	sas, coding, validation, data analysis, ms office, data entry, spss, foxpro...	Delhi	Marketing & Development Research Associates (MDRA)
Data Analyst	xml, gis, data analysis, mapping, rup, arcgis, mapinfo, visual basic net...	Hyderabad, Hyderabad/Secunderabad	NEER INTERACTIVE SOLUTIONS (P) Ltd
Data Analyst	android, iphone, verification, agile, windows mobile, documentation...	Kochi, Cochin/ Kochi/ Ernakulam	US TECHDATA SOLUTIONS (P) LTD
JUNIOR DEVELOPER / SOFTWARE ENGINEER	Analytics, SQL, Data management, Supply chain, SPSS, Javascript, Freight...	Mumbai	Baysquare Technologies
