,Links,job description
76,https://www.naukri.com/job-listings-Regional-Business-Manager-Hospitality-Western-northern-Region-Delhi-NCR-Mumbai-4-to-5-years-130318901432?src=jobsearchDesk&sid=15210486658922&xp=27&px=1,"['Sales', 'Business Development', 'Marketing Operations', 'Strategic Alliances', 'Revenue Generation', 'Advertising', 'Region', 'Strategy', 'Business Management', 'Business Operations', 'Regional Business Manager']"
77,https://www.naukri.com/job-listings-Business-Development-Manager-Andheri-Mumbai-360-Talents-Mumbai-Mumbai-Suburbs-1-to-3-years-140318007265?src=jobsearchDesk&sid=15210486658922&xp=28&px=1,[]
78,https://www.naukri.com/job-listings-Business-Development-Manager-Winsar-Infosoft-Pvt-ltd-Mumbai-2-to-5-years-090218000716?src=jobsearchDesk&sid=15210486658922&xp=29&px=1,"['business development management', 'software sales', 'IT Sales', 'ERP Sales', 'Cloud Sales', 'Business Development Manager', 'Business Development Executive', 'Territory Sales Management', 'Regional Sales']"
79,https://www.naukri.com/job-listings-Business-Development-Manager-Allied-Design-Associates-Mumbai-Prabhadevi-0-to-3-years-130318001886?src=jobsearchDesk&sid=15210486658922&xp=30&px=1,"['business development management', 'sales', 'direct marketing', 'lead generation', 'bde', 'client development', 'new business', 'strategy', 'Marketing', 'Bd', 'Bdm', 'business development executive']"
80,https://www.naukri.com/job-listings-Manager-Business-Development-industrial-Sales-AVENUES-Mumbai-Chennai-10-to-18-years-070318004479?src=jobsearchDesk&sid=15210486658922&xp=31&px=1,"['Business Development Management', 'Regional Sales', 'Business Planning', 'Target Achievement', 'RFQ', 'REP', 'diesel engine', 'Industrial Sales', 'marine', 'auto', 'cement', 'steel', 'hydro', 'railways', 'govt', 'Power Plant']"
81,https://www.naukri.com/job-listings-Business-Development-Executive-manager-Bazaar247-Mcommerce-Pvt-Ltd-Mumbai-Thrissur-4-to-6-years-080318004303?src=jobsearchDesk&sid=15210486658922&xp=32&px=1,"['Business Development Management', 'It Services Sales', 'Marketing Communication', 'Key Account Management', 'Lead Generation', 'Service Sales', 'Market Research', 'New Business', 'Post Sales', 'Strategy']"
82,https://www.naukri.com/job-listings-Business-Development-Manager-Dogether-Startup-Mumbai-0-to-2-years-130318901345?src=jobsearchDesk&sid=15210486658922&xp=33&px=1,"['Business Development Management', 'Marketing Management', 'Marketing Campaigns', 'Events', 'Business Growth', 'Startup', 'Social Media', 'Quality Check', 'Communication Skills']"
83,https://www.naukri.com/job-listings-Business-Development-Manager-VIRTUOSITY-Mumbai-Bengaluru-Pune-1-to-6-years-130318003907?src=jobsearchDesk&sid=15210486658922&xp=34&px=1,"['Business Development Management', 'Sales', 'Bdm', 'Lead Generation', 'Social Media Marketing', 'internet marketing', 'digital marketing', 'Data Mining', 'Client Acquisition']"
84,https://www.naukri.com/job-listings-Senior-Business-Development-Manager-Mumbai-Vasai-Goregaon-Electronica-Finance-Ltd-Mumbai-2-to-5-years-130318004585?src=jobsearchDesk&sid=15210486658922&xp=35&px=1,"['Sales', 'Business Development Management', 'Direct Selling', 'Cross Selling', 'Customer Relationship', 'Retail Lending', 'Customer Complaints']"
85,https://www.naukri.com/job-listings-Business-Development-Manager-Mobikon-Startup-Bengaluru-Pune-Mumbai-4-to-5-years-130318900370?src=jobsearchDesk&sid=15210486658922&xp=36&px=1,"['business development management', 'indirect sales', 'lead generation', 'client acquisition', 'market penetration', 'client relationship', 'key accounts', 'business planning', 'payment collection']"
86,https://www.naukri.com/job-listings-Business-Development-Manager-L-amar-Natural-Product-Private-Limited-Mumbai-Dadar-2-to-5-years-130318004418?src=jobsearchDesk&sid=15210486658922&xp=37&px=1,"['Sales', 'Business Development Management', 'Promotions', 'Negotiation', 'Interpersonal Communication', 'Performance Reporting']"
87,https://www.naukri.com/job-listings-Product-Manager-Heart-Valve-Therapy-Business-ANGEL-JOBS-Mumbai-5-to-8-years-120318008055?src=jobsearchDesk&sid=15210486658922&xp=38&px=1,"['Sales', 'Product Management', 'Inventory', 'Forecasting', 'Medical Devices', 'Cardiac']"
88,https://www.naukri.com/job-listings-Business-Operations-Manager-SCM-Mumbai-Profile-Quest-Management-Services-LLP-Mumbai-4-to-9-years-120318006141?src=jobsearchDesk&sid=15210486658922&xp=39&px=1,"['project management', 'scm', 'supply chain management', 'business operations', 'sap mm module', 'process improvement', 'process management', 'compliance', 'contract management', 'process automation']"
89,https://www.naukri.com/job-listings-Business-Excellence-BFSI-Senior-Manager-AVP-Hector-and-Streak-Consulting-Pvt-Ltd-Mumbai-8-to-12-years-140318007415?src=jobsearchDesk&sid=15210486658922&xp=40&px=1,[]
90,https://www.naukri.com/job-listings-Business-Development-Manager-Recruiter-sourcing-f-Libra-International-Services-Mumbai-Sector-19D-Vashi-2-to-5-years-140318001235?src=jobsearchDesk&sid=15210486658922&xp=41&px=1,"['recruitment', 'sourcing', 'business development management', 'Nursing', 'Medical']"
91,https://www.naukri.com/job-listings-Business-Development-Manager-Bengaluru-Delhi-NCR-Mumbai-Pune-2-to-5-years-130318901427?src=jobsearchDesk&sid=15210486658922&xp=42&px=1,"['business development management', 'sales', 'client acquisition', 'strategic partnerships', 'revenue generation', 'client relationship', 'new business', 'strategy', 'business development manager']"
92,https://www.naukri.com/job-listings-Business-Development-Manager-enterprise-Sales-Channelplay-Ltd-Mumbai-3-to-8-years-130318001538?src=jobsearchDesk&sid=15210486658922&xp=43&px=1,"['Business Development Management', 'Enterprise Sales', 'Channel Partners', 'IT Sales', 'Software Sales', 'Hardware Sales', 'IT Hardware Sales', 'Partner Management']"
93,https://www.naukri.com/job-listings-Sr-Manager-International-Business-Mumbai-Decon-Management-Services-Pvt-Ltd-Mumbai-10-to-15-years-130318900023?src=jobsearchDesk&sid=15210486658922&xp=44&px=1,"['Marketing Collaterals', 'Sales', 'Business Development', 'Product Promotion', 'Market Intelligence', 'Branding', 'International Business', 'CRM', 'New Product', 'Technical Support']"
94,https://www.naukri.com/job-listings-Sales-Business-Development-Manager-Merchant-Mumbai-4-to-6-years-130318901431?src=jobsearchDesk&sid=15210486658922&xp=45&px=1,"['business development management', 'sales', 'client acquisition', 'revenue generation', 'strategic partnerships', 'client relationship', 'new business development', 'public relations', 'business development manager']"
95,https://www.naukri.com/job-listings-Sales-Manager-Business-Development-Manager-Female-chuchgate-Surelock-Plastics-Pvt-ltd-Mumbai-5-to-10-years-030318001212?src=jobsearchDesk&sid=15210486658922&xp=46&px=1,"['sales management', 'promotions', 'exhibitions', 'sales manager', 'assistant sales manager', 'key account manager']"
96,https://www.naukri.com/job-listings-Business-Development-Manager-H-R-Block-India-Pvt-Ltd-Mumbai-Bengaluru-6-to-10-years-130318006567?src=jobsearchDesk&sid=15210486658922&xp=47&px=1,"['business development management', 'marketing', 'business strategy', 'partnerships', 'negotiation']"
97,https://www.naukri.com/job-listings-Assistant-Manager-Business-Development-mumbai-Pune-Stonex-India-Pvt-Ltd-Mumbai-Pune-2-to-4-years-130318008953?src=jobsearchDesk&sid=15210486658922&xp=48&px=1,"['sales promotion', 'business development management', 'promotions', 'Business Development', 'bdm']"
98,https://www.naukri.com/job-listings-Regional-Sales-Manager-senior-Business-Development-for-Delhi-I-Interakt-Digital-Solutions-Pvt-Ltd-Delhi-NCR-Mumbai-Bengaluru-8-to-13-years-130318001902?src=jobsearchDesk&sid=15210486658922&xp=49&px=1,"['Regional Sales', 'Sales Management', 'Software Sales', 'Enterprise Software', 'Selling', 'CRM']"
99,https://www.naukri.com/job-listings-Business-Development-Manager-JLP-Group-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-0-to-3-years-070318006227?src=jobsearchDesk&sid=15210486658922&xp=50&px=1,"['sales', 'market research', 'business research', 'business intelligence', 'bd', 'business development', 'bdm', 'bde', 'marketing', 'corporate sales', 'institutional sales', 'team management', 'channel sales', 'distribution']"
100,https://www.naukri.com/job-listings-Area-Business-Manager-Diagnostic-Industry-Hyderabad-Chennai-Salem-Tamil-Nadu-1-to-6-years-140318900801?src=jobsearchDesk&sid=15210486731174&xp=1&px=1,"['Area Business Manager', 'sales', 'Secondary Sales', 'Primary Sales']"
101,https://www.naukri.com/job-listings-Business-Development-Manager-Naukri-com-Chennai-Info-Edge-India-Ltd-Chennai-1-to-4-years-120318004097?src=jobsearchDesk&sid=15210486731174&xp=2&px=1,[]
102,https://www.naukri.com/job-listings-AHU-Sales-Business-Development-Manager-Engineers-Reputed-Company-in-Chennai-Chennai-5-to-10-years-140318003764?src=jobsearchDesk&sid=15210486731174&xp=3&px=1,"['marketing', 'business development management', 'fcu', 'ahu', 'hvac']"
103,https://www.naukri.com/job-listings-Asst-Manager-Corporate-Business-Development-Franchise-India-Limited-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-1-to-6-years-120617003875?src=jobsearchDesk&sid=15210486731174&xp=4&px=1,"['Corporate Business Development', 'Marketing', 'Sales Strategy', 'Franchising', 'Advertising', 'Franchise', 'Events', 'Competitive Analysis', 'Profitability', 'Avp']"
104,https://www.naukri.com/job-listings-Business-Development-Manager-PSCS-Chennai-Mount-Road-5-to-8-years-140318001499?src=jobsearchDesk&sid=15210486731174&xp=5&px=1,"['Business Development Management', 'Target Achievement', 'Marketing', 'Sales', 'direct sales']"
105,https://www.naukri.com/job-listings-Manager-Senior-Manager-Corporate-Business-Development-Franchise-India-Limited-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-3-to-8-years-120617003744?src=jobsearchDesk&sid=15210486731174&xp=6&px=1,"['Corporate Business Development', 'Marketing', 'Sales Strategy', 'Franchising', 'Advertising', 'Franchise', 'Events', 'Competitive Analysis', 'Profitability', 'Avp']"
106,https://www.naukri.com/job-listings-Business-Development-Manager-PMW-Performance-Solutions-Private-Limited-Bengaluru-Chennai-4-to-6-years-140318006691?src=jobsearchDesk&sid=15210486731174&xp=7&px=1,"['Performance Improvement', 'Consulting', 'Business Development', 'Coaching', 'Bu', 'Project Management', 'Go Getter', 'Marketing']"
107,https://www.naukri.com/job-listings-Looking-for-Assistant-Manager-Business-Development-Chennai-Handiman-Services-Ltd-Chennai-2-to-7-years-080318004793?src=jobsearchDesk&sid=15210486731174&xp=8&px=1,[]
108,https://www.naukri.com/job-listings-Manager-Business-Partnership-personal-Loans-and-Cards-Chennai-Citibank-N-A-Chennai-2-to-7-years-130318003460?src=jobsearchDesk&sid=15210486731174&xp=9&px=1,"['Channel Sales', 'Event Marketing', 'Business Development', 'Partnerships', 'Distribution', 'Events', 'Personal Loans', 'Sourcing Strategy', 'Performance Management', 'Credit Cards']"
109,https://www.naukri.com/job-listings-Academic-Coordinator-Business-Development-Manager-IMS-Proschool-Pvt-Ltd-Chennai-1-to-5-years-260118001155?src=jobsearchDesk&sid=15210486731174&xp=10&px=1,"['academic coordinator', 'business development executive', 'business development manager', 'counsellor', 'counselor', 'student advisor', 'career advisor', 'educational counsellor']"
110,https://www.naukri.com/job-listings-Assistant-Business-Manager-IMMUNOSHOP-INDIA-PVT-LTD-Delhi-NCR-Mumbai-Bengaluru-Chennai-Kolkata-Agra-Chandigarh-2-to-7-years-130318008783?src=jobsearchDesk&sid=15210486731174&xp=11&px=1,"['sales', 'biotechnology', 'microbiology', 'biochemistry', 'channel partners', 'channel partner management', 'business management', 'customer relationship', 'relationship building', 'cold calling', 'immunology', 'elisa']"
111,https://www.naukri.com/job-listings-Business-Development-Manager-4-To-6-Yrs-Chennai-for-life-Insurance-STAUNCH-JOBS-Chennai-Adyar-4-to-7-years-150218000755?src=jobsearchDesk&sid=15210486731174&xp=12&px=1,"['Business Development Management', 'Channel Strategy', 'Life Insurance', 'sales life insurance', 'Marketing Manager', 'Sales Manager', 'business development manager', 'unit manager', 'Team Handling', 'Team Leader', 'sales']"
112,https://www.naukri.com/job-listings-Manager-Sales-Business-Development-Consumer-Durables-Electrical-Bengaluru-Chennai-Delhi-NCR-Hyderabad-Mumbai-Kochi-Kerala-2-to-7-years-130318900090?src=jobsearchDesk&sid=15210486731174&xp=13&px=1,"['channel sales', 'business development', 'consumer durables', 'channel partners', 'sales management', 'btl', 'exhibitions', 'strategy', 'Sales']"
113,https://www.naukri.com/job-listings-Merchandising-Business-Development-Manager-Evolv-Clothing-Company-Pvt-Ltd-Chennai-Kovilambakkam-10-to-16-years-140318005939?src=jobsearchDesk&sid=15210486731174&xp=14&px=1,"['merchandising', 'Business Development', 'lead generation', 'Marketing']"
114,https://www.naukri.com/job-listings-Business-Development-Manager-Myforexeye-Fintech-P-Ltd-Chennai-Bengaluru-Hyderabad-2-to-5-years-140318002646?src=jobsearchDesk&sid=15210486731174&xp=15&px=1,"['Business Development Management', 'Sales', 'direct sales', 'corporate sales', 'Insurance Sales', 'Broking', 'securities', 'Corporate Finance', 'Forwards', 'Futures', 'options', 'Risk Management', 'Hedging', 'CFA']"
115,https://www.naukri.com/job-listings-Manager-Business-Development-SAP-B1-HANA-Sales-Chennai-GLOSAP-SYSTEMS-PRIVATE-LIMITED-Bengaluru-Chennai-Hosur-6-to-8-years-220817000381?src=jobsearchDesk&sid=15210486731174&xp=16&px=1,"['Business Development Management', 'Solution Sales', 'Customer Acquisition', 'Account Management', 'Market Development', 'bdm', 'business development manager', 'bdo', 'bde', 'business development executive', 'sales business development']"
116,https://www.naukri.com/job-listings-Manager-Business-Development-industrial-Sales-AVENUES-Mumbai-Chennai-10-to-18-years-070318004479?src=jobsearchDesk&sid=15210486731174&xp=17&px=1,"['Business Development Management', 'Regional Sales', 'Business Planning', 'Target Achievement', 'RFQ', 'REP', 'diesel engine', 'Industrial Sales', 'marine', 'auto', 'cement', 'steel', 'hydro', 'railways', 'govt', 'Power Plant']"
117,https://www.naukri.com/job-listings-Openings-for-Business-Development-Manager-in-South-India-Loactions-HGS-International-Services-Pvt-Ltd-Bengaluru-Chennai-Hyderabad-2-to-5-years-130318001353?src=jobsearchDesk&sid=15210486731174&xp=18&px=1,"['business development management', 'agency channel', 'agency manager', 'insurance', 'health insurance']"
118,https://www.naukri.com/job-listings-Hiring-for-Business-Manager-in-Leading-Insurance-Company-Eminence-Human-Resource-Solutions-Chennai-Pondicherry-Vellore-Tirunelveli-3-to-5-years-231017005953?src=jobsearchDesk&sid=15210486731174&xp=19&px=1,['Business Manager']
119,https://www.naukri.com/job-listings-Area-Business-Manager-Eminence-Human-Resource-Solutions-Chennai-Pondicherry-Vellore-Tirunelveli-3-to-5-years-290717002381?src=jobsearchDesk&sid=15210486731174&xp=20&px=1,"['team managers', 'recruiting advisors', 'Sales Manager', 'agency manager', 'unit manager', 'relationship manager']"
120,https://www.naukri.com/job-listings-Business-Development-Account-Manager-NiuTux-Digital-Media-Pvt-Ltd-Chennai-Bengaluru-1-to-3-years-130318000115?src=jobsearchDesk&sid=15210486731174&xp=21&px=1,"['Business Development', 'Account Management']"
121,https://www.naukri.com/job-listings-Area-Business-Manager-team-Handling-Buzzworks-Business-Services-Pvt-Ltd-Chennai-Anna-Nagar-Coimbatore-4-to-9-years-120318002486?src=jobsearchDesk&sid=15210486731174&xp=22&px=1,"['Team Handling', 'Auto Loans', 'Business Management', 'Car Loan', 'auto loan']"
122,https://www.naukri.com/job-listings-Area-Business-Manager-for-Wallace-Pharma-Cardio-Diabetic-div-confidential-Chennai-Hyderabad-8-to-13-years-120318008843?src=jobsearchDesk&sid=15210486731174&xp=23&px=1,"['area business manager', 'pharmaceutical sales']"
123,https://www.naukri.com/job-listings-Business-Development-Manager-JLP-Group-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-0-to-3-years-070318006227?src=jobsearchDesk&sid=15210486731174&xp=24&px=1,"['sales', 'market research', 'business research', 'business intelligence', 'bd', 'business development', 'bdm', 'bde', 'marketing', 'corporate sales', 'institutional sales', 'team management', 'channel sales', 'distribution']"
124,https://www.naukri.com/job-listings-Immediate-Requirement-for-Business-Development-Manager-Royaloak-Incorporation-Pvt-Ltd-Chennai-Coimbatore-5-to-10-years-281217000390?src=jobsearchDesk&sid=15210486731174&xp=25&px=1,"['sales forecasting', 'business development management', 'channel sales manager', 'channel development', 'channel dealer distributor', 'distribution', 'bdm', 'sales manager', 'territory manager', 'territory sales manager', 'retail channel sales']"
125,https://www.naukri.com/job-listings-Business-Development-Manager-Shri-Balaji-Agencies-Chennai-2-to-6-years-120318000775?src=jobsearchDesk&sid=15210486731174&xp=26&px=1,"['sales', 'business development management', 'channel partners', 'account management', 'enterprise sales', 'corporate sales', 'corporate marketing', 'key account']"
126,https://www.naukri.com/job-listings-Area-Sales-Manager-Business-Development-casa-INDUSIND-BANK-LIMITED-Chennai-Coimbatore-5-to-9-years-010218002990?src=jobsearchDesk&sid=15210486731174&xp=27&px=1,"['Area Sales Management', 'Business Development Management', 'Casa', 'Liability Products']"
127,https://www.naukri.com/job-listings-Business-Development-Manager-TRIADSS-TECH-SOLUTIONS-PVT-LTD-Chennai-2-to-6-years-210917004550?src=jobsearchDesk&sid=15210486731174&xp=28&px=1,"['mba', 'business consultant', 'client relationship manager', 'hr recruiter', 'hr manager']"
128,https://www.naukri.com/job-listings-Business-Development-Manager-BDM-HR-TRIADSS-TECH-SOLUTIONS-PVT-LTD-Chennai-2-to-6-years-151217007654?src=jobsearchDesk&sid=15210486731174&xp=29&px=1,"['business development management', 'recruiter', 'staffing', 'Business Development Executive', 'bdm', 'bde', 'MBA', 'Business Developer', 'Business Executive', 'Hindi']"
129,https://www.naukri.com/job-listings-Business-Development-Managers-Shella-Consultants-Ahmedabad-Bengaluru-Chennai-Delhi-Mumbai-5-to-10-years-120318003043?src=jobsearchDesk&sid=15210486731174&xp=30&px=1,"['Business Development', 'Sales and Marketing', 'polymer', 'EVA']"
130,https://www.naukri.com/job-listings-Business-Development-Manager-senior-Business-Development-Manager-Cynosure-Corporate-Solutions-Chennai-4-to-9-years-120318001832?src=jobsearchDesk&sid=15210486731174&xp=31&px=1,"['Business Development Management', 'Sales', 'Strategy', 'Negotiation']"
131,https://www.naukri.com/job-listings-SAP-Business-Development-Manager-GLOSAP-SYSTEMS-PRIVATE-LIMITED-Chennai-4-to-5-years-271217003108?src=jobsearchDesk&sid=15210486731174&xp=32&px=1,"['Business Development Management', 'ERP Sales']"
132,https://www.naukri.com/job-listings-Business-System-Manager-Hexagon-Nutrition-Pvt-Ltd-Chennai-6-to-8-years-120318008887?src=jobsearchDesk&sid=15210486731174&xp=33&px=1,"['html', 'wordpress', 'php', 'mysql', 'web designing', 'web technologies', 'business system', 'master data management', 'life cycle']"
133,https://www.naukri.com/job-listings-Analytics-Business-Intelligence-Business-Development-Manager-AJAX-Consulting-Chennai-Taramani-4-to-9-years-210218008667?src=jobsearchDesk&sid=15210486731174&xp=34&px=1,"['client engagement', 'business intelligence', 'analytics', 'business development manager', 'sales manager']"
134,https://www.naukri.com/job-listings-Business-Development-Manager-Sankar-Group-Of-Companies-Chennai-Poonamallee-5-to-10-years-231117000316?src=jobsearchDesk&sid=15210486731174&xp=35&px=1,"['business development manager', 'sales business development']"
135,https://www.naukri.com/job-listings-Business-Development-Manager-Staffing-amIT-Global-Solutions-Pvt-Ltd-Chennai-Nandanam-5-to-10-years-080318007403?src=jobsearchDesk&sid=15210486731174&xp=36&px=1,"['lead generation', 'sales presentations', 'cold calling', 'marketing', 'new business', 'negotiation skills', 'staffing', 'Business Development', 'Business Development Manager', 'bdm', 'sales manager']"
136,https://www.naukri.com/job-listings-Account-Manager-Business-Development-Manager-Nalco-Water-NALCO-WATER-INDIA-LIMITED-Chennai-7-to-12-years-270417003920?src=jobsearchDesk&sid=15210486731174&xp=37&px=1,"['Account Management', 'Technical Support', 'Customer Service', 'Service Delivery', 'Business Development', 'Technical Sales']"
137,https://www.naukri.com/job-listings-Assistant-deputy-Manager-business-Development-ASCO-Numatics-India-Private-Limited-Chennai-8-to-13-years-090318007139?src=jobsearchDesk&sid=15210486731174&xp=38&px=1,"['Marketing', 'Business Development', 'Valves', 'actuators']"
138,https://www.naukri.com/job-listings-Manager-Business-Development-Sales-www-EaseMyTrip-com-Delhi-NCR-Chennai-Hyderabad-3-to-8-years-200717000519?src=jobsearchDesk&sid=15210486731174&xp=39&px=1,"['Marketing', 'Business Development', 'Lead Generation', 'Client Relationship Management', 'Key Accounts', 'Strategy', 'Sales executive', 'marketing executive', 'sales officer', 'sales marketing', 'sales representative', 'Corporate Sales', 'sales', 'BDE', 'sales manager']"
139,https://www.naukri.com/job-listings-Business-Development-Manager-DSM-Soft-P-Ltd-Chennai-7-to-12-years-080318005993?src=jobsearchDesk&sid=15210486731174&xp=40&px=1,"['business development management', 'engineering services']"
140,https://www.naukri.com/job-listings-Assistant-Manager-Business-Development-Amec-Foster-Wheeler-India-Pvt-Ltd-Chennai-Taramani-6-to-11-years-090318005024?src=jobsearchDesk&sid=15210486731174&xp=41&px=1,"['business development management', 'Oil & gas']"
141,https://www.naukri.com/job-listings-Business-Development-Manager-Bengaluru-Chennai-4-to-6-years-090318900510?src=jobsearchDesk&sid=15210486731174&xp=42&px=1,"['Channel Sales', 'Marketing', 'Business Development Management', 'Lead Generation', 'Market Intelligence', 'Branding', 'Brand Building', 'Construction', 'Building Material', 'Relationship Building']"
142,https://www.naukri.com/job-listings-Business-Development-Manager-TeamLease-Services-Limited-Chennai-6-to-8-years-070218006335?src=jobsearchDesk&sid=15210486731174&xp=43&px=1,"['business development management', 'team management', 'account management']"
143,https://www.naukri.com/job-listings-Business-Development-Manager-Apogee-Services-Private-Limited-Chennai-5-to-10-years-090318002588?src=jobsearchDesk&sid=15210486731174&xp=44&px=1,"['Business Development Management', 'Government Sales']"
144,https://www.naukri.com/job-listings-Business-Development-Manager-Based-at-Chennai-Evershine-Resource-Management-Private-Limited-Chennai-3-to-8-years-070318003765?src=jobsearchDesk&sid=15210486731174&xp=45&px=1,"['business development management', 'new business', 'export import', 'business generation', 'air freight']"
145,https://www.naukri.com/job-listings-Manager-Business-Analysis-Chennai-5-to-10-years-070318901337?src=jobsearchDesk&sid=15210486731174&xp=46&px=1,"['Business Analysis', 'Basel', 'Data Quality']"
146,https://www.naukri.com/job-listings-Business-Development-Manager-area-Sales-Manager-branch-Manager-Consistent-Infosystems-Pvt-Ltd-Bengaluru-Chennai-5-to-10-years-100318000880?src=jobsearchDesk&sid=15210486731174&xp=47&px=1,"['Area Sales Management', 'Marketing', 'Business Development Management', 'New Business', 'Branch Management', 'New Product']"
147,https://www.naukri.com/job-listings-Assistant-Manager-Business-Development-VIJAY-RAJA-HOMES-PVT-LTD-Chennai-1-to-6-years-100318005022?src=jobsearchDesk&sid=15210486731174&xp=48&px=1,"['strategy consultant', 'mba', 'marketing analyst', 'branding', 'marketing executive', 'direct marketing executive', 'senior marketing executive', 'assistant manager marketing', 'mba marketing', 'b2b sales', 'b2b marketing', 'b2b', 'corporate sales', 'business development', 'bde']"
148,https://www.naukri.com/job-listings-Manager-Sr-Manager-Business-Development-Hospitality-Sector-Ceasefire-Industries-Private-Limited-Bengaluru-Chennai-Hyderabad-Kochi-2-to-7-years-080218005995?src=jobsearchDesk&sid=15210486731174&xp=49&px=1,"['business development management', 'sales', 'presentation skills', 'Business Development']"
149,https://www.naukri.com/job-listings-Business-Development-Manager-Priyadarshini-Air-Wings-Pvt-Ltd-Pune-Delhi-NCR-Chennai-2-to-5-years-300817001745?src=jobsearchDesk&sid=15210486731174&xp=50&px=1,"['Sales Executive Activities', 'Marketing', 'Business Development Management', 'Selling', 'Promotions', 'Travel', 'sales executive', 'corporate sales', 'bdm', 'Business Development', 'business development manager', 'sales manager', 'marketing manager']"
150,https://www.naukri.com/job-listings-Business-Manager-Relationship-Manager-Kogta-Financial-India-Limited-Pune-Nasik-Ahmednagar-1-to-6-years-140318008461?src=jobsearchDesk&sid=1521048680629&xp=1&px=1,"['Sales', 'Marketing', 'Relationship Management', 'Business Loan', 'Lap', 'Mortgage', 'Business Management']"
151,https://www.naukri.com/job-listings-Asst-Manager-Corporate-Business-Development-Franchise-India-Limited-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-1-to-6-years-120617003875?src=jobsearchDesk&sid=1521048680629&xp=2&px=1,"['Corporate Business Development', 'Marketing', 'Sales Strategy', 'Franchising', 'Advertising', 'Franchise', 'Events', 'Competitive Analysis', 'Profitability', 'Avp']"
152,https://www.naukri.com/job-listings-Business-Development-Manager-Suraj-Info-Pvt-Ltd-Pune-5-to-9-years-140318007764?src=jobsearchDesk&sid=1521048680629&xp=3&px=1,"['Business Development Management', 'Revenue Generation', 'Strategic Planning', 'Strategy', 'business strategy', 'marketing strategy']"
153,https://www.naukri.com/job-listings-Assistant-Manager-Business-Development-Franchise-India-Brands-Ltd-Mumbai-Delhi-NCR-Pune-0-to-5-years-070318000913?src=jobsearchDesk&sid=1521048680629&xp=4&px=1,"['Channel Sales', 'Franchisee Development', 'sales', 'Business Development', 'Bdm', 'Corporate Sales', 'key account manager', 'major account manager']"
154,https://www.naukri.com/job-listings-Business-Development-Manager-White-Global-Private-Limited-Hyderabad-Pune-3-to-5-years-140318003482?src=jobsearchDesk&sid=1521048680629&xp=5&px=1,"['business development', 'field sales', 'B2B Sales', 'Service Industry']"
155,https://www.naukri.com/job-listings-Business-Development-Executive-Manager-SamvadSocial-Technologies-Pvt-Ltd-Pune-3-to-8-years-070318901959?src=jobsearchDesk&sid=1521048680629&xp=6&px=1,"['Marketing Campaigns', 'Sales', 'Business Development', 'Brand Promotion', 'Promotions', 'Market Research', 'Events', 'New Business', 'Selling', 'Public Relations', 'Direct sales', 'Horeca sales', 'corporate sales']"
156,https://www.naukri.com/job-listings-Deputy-Manager-International-Business-SIGMA-ELECTRIC-MANUFACTURING-CORPORATION-PVT-LTD-Pune-5-to-9-years-140318002387?src=jobsearchDesk&sid=1521048680629&xp=7&px=1,"['international business development', 'marketing']"
157,https://www.naukri.com/job-listings-Manager-Senior-Manager-Corporate-Business-Development-Franchise-India-Limited-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-3-to-8-years-120617003744?src=jobsearchDesk&sid=1521048680629&xp=8&px=1,"['Corporate Business Development', 'Marketing', 'Sales Strategy', 'Franchising', 'Advertising', 'Franchise', 'Events', 'Competitive Analysis', 'Profitability', 'Avp']"
158,https://www.naukri.com/job-listings-Manager-Executive-Business-Development-BFSI-Pune-1-to-6-years-140318900847?src=jobsearchDesk&sid=1521048680629&xp=9&px=1,"['Business Development', 'Acquisition', 'CASA', 'BDE', 'BDM', 'Banking Sales']"
159,https://www.naukri.com/job-listings-Business-Development-Manager-Payments-System-Manipal-Group-Pune-10-to-14-years-070318901638?src=jobsearchDesk&sid=1521048680629&xp=10&px=1,"['Business Development Manager', 'Post sales', 'E - governance', 'financial institutions', 'Policies', 'Sales development', 'Business plan development', 'Market', 'Quality standards', 'Business enhancement']"
160,https://www.naukri.com/job-listings-Business-Development-Manager-Birla-Medisoft-Private-Limited-Pune-Viman-Nagar-3-to-7-years-140318007365?src=jobsearchDesk&sid=1521048680629&xp=11&px=1,"['sales order', 'lead generation', 'bid management', 'Business development manager', 'IT sales', 'Software sales']"
161,https://www.naukri.com/job-listings-Business-Development-Manager-Myforexeye-Fintech-P-Ltd-Pune-Ahmedabad-Surat-2-to-5-years-140318002317?src=jobsearchDesk&sid=1521048680629&xp=12&px=1,"['Business Development Management', 'Sales', 'direct sales', 'corporate sales', 'Insurance Sales', 'Broking', 'securities', 'Corporate Finance', 'Forwards', 'Futures', 'options', 'Risk Management', 'Hedging', 'CFA']"
